[2230, 1630]
[section-title, [717.0, 416.0, 188.0, 52.5], 4q6Tq1EpSh, 5758575]
[sub-section-title, [360.0, 537.0, 910.0, 55.5], shoonya_4s0262PC1T1VS3, 5758575]
[paragraph, [138.0, 669.0, 1352.0, 36.0], shoonya_1sO6FUQ9NF8UGR, 5758575]
[paragraph, [138.0, 705.0, 1352.0, 36.0], shoonya_1sO6FUQ9NF8UGR, 5758575]
[paragraph, [138.0, 741.0, 1352.0, 36.0], shoonya_1sO6FUQ9NF8UGR, 5758575]
[paragraph, [138.0, 777.0, 1352.0, 36.0], shoonya_1sO6FUQ9NF8UGR, 5758575]
[paragraph, [138.0, 813.0, 1352.0, 36.0], shoonya_1sO6FUQ9NF8UGR, 5758575]
[paragraph, [138.0, 849.0, 1352.0, 36.0], shoonya_1sO6FUQ9NF8UGR, 5758575]
[paragraph, [138.0, 885.0, 1352.0, 36.0], shoonya_1sO6FUQ9NF8UGR, 5758575]
[paragraph, [135.0, 952.0, 1356.0, 36.0], shoonya_0sPN2DT4P74T13, 5758575]
[paragraph, [135.0, 988.0, 1356.0, 36.0], shoonya_0sPN2DT4P74T13, 5758575]
[paragraph, [135.0, 1024.0, 1356.0, 36.0], shoonya_0sPN2DT4P74T13, 5758575]
[paragraph, [135.0, 1060.0, 1356.0, 36.0], shoonya_0sPN2DT4P74T13, 5758575]
[paragraph, [135.0, 1096.0, 1356.0, 36.0], shoonya_0sPN2DT4P74T13, 5758575]
[paragraph, [135.0, 1132.0, 1356.0, 36.0], shoonya_0sPN2DT4P74T13, 5758575]
[paragraph, [135.0, 1168.0, 1356.0, 36.0], shoonya_0sPN2DT4P74T13, 5758575]
[paragraph, [135.0, 1204.0, 1356.0, 36.0], shoonya_0sPN2DT4P74T13, 5758575]
[paragraph, [135.0, 1240.0, 1356.0, 36.0], shoonya_0sPN2DT4P74T13, 5758575]
[paragraph, [135.0, 1276.0, 1356.0, 36.0], shoonya_0sPN2DT4P74T13, 5758575]
[paragraph, [135.0, 1312.0, 1356.0, 36.0], shoonya_0sPN2DT4P74T13, 5758575]
[paragraph, [135.0, 1364.0, 1349.0, 36.0], FAo0J7dyn6, 5758575]
[paragraph, [135.0, 1400.0, 1349.0, 36.0], FAo0J7dyn6, 5758575]
[paragraph, [135.0, 1436.0, 1349.0, 36.0], FAo0J7dyn6, 5758575]
[paragraph, [135.0, 1472.0, 1349.0, 36.0], FAo0J7dyn6, 5758575]
[paragraph, [134.0, 1505.0, 1348.0, 36.0], shoonya_3sJH2CPWYMFN0D, 5758575]
[paragraph, [134.0, 1541.0, 1348.0, 36.0], shoonya_3sJH2CPWYMFN0D, 5758575]
[paragraph, [134.0, 1577.0, 1348.0, 36.0], shoonya_3sJH2CPWYMFN0D, 5758575]
[figure-caption, [989.0, 1827.0, 511.0, 36.0], z52TJQaDKO, 5758575]
[figure-caption, [989.0, 1863.0, 511.0, 36.0], z52TJQaDKO, 5758575]
[figure-caption, [989.0, 1899.0, 511.0, 36.0], z52TJQaDKO, 5758575]
[figure-caption, [989.0, 1935.0, 511.0, 36.0], z52TJQaDKO, 5758575]
[figure-caption, [989.0, 1971.0, 511.0, 36.0], z52TJQaDKO, 5758575]
