[1754, 1241]
[section-title, [153.0, 158.0, 527.0, 49.5], N-VpZ2imu1, 5715893]
[answer, [322.0, 375.0, 805.0, 36.0], 2yEiiT8OOb, 5715893]
[answer, [322.0, 411.0, 805.0, 36.0], 2yEiiT8OOb, 5715893]
[answer, [322.0, 447.0, 805.0, 36.0], 2yEiiT8OOb, 5715893]
[answer, [322.0, 483.0, 805.0, 36.0], 2yEiiT8OOb, 5715893]
[answer, [322.0, 519.0, 805.0, 36.0], 2yEiiT8OOb, 5715893]
[answer, [325.0, 638.0, 794.0, 36.0], phTqL3szkP, 5715893]
[answer, [325.0, 674.0, 794.0, 36.0], phTqL3szkP, 5715893]
[answer, [325.0, 710.0, 794.0, 36.0], phTqL3szkP, 5715893]
[answer, [321.0, 814.0, 791.0, 36.0], cisPcidpaa, 5715893]
[answer, [321.0, 850.0, 791.0, 36.0], cisPcidpaa, 5715893]
[answer, [325.0, 955.0, 797.0, 36.0], q8xYeRBRYZ, 5715893]
[answer, [325.0, 991.0, 797.0, 36.0], q8xYeRBRYZ, 5715893]
[answer, [325.0, 1027.0, 797.0, 36.0], q8xYeRBRYZ, 5715893]
[answer, [325.0, 1127.0, 778.0, 36.0], ACl5HEVvYV, 5715893]
[answer, [325.0, 1163.0, 778.0, 36.0], ACl5HEVvYV, 5715893]
[answer, [325.0, 1199.0, 778.0, 36.0], ACl5HEVvYV, 5715893]
[answer, [325.0, 1235.0, 778.0, 36.0], ACl5HEVvYV, 5715893]
[answer, [324.0, 1297.0, 804.0, 36.0], b5-dpzt61z, 5715893]
[answer, [324.0, 1333.0, 804.0, 36.0], b5-dpzt61z, 5715893]
[answer, [324.0, 1369.0, 804.0, 36.0], b5-dpzt61z, 5715893]
[answer, [324.0, 1405.0, 804.0, 36.0], b5-dpzt61z, 5715893]
[answer, [327.0, 1498.0, 783.0, 36.0], wck8TOOAzy, 5715893]
[answer, [327.0, 1534.0, 783.0, 36.0], wck8TOOAzy, 5715893]
[answer, [327.0, 1570.0, 783.0, 36.0], wck8TOOAzy, 5715893]
[answer, [327.0, 1606.0, 783.0, 36.0], wck8TOOAzy, 5715893]
