[1240, 898]
[chapter-title, [262.0, 55.0, 251.0, 30.0], shoonya_8sD88BPJ3UGAJI, 5776581]
[paragraph, [73.0, 94.0, 637.0, 18.0], shoonya_1s5AWQX90H5JS8, 5776581]
[paragraph, [73.0, 112.0, 637.0, 18.0], shoonya_1s5AWQX90H5JS8, 5776581]
[paragraph, [73.0, 130.0, 637.0, 18.0], shoonya_1s5AWQX90H5JS8, 5776581]
[paragraph, [73.0, 148.0, 637.0, 18.0], shoonya_1s5AWQX90H5JS8, 5776581]
[paragraph, [73.0, 166.0, 637.0, 18.0], shoonya_1s5AWQX90H5JS8, 5776581]
[paragraph, [73.0, 184.0, 637.0, 18.0], shoonya_1s5AWQX90H5JS8, 5776581]
[paragraph, [73.0, 202.0, 637.0, 18.0], shoonya_1s5AWQX90H5JS8, 5776581]
[paragraph, [73.0, 220.0, 637.0, 18.0], shoonya_1s5AWQX90H5JS8, 5776581]
[paragraph, [75.0, 242.0, 590.0, 18.0], shoonya_12s576RGXLXDRI, 5776581]
[paragraph, [65.0, 265.0, 642.0, 18.0], 6mvtAvVet_, 5776581]
[paragraph, [65.0, 283.0, 642.0, 18.0], 6mvtAvVet_, 5776581]
[paragraph, [65.0, 301.0, 642.0, 18.0], 6mvtAvVet_, 5776581]
[paragraph, [78.0, 320.0, 494.0, 18.0], REVuwPo_s8, 5776581]
[paragraph, [97.0, 347.0, 409.0, 18.0], shoonya_15s01OBTMI6MNX, 5776581]
[paragraph, [76.0, 366.0, 636.0, 18.0], shoonya_16s53SL8D2FCG9, 5776581]
[paragraph, [76.0, 384.0, 636.0, 18.0], shoonya_16s53SL8D2FCG9, 5776581]
[paragraph, [76.0, 402.0, 636.0, 18.0], shoonya_16s53SL8D2FCG9, 5776581]
[paragraph, [75.0, 417.0, 639.0, 18.0], shoonya_9s8X3X15SWV4TQ, 5776581]
[paragraph, [75.0, 435.0, 639.0, 18.0], shoonya_9s8X3X15SWV4TQ, 5776581]
[paragraph, [75.0, 453.0, 639.0, 18.0], shoonya_9s8X3X15SWV4TQ, 5776581]
[paragraph, [103.0, 471.0, 232.0, 18.0], shoonya_13s1X4DY2CLNBD, 5776581]
[paragraph, [78.0, 496.0, 633.0, 18.0], shoonya_10sU75AHMEJKKI, 5776581]
[paragraph, [78.0, 514.0, 633.0, 18.0], shoonya_10sU75AHMEJKKI, 5776581]
[paragraph, [78.0, 532.0, 633.0, 18.0], shoonya_10sU75AHMEJKKI, 5776581]
[paragraph, [78.0, 550.0, 633.0, 18.0], shoonya_10sU75AHMEJKKI, 5776581]
[paragraph, [78.0, 568.0, 633.0, 18.0], shoonya_10sU75AHMEJKKI, 5776581]
[paragraph, [78.0, 586.0, 633.0, 18.0], shoonya_10sU75AHMEJKKI, 5776581]
[paragraph, [78.0, 604.0, 633.0, 18.0], shoonya_10sU75AHMEJKKI, 5776581]
[paragraph, [102.0, 623.0, 195.0, 18.0], shoonya_4sC7Y48CZSEH4I, 5776581]
[paragraph, [79.0, 647.0, 633.0, 18.0], shoonya_3s2AGJR8P1AF33, 5776581]
[paragraph, [79.0, 665.0, 633.0, 18.0], shoonya_3s2AGJR8P1AF33, 5776581]
[paragraph, [79.0, 698.0, 631.0, 18.0], shoonya_2sAQ8ALGHLLNAK, 5776581]
[paragraph, [79.0, 716.0, 631.0, 18.0], shoonya_2sAQ8ALGHLLNAK, 5776581]
[paragraph, [79.0, 734.0, 631.0, 18.0], shoonya_2sAQ8ALGHLLNAK, 5776581]
[paragraph, [79.0, 752.0, 631.0, 18.0], shoonya_2sAQ8ALGHLLNAK, 5776581]
[paragraph, [79.0, 770.0, 631.0, 18.0], shoonya_2sAQ8ALGHLLNAK, 5776581]
[paragraph, [80.0, 799.0, 636.0, 18.0], shoonya_0sAE0FJN4CI3MX, 5776581]
[paragraph, [80.0, 817.0, 636.0, 18.0], shoonya_0sAE0FJN4CI3MX, 5776581]
[paragraph, [80.0, 835.0, 636.0, 18.0], shoonya_0sAE0FJN4CI3MX, 5776581]
[paragraph, [80.0, 853.0, 636.0, 18.0], shoonya_0sAE0FJN4CI3MX, 5776581]
[paragraph, [80.0, 871.0, 636.0, 18.0], shoonya_0sAE0FJN4CI3MX, 5776581]
[paragraph, [80.0, 889.0, 636.0, 18.0], shoonya_0sAE0FJN4CI3MX, 5776581]
[paragraph, [80.0, 907.0, 636.0, 18.0], shoonya_0sAE0FJN4CI3MX, 5776581]
[paragraph, [80.0, 925.0, 636.0, 18.0], shoonya_0sAE0FJN4CI3MX, 5776581]
[paragraph, [80.0, 943.0, 636.0, 18.0], shoonya_0sAE0FJN4CI3MX, 5776581]
[paragraph, [80.0, 961.0, 636.0, 18.0], shoonya_0sAE0FJN4CI3MX, 5776581]
[paragraph, [80.0, 979.0, 636.0, 18.0], shoonya_0sAE0FJN4CI3MX, 5776581]
[paragraph, [99.0, 999.0, 422.0, 18.0], shoonya_7sKLU2YNDCZK2K, 5776581]
[paragraph, [104.0, 1025.0, 246.0, 18.0], shoonya_5sQSM34BS3OQUD, 5776581]
[paragraph, [103.0, 1049.0, 58.0, 18.0], shoonya_6sDLHVSZ3WSSTF, 5776581]
[paragraph, [103.0, 1067.0, 616.0, 18.0], shoonya_14sOXTORNETGC4, 5776581]
[paragraph, [103.0, 1085.0, 616.0, 18.0], shoonya_14sOXTORNETGC4, 5776581]
