[1320, 1176]
[folio, [922.0, 57.0, 185.0, 18.0], 6xpIXSpOp4, 5694141]
[folio, [922.0, 75.0, 185.0, 18.0], 6xpIXSpOp4, 5694141]
[folio, [922.0, 93.0, 185.0, 18.0], 6xpIXSpOp4, 5694141]
[folio, [922.0, 111.0, 185.0, 18.0], 6xpIXSpOp4, 5694141]
[paragraph, [760.0, 155.0, 329.0, 18.0], Evhlqr-yn2, 5694141]
[paragraph, [760.0, 173.0, 329.0, 18.0], Evhlqr-yn2, 5694141]
[paragraph, [760.0, 191.0, 329.0, 18.0], Evhlqr-yn2, 5694141]
[paragraph, [760.0, 209.0, 329.0, 18.0], Evhlqr-yn2, 5694141]
[paragraph, [760.0, 227.0, 329.0, 18.0], Evhlqr-yn2, 5694141]
[paragraph, [760.0, 245.0, 329.0, 18.0], Evhlqr-yn2, 5694141]
[paragraph, [760.0, 263.0, 329.0, 18.0], Evhlqr-yn2, 5694141]
[paragraph, [760.0, 281.0, 329.0, 18.0], Evhlqr-yn2, 5694141]
[paragraph, [760.0, 299.0, 329.0, 18.0], Evhlqr-yn2, 5694141]
[paragraph, [760.0, 317.0, 329.0, 18.0], Evhlqr-yn2, 5694141]
[paragraph, [760.0, 335.0, 329.0, 18.0], Evhlqr-yn2, 5694141]
[paragraph, [418.0, 163.0, 336.0, 18.0], Vqk4y0H54M, 5694141]
[paragraph, [418.0, 181.0, 336.0, 18.0], Vqk4y0H54M, 5694141]
[paragraph, [418.0, 199.0, 336.0, 18.0], Vqk4y0H54M, 5694141]
[paragraph, [418.0, 217.0, 336.0, 18.0], Vqk4y0H54M, 5694141]
[paragraph, [418.0, 235.0, 336.0, 18.0], Vqk4y0H54M, 5694141]
[paragraph, [418.0, 253.0, 336.0, 18.0], Vqk4y0H54M, 5694141]
[paragraph, [418.0, 271.0, 336.0, 18.0], Vqk4y0H54M, 5694141]
[paragraph, [418.0, 289.0, 336.0, 18.0], Vqk4y0H54M, 5694141]
[paragraph, [418.0, 307.0, 336.0, 18.0], Vqk4y0H54M, 5694141]
[paragraph, [418.0, 325.0, 336.0, 18.0], Vqk4y0H54M, 5694141]
[paragraph, [418.0, 343.0, 336.0, 18.0], Vqk4y0H54M, 5694141]
[paragraph, [418.0, 361.0, 336.0, 18.0], Vqk4y0H54M, 5694141]
[paragraph, [418.0, 379.0, 336.0, 18.0], Vqk4y0H54M, 5694141]
[paragraph, [418.0, 397.0, 336.0, 18.0], Vqk4y0H54M, 5694141]
[section-title, [93.0, 169.0, 302.0, 30.0], n7w6TMbiOX, 5694141]
[section-title, [93.0, 199.0, 302.0, 30.0], n7w6TMbiOX, 5694141]
[section-title, [93.0, 229.0, 302.0, 30.0], n7w6TMbiOX, 5694141]
[section-title, [93.0, 259.0, 302.0, 30.0], n7w6TMbiOX, 5694141]
[sub-section-title, [69.0, 302.0, 281.0, 25.5], vZ49wtZVx6, 5694141]
[paragraph, [66.0, 345.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 363.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 381.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 399.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 417.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 435.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 453.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 471.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 489.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 507.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 525.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 543.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 561.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 579.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 597.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 615.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 633.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 651.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 669.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 687.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[paragraph, [66.0, 705.0, 345.0, 18.0], nS-7ElEgni, 5694141]
[sub-section-title, [768.0, 357.0, 333.0, 25.5], XYSAe3jNxg, 5694141]
[sub-section-title, [768.0, 382.5, 333.0, 25.5], XYSAe3jNxg, 5694141]
[sub-section-title, [419.0, 425.0, 219.0, 25.5], MTdWDEOwI6, 5694141]
[paragraph, [419.0, 461.0, 336.0, 18.0], shoonya_2sSE3LFRG9V9AL, 5694141]
[paragraph, [419.0, 479.0, 336.0, 18.0], shoonya_2sSE3LFRG9V9AL, 5694141]
[paragraph, [419.0, 497.0, 336.0, 18.0], shoonya_2sSE3LFRG9V9AL, 5694141]
[paragraph, [419.0, 515.0, 336.0, 18.0], shoonya_2sSE3LFRG9V9AL, 5694141]
[paragraph, [419.0, 533.0, 336.0, 18.0], shoonya_2sSE3LFRG9V9AL, 5694141]
[paragraph, [419.0, 551.0, 336.0, 18.0], shoonya_2sSE3LFRG9V9AL, 5694141]
[paragraph, [419.0, 569.0, 336.0, 18.0], shoonya_2sSE3LFRG9V9AL, 5694141]
[paragraph, [419.0, 587.0, 336.0, 18.0], shoonya_2sSE3LFRG9V9AL, 5694141]
[paragraph, [419.0, 605.0, 336.0, 18.0], shoonya_2sSE3LFRG9V9AL, 5694141]
[paragraph, [419.0, 623.0, 336.0, 18.0], shoonya_2sSE3LFRG9V9AL, 5694141]
[paragraph, [419.0, 641.0, 336.0, 18.0], shoonya_2sSE3LFRG9V9AL, 5694141]
[paragraph, [419.0, 659.0, 336.0, 18.0], shoonya_2sSE3LFRG9V9AL, 5694141]
[paragraph, [419.0, 677.0, 336.0, 18.0], shoonya_2sSE3LFRG9V9AL, 5694141]
[paragraph, [419.0, 695.0, 336.0, 18.0], shoonya_2sSE3LFRG9V9AL, 5694141]
[sub-section-title, [421.0, 717.0, 250.0, 25.5], ENL50fxeKD, 5694141]
[sub-section-title, [69.0, 744.0, 229.0, 25.5], wFCwjgc6EB, 5694141]
[paragraph, [419.0, 752.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 770.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 788.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 806.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 824.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 842.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 860.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 878.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 896.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 914.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 932.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 950.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 968.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 986.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 1004.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 1022.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 1040.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 1058.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 1076.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 1094.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 1112.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 1130.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 1148.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 1166.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 1184.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 1202.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [419.0, 1220.0, 335.0, 18.0], shoonya_4sGTDBOPLL3TCZ, 5694141]
[paragraph, [77.0, 771.0, 330.0, 18.0], k8o5HdD63Z, 5694141]
[paragraph, [77.0, 789.0, 330.0, 18.0], k8o5HdD63Z, 5694141]
[paragraph, [77.0, 807.0, 330.0, 18.0], k8o5HdD63Z, 5694141]
[paragraph, [77.0, 825.0, 330.0, 18.0], k8o5HdD63Z, 5694141]
[figure-caption, [857.0, 850.0, 147.0, 18.0], shoonya_3sY1BT3ZL1JSGW, 5694141]
[paragraph, [71.0, 858.0, 341.0, 18.0], I_NB8nvlq8, 5694141]
[paragraph, [71.0, 876.0, 341.0, 18.0], I_NB8nvlq8, 5694141]
[paragraph, [71.0, 894.0, 341.0, 18.0], I_NB8nvlq8, 5694141]
[paragraph, [71.0, 912.0, 341.0, 18.0], I_NB8nvlq8, 5694141]
[paragraph, [71.0, 930.0, 341.0, 18.0], I_NB8nvlq8, 5694141]
[paragraph, [71.0, 948.0, 341.0, 18.0], I_NB8nvlq8, 5694141]
[paragraph, [71.0, 966.0, 341.0, 18.0], I_NB8nvlq8, 5694141]
[paragraph, [71.0, 984.0, 341.0, 18.0], I_NB8nvlq8, 5694141]
[paragraph, [71.0, 1002.0, 341.0, 18.0], I_NB8nvlq8, 5694141]
[paragraph, [762.0, 874.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[paragraph, [762.0, 892.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[paragraph, [762.0, 910.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[paragraph, [762.0, 928.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[paragraph, [762.0, 946.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[paragraph, [762.0, 964.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[paragraph, [762.0, 982.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[paragraph, [762.0, 1000.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[paragraph, [762.0, 1018.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[paragraph, [762.0, 1036.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[paragraph, [762.0, 1054.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[paragraph, [762.0, 1072.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[paragraph, [762.0, 1090.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[paragraph, [762.0, 1108.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[paragraph, [762.0, 1126.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[paragraph, [762.0, 1144.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[paragraph, [762.0, 1162.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[paragraph, [762.0, 1180.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[paragraph, [762.0, 1198.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[paragraph, [762.0, 1216.0, 333.0, 18.0], shoonya_0sIPCDY5WNYMA1, 5694141]
[sub-section-title, [81.0, 1032.0, 308.0, 25.5], qbcOfZM7g7, 5694141]
[paragraph, [69.0, 1067.0, 341.0, 18.0], IOlMkPbvso, 5694141]
[paragraph, [69.0, 1085.0, 341.0, 18.0], IOlMkPbvso, 5694141]
[paragraph, [69.0, 1103.0, 341.0, 18.0], IOlMkPbvso, 5694141]
[paragraph, [69.0, 1121.0, 341.0, 18.0], IOlMkPbvso, 5694141]
[paragraph, [69.0, 1139.0, 341.0, 18.0], IOlMkPbvso, 5694141]
[paragraph, [69.0, 1157.0, 341.0, 18.0], IOlMkPbvso, 5694141]
[paragraph, [69.0, 1175.0, 341.0, 18.0], IOlMkPbvso, 5694141]
[paragraph, [69.0, 1193.0, 341.0, 18.0], IOlMkPbvso, 5694141]
[paragraph, [69.0, 1211.0, 341.0, 18.0], IOlMkPbvso, 5694141]
[paragraph, [69.0, 1229.0, 341.0, 18.0], IOlMkPbvso, 5694141]
