[2339, 1653]
[section-title, [814.0, 191.0, 234.0, 52.5], shoonya_4sRH6SPE5K5LPX, 5733554]
[chapter-title, [510.0, 298.0, 823.0, 70.5], shoonya_3s2CZBZ4VXY9UD, 5733554]
[paragraph, [389.0, 481.0, 1070.0, 36.0], shoonya_2sGKJQK5377BDP, 5733554]
[paragraph, [389.0, 517.0, 1070.0, 36.0], shoonya_2sGKJQK5377BDP, 5733554]
[paragraph, [389.0, 553.0, 1070.0, 36.0], shoonya_2sGKJQK5377BDP, 5733554]
[paragraph, [389.0, 589.0, 1070.0, 36.0], shoonya_2sGKJQK5377BDP, 5733554]
[paragraph, [389.0, 625.0, 1070.0, 36.0], shoonya_2sGKJQK5377BDP, 5733554]
[paragraph, [389.0, 661.0, 1070.0, 36.0], shoonya_2sGKJQK5377BDP, 5733554]
[paragraph, [389.0, 697.0, 1070.0, 36.0], shoonya_2sGKJQK5377BDP, 5733554]
[paragraph, [389.0, 733.0, 1070.0, 36.0], shoonya_2sGKJQK5377BDP, 5733554]
[paragraph, [389.0, 769.0, 1070.0, 36.0], shoonya_2sGKJQK5377BDP, 5733554]
[paragraph, [389.0, 805.0, 1070.0, 36.0], shoonya_2sGKJQK5377BDP, 5733554]
[paragraph, [389.0, 841.0, 1070.0, 36.0], shoonya_2sGKJQK5377BDP, 5733554]
[paragraph, [389.0, 877.0, 1070.0, 36.0], shoonya_2sGKJQK5377BDP, 5733554]
[paragraph, [389.0, 942.0, 1073.0, 36.0], shoonya_0s4AO3GTWRN8OY, 5733554]
[paragraph, [389.0, 978.0, 1073.0, 36.0], shoonya_0s4AO3GTWRN8OY, 5733554]
[paragraph, [389.0, 1014.0, 1073.0, 36.0], shoonya_0s4AO3GTWRN8OY, 5733554]
[paragraph, [389.0, 1050.0, 1073.0, 36.0], shoonya_0s4AO3GTWRN8OY, 5733554]
[paragraph, [389.0, 1086.0, 1073.0, 36.0], shoonya_0s4AO3GTWRN8OY, 5733554]
[paragraph, [389.0, 1122.0, 1073.0, 36.0], shoonya_0s4AO3GTWRN8OY, 5733554]
[paragraph, [389.0, 1158.0, 1073.0, 36.0], shoonya_0s4AO3GTWRN8OY, 5733554]
[paragraph, [389.0, 1194.0, 1073.0, 36.0], shoonya_0s4AO3GTWRN8OY, 5733554]
[paragraph, [389.0, 1230.0, 1073.0, 36.0], shoonya_0s4AO3GTWRN8OY, 5733554]
[paragraph, [388.0, 1285.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 1321.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 1357.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 1393.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 1429.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 1465.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 1501.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 1537.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 1573.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 1609.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 1645.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 1681.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 1717.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 1753.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 1789.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 1825.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 1861.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 1897.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 1933.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 1969.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 2005.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 2041.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[paragraph, [388.0, 2077.0, 1072.0, 36.0], shoonya_1sH15H8GZ9A7EK, 5733554]
[folio, [782.0, 2180.0, 602.0, 36.0], Vf54dIrXNr, 5733554]
