[2200, 1700]
[paragraph, [368.0, 116.0, 1138.0, 36.0], shoonya_2sA0E9D4MSNIQ0, 5734039]
[paragraph, [368.0, 152.0, 1138.0, 36.0], shoonya_2sA0E9D4MSNIQ0, 5734039]
[paragraph, [368.0, 188.0, 1138.0, 36.0], shoonya_2sA0E9D4MSNIQ0, 5734039]
[paragraph, [368.0, 224.0, 1138.0, 36.0], shoonya_2sA0E9D4MSNIQ0, 5734039]
[section-title, [476.0, 285.0, 223.0, 52.5], shoonya_6sR0VVTYCUFGVQ, 5734039]
[paragraph, [369.0, 339.0, 1137.0, 36.0], shoonya_5sEVZNEWZ9BI83, 5734039]
[paragraph, [369.0, 375.0, 1137.0, 36.0], shoonya_5sEVZNEWZ9BI83, 5734039]
[paragraph, [369.0, 411.0, 1137.0, 36.0], shoonya_5sEVZNEWZ9BI83, 5734039]
[paragraph, [369.0, 447.0, 1137.0, 36.0], shoonya_5sEVZNEWZ9BI83, 5734039]
[paragraph, [371.0, 556.0, 1135.0, 36.0], shoonya_1sWSHFECWE6FPN, 5734039]
[paragraph, [371.0, 592.0, 1135.0, 36.0], shoonya_1sWSHFECWE6FPN, 5734039]
[paragraph, [371.0, 628.0, 1135.0, 36.0], shoonya_1sWSHFECWE6FPN, 5734039]
[paragraph, [371.0, 664.0, 1135.0, 36.0], shoonya_1sWSHFECWE6FPN, 5734039]
[paragraph, [371.0, 700.0, 1135.0, 36.0], shoonya_1sWSHFECWE6FPN, 5734039]
[paragraph, [371.0, 736.0, 1135.0, 36.0], shoonya_1sWSHFECWE6FPN, 5734039]
[paragraph, [371.0, 772.0, 1135.0, 36.0], shoonya_1sWSHFECWE6FPN, 5734039]
[paragraph, [371.0, 808.0, 1135.0, 36.0], shoonya_1sWSHFECWE6FPN, 5734039]
[paragraph, [371.0, 844.0, 1135.0, 36.0], shoonya_1sWSHFECWE6FPN, 5734039]
[paragraph, [373.0, 948.0, 1133.0, 36.0], shoonya_0sOZ3X6ROQKSWL, 5734039]
[paragraph, [373.0, 984.0, 1133.0, 36.0], shoonya_0sOZ3X6ROQKSWL, 5734039]
[paragraph, [373.0, 1020.0, 1133.0, 36.0], shoonya_0sOZ3X6ROQKSWL, 5734039]
[paragraph, [373.0, 1056.0, 1133.0, 36.0], shoonya_0sOZ3X6ROQKSWL, 5734039]
[paragraph, [373.0, 1092.0, 1133.0, 36.0], shoonya_0sOZ3X6ROQKSWL, 5734039]
[paragraph, [373.0, 1128.0, 1133.0, 36.0], shoonya_0sOZ3X6ROQKSWL, 5734039]
[paragraph, [373.0, 1164.0, 1133.0, 36.0], shoonya_0sOZ3X6ROQKSWL, 5734039]
[paragraph, [373.0, 1200.0, 1133.0, 36.0], shoonya_0sOZ3X6ROQKSWL, 5734039]
[paragraph, [373.0, 1236.0, 1133.0, 36.0], shoonya_0sOZ3X6ROQKSWL, 5734039]
[paragraph, [373.0, 1272.0, 1133.0, 36.0], shoonya_0sOZ3X6ROQKSWL, 5734039]
[paragraph, [373.0, 1308.0, 1133.0, 36.0], shoonya_0sOZ3X6ROQKSWL, 5734039]
[paragraph, [373.0, 1344.0, 1133.0, 36.0], shoonya_0sOZ3X6ROQKSWL, 5734039]
[paragraph, [373.0, 1380.0, 1133.0, 36.0], shoonya_0sOZ3X6ROQKSWL, 5734039]
[paragraph, [373.0, 1416.0, 1133.0, 36.0], shoonya_0sOZ3X6ROQKSWL, 5734039]
[paragraph, [373.0, 1452.0, 1133.0, 36.0], shoonya_0sOZ3X6ROQKSWL, 5734039]
[paragraph, [373.0, 1488.0, 1133.0, 36.0], shoonya_0sOZ3X6ROQKSWL, 5734039]
[paragraph, [373.0, 1524.0, 1133.0, 36.0], shoonya_0sOZ3X6ROQKSWL, 5734039]
[paragraph, [369.0, 1584.0, 1143.0, 36.0], EIXC5omWcm, 5734039]
[paragraph, [369.0, 1620.0, 1143.0, 36.0], EIXC5omWcm, 5734039]
[paragraph, [369.0, 1656.0, 1143.0, 36.0], EIXC5omWcm, 5734039]
[paragraph, [369.0, 1692.0, 1143.0, 36.0], EIXC5omWcm, 5734039]
[paragraph, [369.0, 1728.0, 1143.0, 36.0], EIXC5omWcm, 5734039]
[paragraph, [369.0, 1764.0, 1143.0, 36.0], EIXC5omWcm, 5734039]
[paragraph, [369.0, 1800.0, 1143.0, 36.0], EIXC5omWcm, 5734039]
[paragraph, [369.0, 1836.0, 1143.0, 36.0], EIXC5omWcm, 5734039]
