[2339, 1654]
[folio, [78.0, 93.0, 349.0, 36.0], ITWwPMUtST, 5750341]
[paragraph, [78.0, 143.0, 1448.0, 36.0], shoonya_0sCXLJHBZ9J8F4, 5750341]
[paragraph, [78.0, 179.0, 1448.0, 36.0], shoonya_0sCXLJHBZ9J8F4, 5750341]
[paragraph, [78.0, 215.0, 1448.0, 36.0], shoonya_0sCXLJHBZ9J8F4, 5750341]
[paragraph, [78.0, 251.0, 1448.0, 36.0], shoonya_0sCXLJHBZ9J8F4, 5750341]
[paragraph, [78.0, 287.0, 1448.0, 36.0], shoonya_0sCXLJHBZ9J8F4, 5750341]
[paragraph, [78.0, 323.0, 1448.0, 36.0], shoonya_0sCXLJHBZ9J8F4, 5750341]
[paragraph, [78.0, 359.0, 1448.0, 36.0], shoonya_0sCXLJHBZ9J8F4, 5750341]
[paragraph, [78.0, 395.0, 1448.0, 36.0], shoonya_0sCXLJHBZ9J8F4, 5750341]
[paragraph, [78.0, 431.0, 1448.0, 36.0], shoonya_0sCXLJHBZ9J8F4, 5750341]
[paragraph, [78.0, 467.0, 1448.0, 36.0], shoonya_0sCXLJHBZ9J8F4, 5750341]
[paragraph, [78.0, 503.0, 1448.0, 36.0], shoonya_0sCXLJHBZ9J8F4, 5750341]
[paragraph, [78.0, 539.0, 1448.0, 36.0], shoonya_0sCXLJHBZ9J8F4, 5750341]
[paragraph, [78.0, 575.0, 1448.0, 36.0], shoonya_0sCXLJHBZ9J8F4, 5750341]
[paragraph, [78.0, 611.0, 1448.0, 36.0], shoonya_0sCXLJHBZ9J8F4, 5750341]
[paragraph, [227.0, 663.0, 1168.0, 36.0], 2TVlFc_m0S, 5750341]
[paragraph, [227.0, 699.0, 1168.0, 36.0], 2TVlFc_m0S, 5750341]
[paragraph, [227.0, 735.0, 1168.0, 36.0], 2TVlFc_m0S, 5750341]
[reference, [932.0, 806.0, 442.0, 36.0], F7jGtYlAak, 5750341]
[paragraph, [161.0, 860.0, 1273.0, 36.0], 1T-CZZ-vXe, 5750341]
[paragraph, [161.0, 896.0, 1273.0, 36.0], 1T-CZZ-vXe, 5750341]
[paragraph, [223.0, 947.0, 1161.0, 36.0], PLj0WhCidE, 5750341]
[paragraph, [223.0, 983.0, 1161.0, 36.0], PLj0WhCidE, 5750341]
[paragraph, [223.0, 1019.0, 1161.0, 36.0], PLj0WhCidE, 5750341]
[paragraph, [223.0, 1055.0, 1161.0, 36.0], PLj0WhCidE, 5750341]
[paragraph, [223.0, 1091.0, 1161.0, 36.0], PLj0WhCidE, 5750341]
[paragraph, [223.0, 1127.0, 1161.0, 36.0], PLj0WhCidE, 5750341]
[paragraph, [223.0, 1163.0, 1161.0, 36.0], PLj0WhCidE, 5750341]
[reference, [901.0, 1213.0, 502.0, 36.0], w5WRxuIt_k, 5750341]
[paragraph, [68.0, 1271.0, 1467.0, 36.0], McvP5RfI41, 5750341]
[paragraph, [68.0, 1307.0, 1467.0, 36.0], McvP5RfI41, 5750341]
[paragraph, [68.0, 1343.0, 1467.0, 36.0], McvP5RfI41, 5750341]
[paragraph, [223.0, 1414.0, 1164.0, 36.0], rOM8sLP0KR, 5750341]
[paragraph, [223.0, 1450.0, 1164.0, 36.0], rOM8sLP0KR, 5750341]
[paragraph, [223.0, 1486.0, 1164.0, 36.0], rOM8sLP0KR, 5750341]
[reference, [769.0, 1553.0, 618.0, 36.0], RzKYmXKQJf, 5750341]
[paragraph, [68.0, 1611.0, 1480.0, 36.0], mcH9P4b2wS, 5750341]
[paragraph, [68.0, 1647.0, 1480.0, 36.0], mcH9P4b2wS, 5750341]
[paragraph, [68.0, 1683.0, 1480.0, 36.0], mcH9P4b2wS, 5750341]
[paragraph, [68.0, 1719.0, 1480.0, 36.0], mcH9P4b2wS, 5750341]
[paragraph, [68.0, 1755.0, 1480.0, 36.0], mcH9P4b2wS, 5750341]
[paragraph, [68.0, 1791.0, 1480.0, 36.0], mcH9P4b2wS, 5750341]
[paragraph, [68.0, 1827.0, 1480.0, 36.0], mcH9P4b2wS, 5750341]
[paragraph, [68.0, 1863.0, 1480.0, 36.0], mcH9P4b2wS, 5750341]
[paragraph, [68.0, 1899.0, 1480.0, 36.0], mcH9P4b2wS, 5750341]
[paragraph, [85.0, 1942.0, 1456.0, 36.0], shoonya_1s9YGD3ECRCX7F, 5750341]
[paragraph, [85.0, 1978.0, 1456.0, 36.0], shoonya_1s9YGD3ECRCX7F, 5750341]
[paragraph, [85.0, 2014.0, 1456.0, 36.0], shoonya_1s9YGD3ECRCX7F, 5750341]
[paragraph, [85.0, 2050.0, 1456.0, 36.0], shoonya_1s9YGD3ECRCX7F, 5750341]
[paragraph, [85.0, 2086.0, 1456.0, 36.0], shoonya_1s9YGD3ECRCX7F, 5750341]
[paragraph, [85.0, 2122.0, 1456.0, 36.0], shoonya_1s9YGD3ECRCX7F, 5750341]
[paragraph, [85.0, 2158.0, 1456.0, 36.0], shoonya_1s9YGD3ECRCX7F, 5750341]
[paragraph, [85.0, 2194.0, 1456.0, 36.0], shoonya_1s9YGD3ECRCX7F, 5750341]
