[1275, 750]
[folio, [227.0, 77.0, 318.0, 18.0], shoonya_2sY18PYH5X6TY1, 5767759]
[folio, [227.0, 95.0, 318.0, 18.0], shoonya_2sY18PYH5X6TY1, 5767759]
[folio, [227.0, 113.0, 318.0, 18.0], shoonya_2sY18PYH5X6TY1, 5767759]
[paragraph, [90.0, 159.0, 450.0, 18.0], shoonya_0sN58BSDLKRZMX, 5767759]
[paragraph, [90.0, 177.0, 450.0, 18.0], shoonya_0sN58BSDLKRZMX, 5767759]
[paragraph, [90.0, 195.0, 450.0, 18.0], shoonya_0sN58BSDLKRZMX, 5767759]
[paragraph, [90.0, 213.0, 450.0, 18.0], shoonya_0sN58BSDLKRZMX, 5767759]
[paragraph, [90.0, 231.0, 450.0, 18.0], shoonya_0sN58BSDLKRZMX, 5767759]
[paragraph, [90.0, 249.0, 450.0, 18.0], shoonya_0sN58BSDLKRZMX, 5767759]
[paragraph, [90.0, 267.0, 450.0, 18.0], shoonya_0sN58BSDLKRZMX, 5767759]
[paragraph, [90.0, 285.0, 450.0, 18.0], shoonya_0sN58BSDLKRZMX, 5767759]
[paragraph, [90.0, 303.0, 450.0, 18.0], shoonya_0sN58BSDLKRZMX, 5767759]
[paragraph, [395.0, 322.0, 283.0, 18.0], aGx6pPOUPU, 5767759]
[paragraph, [395.0, 340.0, 283.0, 18.0], aGx6pPOUPU, 5767759]
[paragraph, [63.0, 368.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 386.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 404.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 422.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 440.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 458.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 476.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 494.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 512.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 530.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 548.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 566.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 584.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 602.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 620.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 638.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 656.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 674.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 692.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 710.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 728.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 746.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 764.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 782.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 800.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 818.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 836.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 854.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [63.0, 872.0, 638.0, 18.0], shoonya_1sPYC8MZFBGO3F, 5767759]
[paragraph, [103.0, 894.0, 550.0, 18.0], Hk109OKs_0, 5767759]
[paragraph, [103.0, 912.0, 550.0, 18.0], Hk109OKs_0, 5767759]
[paragraph, [103.0, 930.0, 550.0, 18.0], Hk109OKs_0, 5767759]
[paragraph, [103.0, 948.0, 550.0, 18.0], Hk109OKs_0, 5767759]
[paragraph, [103.0, 966.0, 550.0, 18.0], Hk109OKs_0, 5767759]
[paragraph, [103.0, 984.0, 550.0, 18.0], Hk109OKs_0, 5767759]
[paragraph, [103.0, 1002.0, 550.0, 18.0], Hk109OKs_0, 5767759]
[paragraph, [103.0, 1020.0, 550.0, 18.0], Hk109OKs_0, 5767759]
[paragraph, [103.0, 1038.0, 550.0, 18.0], Hk109OKs_0, 5767759]
[paragraph, [103.0, 1056.0, 550.0, 18.0], Hk109OKs_0, 5767759]
[paragraph, [103.0, 1074.0, 550.0, 18.0], Hk109OKs_0, 5767759]
[paragraph, [103.0, 1092.0, 550.0, 18.0], Hk109OKs_0, 5767759]
[paragraph, [103.0, 1110.0, 550.0, 18.0], Hk109OKs_0, 5767759]
[paragraph, [103.0, 1128.0, 550.0, 18.0], Hk109OKs_0, 5767759]
[paragraph, [103.0, 1146.0, 550.0, 18.0], Hk109OKs_0, 5767759]
[paragraph, [103.0, 1164.0, 550.0, 18.0], Hk109OKs_0, 5767759]
