[1275, 750]
[folio, [217.0, 87.0, 313.0, 18.0], 2IDCR5hKmj, 5767019]
[folio, [217.0, 105.0, 313.0, 18.0], 2IDCR5hKmj, 5767019]
[section-title, [105.0, 159.0, 530.0, 30.0], -FU5zdH4pd, 5767019]
[paragraph, [71.0, 227.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 245.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 263.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 281.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 299.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 317.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 335.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 353.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 371.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 389.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 407.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 425.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 443.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 461.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 479.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 497.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 515.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 533.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 551.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 569.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 587.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 605.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 623.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 641.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 659.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 677.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 695.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 713.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 731.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 749.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 767.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 785.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 803.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 821.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 839.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 857.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 875.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 893.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 911.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 929.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 947.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 965.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 983.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 1001.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 1019.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 1037.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 1055.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 1073.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 1091.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 1109.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 1127.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 1145.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
[paragraph, [71.0, 1163.0, 610.0, 18.0], shoonya_1s96OYRP32ZBWH, 5767019]
