[842, 596]
[section-title, [40.0, 54.0, 286.0, 30.0], shoonya_21s5TOOSGK0L7D, 5779667]
[paragraph, [388.0, 119.0, 167.0, 18.0], shoonya_12sR72XK4CXZ7T, 5779667]
[paragraph, [388.0, 137.0, 167.0, 18.0], shoonya_12sR72XK4CXZ7T, 5779667]
[unordered-list, [389.0, 181.0, 162.0, 18.0], shoonya_7sPGVKRCDNSL2J, 5779667]
[unordered-list, [389.0, 199.0, 162.0, 18.0], shoonya_7sPGVKRCDNSL2J, 5779667]
[unordered-list, [389.0, 217.0, 162.0, 18.0], shoonya_7sPGVKRCDNSL2J, 5779667]
[unordered-list, [389.0, 235.0, 162.0, 18.0], shoonya_7sPGVKRCDNSL2J, 5779667]
[unordered-list, [389.0, 286.0, 143.0, 18.0], shoonya_4sR0EC3I70UQPE, 5779667]
[unordered-list, [389.0, 304.0, 143.0, 18.0], shoonya_4sR0EC3I70UQPE, 5779667]
[unordered-list, [389.0, 322.0, 143.0, 18.0], shoonya_4sR0EC3I70UQPE, 5779667]
[paragraph, [214.0, 321.0, 164.0, 18.0], shoonya_18sI7XFEZNPJ8F, 5779667]
[paragraph, [40.0, 322.0, 167.0, 18.0], shoonya_8sKJTJRXR500GE, 5779667]
[paragraph, [40.0, 340.0, 167.0, 18.0], shoonya_8sKJTJRXR500GE, 5779667]
[paragraph, [40.0, 358.0, 167.0, 18.0], shoonya_8sKJTJRXR500GE, 5779667]
[paragraph, [40.0, 376.0, 167.0, 18.0], shoonya_8sKJTJRXR500GE, 5779667]
[subsub-section-title, [387.0, 342.0, 120.0, 15.0], shoonya_25sZFWY8NIA8MZ, 5779667]
[unordered-list, [214.0, 351.0, 159.0, 18.0], shoonya_3sG3G6PGJG4R9Z, 5779667]
[unordered-list, [214.0, 369.0, 159.0, 18.0], shoonya_3sG3G6PGJG4R9Z, 5779667]
[unordered-list, [214.0, 387.0, 159.0, 18.0], shoonya_3sG3G6PGJG4R9Z, 5779667]
[unordered-list, [214.0, 405.0, 159.0, 18.0], shoonya_3sG3G6PGJG4R9Z, 5779667]
[unordered-list, [389.0, 357.0, 169.0, 18.0], shoonya_11sF214R0NL8D0, 5779667]
[unordered-list, [388.0, 418.0, 171.0, 18.0], shoonya_1sC56RCM9FKE16, 5779667]
[unordered-list, [388.0, 436.0, 171.0, 18.0], shoonya_1sC56RCM9FKE16, 5779667]
[unordered-list, [388.0, 454.0, 171.0, 18.0], shoonya_1sC56RCM9FKE16, 5779667]
[unordered-list, [388.0, 472.0, 171.0, 18.0], shoonya_1sC56RCM9FKE16, 5779667]
[unordered-list, [388.0, 490.0, 171.0, 18.0], shoonya_1sC56RCM9FKE16, 5779667]
[unordered-list, [388.0, 508.0, 171.0, 18.0], shoonya_1sC56RCM9FKE16, 5779667]
[unordered-list, [388.0, 526.0, 171.0, 18.0], shoonya_1sC56RCM9FKE16, 5779667]
[unordered-list, [388.0, 544.0, 171.0, 18.0], shoonya_1sC56RCM9FKE16, 5779667]
[paragraph, [40.0, 426.0, 165.0, 18.0], shoonya_5sMPWBQWAKV9SU, 5779667]
[paragraph, [40.0, 444.0, 165.0, 18.0], shoonya_5sMPWBQWAKV9SU, 5779667]
[paragraph, [40.0, 462.0, 165.0, 18.0], shoonya_5sMPWBQWAKV9SU, 5779667]
[paragraph, [40.0, 480.0, 165.0, 18.0], shoonya_5sMPWBQWAKV9SU, 5779667]
[paragraph, [40.0, 498.0, 165.0, 18.0], shoonya_5sMPWBQWAKV9SU, 5779667]
[paragraph, [40.0, 516.0, 165.0, 18.0], shoonya_5sMPWBQWAKV9SU, 5779667]
[paragraph, [40.0, 534.0, 165.0, 18.0], shoonya_5sMPWBQWAKV9SU, 5779667]
[paragraph, [40.0, 552.0, 165.0, 18.0], shoonya_5sMPWBQWAKV9SU, 5779667]
[paragraph, [40.0, 570.0, 165.0, 18.0], shoonya_5sMPWBQWAKV9SU, 5779667]
[paragraph, [40.0, 588.0, 165.0, 18.0], shoonya_5sMPWBQWAKV9SU, 5779667]
[paragraph, [40.0, 606.0, 165.0, 18.0], shoonya_5sMPWBQWAKV9SU, 5779667]
[paragraph, [213.0, 436.0, 167.0, 18.0], shoonya_10sZN7TXUWS7EL, 5779667]
[paragraph, [213.0, 454.0, 167.0, 18.0], shoonya_10sZN7TXUWS7EL, 5779667]
[paragraph, [213.0, 472.0, 167.0, 18.0], shoonya_10sZN7TXUWS7EL, 5779667]
[paragraph, [213.0, 490.0, 167.0, 18.0], shoonya_10sZN7TXUWS7EL, 5779667]
[paragraph, [213.0, 508.0, 167.0, 18.0], shoonya_10sZN7TXUWS7EL, 5779667]
[paragraph, [214.0, 579.0, 166.0, 18.0], shoonya_6sHWHS7K12ZSJ4, 5779667]
[paragraph, [214.0, 597.0, 166.0, 18.0], shoonya_6sHWHS7K12ZSJ4, 5779667]
[paragraph, [214.0, 615.0, 166.0, 18.0], shoonya_6sHWHS7K12ZSJ4, 5779667]
[paragraph, [214.0, 633.0, 166.0, 18.0], shoonya_6sHWHS7K12ZSJ4, 5779667]
[unordered-list, [387.0, 582.0, 167.0, 18.0], 8AH2nXw4Hw, 5779667]
[unordered-list, [387.0, 600.0, 167.0, 18.0], 8AH2nXw4Hw, 5779667]
[unordered-list, [387.0, 618.0, 167.0, 18.0], 8AH2nXw4Hw, 5779667]
[unordered-list, [387.0, 636.0, 167.0, 18.0], 8AH2nXw4Hw, 5779667]
[unordered-list, [387.0, 654.0, 167.0, 18.0], 8AH2nXw4Hw, 5779667]
[paragraph, [40.0, 656.0, 168.0, 18.0], shoonya_9sCK2INDNUNIN2, 5779667]
[paragraph, [40.0, 674.0, 168.0, 18.0], shoonya_9sCK2INDNUNIN2, 5779667]
