[1634, 1040]
[paragraph, [90.0, 165.0, 845.0, 36.0], shoonya_0sVQ1F9O9XB9K3, 5731566]
[paragraph, [90.0, 201.0, 845.0, 36.0], shoonya_0sVQ1F9O9XB9K3, 5731566]
[paragraph, [90.0, 237.0, 845.0, 36.0], shoonya_0sVQ1F9O9XB9K3, 5731566]
[paragraph, [94.0, 299.0, 847.0, 36.0], shoonya_2sFGHUEJEIVMXL, 5731566]
[paragraph, [94.0, 335.0, 847.0, 36.0], shoonya_2sFGHUEJEIVMXL, 5731566]
[paragraph, [94.0, 371.0, 847.0, 36.0], shoonya_2sFGHUEJEIVMXL, 5731566]
[paragraph, [94.0, 407.0, 847.0, 36.0], shoonya_2sFGHUEJEIVMXL, 5731566]
[paragraph, [94.0, 443.0, 847.0, 36.0], shoonya_2sFGHUEJEIVMXL, 5731566]
[paragraph, [93.0, 491.0, 851.0, 36.0], shoonya_3s9OTEXNPGG6II, 5731566]
[paragraph, [93.0, 527.0, 851.0, 36.0], shoonya_3s9OTEXNPGG6II, 5731566]
[paragraph, [93.0, 563.0, 851.0, 36.0], shoonya_3s9OTEXNPGG6II, 5731566]
[paragraph, [93.0, 599.0, 851.0, 36.0], shoonya_3s9OTEXNPGG6II, 5731566]
[paragraph, [93.0, 635.0, 851.0, 36.0], shoonya_3s9OTEXNPGG6II, 5731566]
[paragraph, [93.0, 671.0, 851.0, 36.0], shoonya_3s9OTEXNPGG6II, 5731566]
[paragraph, [93.0, 707.0, 851.0, 36.0], shoonya_3s9OTEXNPGG6II, 5731566]
[paragraph, [93.0, 743.0, 851.0, 36.0], shoonya_3s9OTEXNPGG6II, 5731566]
[paragraph, [93.0, 779.0, 851.0, 36.0], shoonya_3s9OTEXNPGG6II, 5731566]
[paragraph, [93.0, 815.0, 851.0, 36.0], shoonya_3s9OTEXNPGG6II, 5731566]
[paragraph, [93.0, 851.0, 851.0, 36.0], shoonya_3s9OTEXNPGG6II, 5731566]
[paragraph, [93.0, 887.0, 851.0, 36.0], shoonya_3s9OTEXNPGG6II, 5731566]
[paragraph, [93.0, 923.0, 851.0, 36.0], shoonya_3s9OTEXNPGG6II, 5731566]
[paragraph, [93.0, 959.0, 851.0, 36.0], shoonya_3s9OTEXNPGG6II, 5731566]
[paragraph, [93.0, 995.0, 851.0, 36.0], shoonya_3s9OTEXNPGG6II, 5731566]
[paragraph, [93.0, 1031.0, 851.0, 36.0], shoonya_3s9OTEXNPGG6II, 5731566]
[paragraph, [93.0, 1067.0, 851.0, 36.0], shoonya_3s9OTEXNPGG6II, 5731566]
[paragraph, [101.0, 1127.0, 845.0, 36.0], II9QoaJgrZ, 5731566]
[paragraph, [101.0, 1163.0, 845.0, 36.0], II9QoaJgrZ, 5731566]
[paragraph, [101.0, 1199.0, 845.0, 36.0], II9QoaJgrZ, 5731566]
[paragraph, [102.0, 1270.0, 848.0, 36.0], shoonya_1sJYUJP2199JNB, 5731566]
[paragraph, [102.0, 1306.0, 848.0, 36.0], shoonya_1sJYUJP2199JNB, 5731566]
[paragraph, [102.0, 1342.0, 848.0, 36.0], shoonya_1sJYUJP2199JNB, 5731566]
[paragraph, [102.0, 1378.0, 848.0, 36.0], shoonya_1sJYUJP2199JNB, 5731566]
[paragraph, [102.0, 1414.0, 848.0, 36.0], shoonya_1sJYUJP2199JNB, 5731566]
[paragraph, [102.0, 1450.0, 848.0, 36.0], shoonya_1sJYUJP2199JNB, 5731566]
[paragraph, [102.0, 1486.0, 848.0, 36.0], shoonya_1sJYUJP2199JNB, 5731566]
