[624, 1616]
[paragraph, [1261.0, 11.0, 300.0, 18.0], GGmDAAj0Ag, 5726167]
[paragraph, [1261.0, 29.0, 300.0, 18.0], GGmDAAj0Ag, 5726167]
[paragraph, [1261.0, 47.0, 300.0, 18.0], GGmDAAj0Ag, 5726167]
[paragraph, [1261.0, 65.0, 300.0, 18.0], GGmDAAj0Ag, 5726167]
[paragraph, [1261.0, 83.0, 300.0, 18.0], GGmDAAj0Ag, 5726167]
[paragraph, [1261.0, 101.0, 300.0, 18.0], GGmDAAj0Ag, 5726167]
[paragraph, [887.0, 37.0, 186.0, 18.0], fMlVsNCK_V, 5726167]
[paragraph, [887.0, 55.0, 186.0, 18.0], fMlVsNCK_V, 5726167]
[paragraph, [887.0, 73.0, 186.0, 18.0], fMlVsNCK_V, 5726167]
[paragraph, [887.0, 91.0, 186.0, 18.0], fMlVsNCK_V, 5726167]
[paragraph, [229.0, 63.0, 52.0, 18.0], HP0U21c4nR, 5726167]
[paragraph, [226.0, 90.0, 182.0, 18.0], vV3XqGHgTf, 5726167]
[paragraph, [226.0, 108.0, 182.0, 18.0], vV3XqGHgTf, 5726167]
[paragraph, [226.0, 126.0, 182.0, 18.0], vV3XqGHgTf, 5726167]
[paragraph, [1054.0, 117.0, 180.0, 18.0], shoonya_0sRKPIGGMOTM13, 5726167]
[paragraph, [1054.0, 135.0, 180.0, 18.0], shoonya_0sRKPIGGMOTM13, 5726167]
[paragraph, [1054.0, 153.0, 180.0, 18.0], shoonya_0sRKPIGGMOTM13, 5726167]
[paragraph, [1054.0, 171.0, 180.0, 18.0], shoonya_0sRKPIGGMOTM13, 5726167]
[paragraph, [1054.0, 189.0, 180.0, 18.0], shoonya_0sRKPIGGMOTM13, 5726167]
[paragraph, [558.0, 151.0, 48.0, 18.0], -Hl6e5f5me, 5726167]
[paragraph, [555.0, 179.0, 192.0, 18.0], auCmIgeEmP, 5726167]
[paragraph, [555.0, 197.0, 192.0, 18.0], auCmIgeEmP, 5726167]
[paragraph, [555.0, 215.0, 192.0, 18.0], auCmIgeEmP, 5726167]
[paragraph, [555.0, 233.0, 192.0, 18.0], auCmIgeEmP, 5726167]
[paragraph, [404.0, 214.0, 55.0, 18.0], USuX2WzycZ, 5726167]
[paragraph, [17.0, 215.0, 142.0, 18.0], Ilfz7cgh1T, 5726167]
[paragraph, [17.0, 233.0, 142.0, 18.0], Ilfz7cgh1T, 5726167]
[paragraph, [17.0, 251.0, 142.0, 18.0], Ilfz7cgh1T, 5726167]
[paragraph, [17.0, 269.0, 142.0, 18.0], Ilfz7cgh1T, 5726167]
[paragraph, [17.0, 287.0, 142.0, 18.0], Ilfz7cgh1T, 5726167]
[paragraph, [1150.0, 229.0, 148.0, 18.0], 809FQh8VOc, 5726167]
[paragraph, [1150.0, 247.0, 148.0, 18.0], 809FQh8VOc, 5726167]
[paragraph, [1150.0, 265.0, 148.0, 18.0], 809FQh8VOc, 5726167]
[paragraph, [1335.0, 236.0, 214.0, 18.0], T200b1nAVU, 5726167]
[paragraph, [1335.0, 254.0, 214.0, 18.0], T200b1nAVU, 5726167]
[paragraph, [1335.0, 272.0, 214.0, 18.0], T200b1nAVU, 5726167]
[paragraph, [1335.0, 290.0, 214.0, 18.0], T200b1nAVU, 5726167]
[paragraph, [1335.0, 308.0, 214.0, 18.0], T200b1nAVU, 5726167]
[paragraph, [401.0, 243.0, 133.0, 18.0], Ekrrxc0aXF, 5726167]
[paragraph, [401.0, 261.0, 133.0, 18.0], Ekrrxc0aXF, 5726167]
[paragraph, [401.0, 279.0, 133.0, 18.0], Ekrrxc0aXF, 5726167]
[paragraph, [1375.0, 412.0, 133.0, 18.0], ZG_sSQTGkF, 5726167]
[paragraph, [1375.0, 430.0, 133.0, 18.0], ZG_sSQTGkF, 5726167]
[paragraph, [472.0, 488.0, 218.0, 18.0], 0xGXwmdoCz, 5726167]
[paragraph, [472.0, 506.0, 218.0, 18.0], 0xGXwmdoCz, 5726167]
[paragraph, [472.0, 524.0, 218.0, 18.0], 0xGXwmdoCz, 5726167]
[paragraph, [472.0, 542.0, 218.0, 18.0], 0xGXwmdoCz, 5726167]
[paragraph, [472.0, 560.0, 218.0, 18.0], 0xGXwmdoCz, 5726167]
[paragraph, [472.0, 578.0, 218.0, 18.0], 0xGXwmdoCz, 5726167]
[paragraph, [1456.0, 535.0, 141.0, 18.0], jDbqcM9gB4, 5726167]
[paragraph, [1456.0, 553.0, 141.0, 18.0], jDbqcM9gB4, 5726167]
[paragraph, [1456.0, 571.0, 141.0, 18.0], jDbqcM9gB4, 5726167]
[paragraph, [1456.0, 589.0, 141.0, 18.0], jDbqcM9gB4, 5726167]
