[3509, 2480]
[paragraph, [359.0, 375.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 427.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 480.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 532.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 585.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 637.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 690.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 742.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 795.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 847.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 900.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 952.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 1005.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 1057.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 1110.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 1162.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 1215.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 1267.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 1320.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 1372.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 1425.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 1477.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 1530.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 1582.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 1635.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 1687.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 1740.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 1792.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 1845.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 1897.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 1950.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 2002.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 2055.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 2107.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 2160.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 2212.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 2265.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 2317.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 2370.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 2422.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 2475.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 2527.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 2580.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 2632.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 2685.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 2737.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 2790.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 2842.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 2895.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 2947.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 3000.0, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
[paragraph, [359.0, 3052.5, 1762.0, 52.5], shoonya_0sPLFQCDL883FD, 5724570]
