[1565, 1152]
[section-title, [114.0, 633.0, 880.0, 49.5], shoonya_6sF0KQXJ7U92S4, 5712600]
[paragraph, [731.0, 713.0, 309.0, 36.0], shoonya_8sH6KNLIY3G0SJ, 5712600]
[paragraph, [731.0, 749.0, 309.0, 36.0], shoonya_8sH6KNLIY3G0SJ, 5712600]
[paragraph, [731.0, 785.0, 309.0, 36.0], shoonya_8sH6KNLIY3G0SJ, 5712600]
[paragraph, [731.0, 821.0, 309.0, 36.0], shoonya_8sH6KNLIY3G0SJ, 5712600]
[paragraph, [731.0, 857.0, 309.0, 36.0], shoonya_8sH6KNLIY3G0SJ, 5712600]
[paragraph, [731.0, 893.0, 309.0, 36.0], shoonya_8sH6KNLIY3G0SJ, 5712600]
[paragraph, [422.0, 714.0, 298.0, 36.0], shoonya_7sHR3A0SSB6T2A, 5712600]
[paragraph, [422.0, 750.0, 298.0, 36.0], shoonya_7sHR3A0SSB6T2A, 5712600]
[paragraph, [422.0, 786.0, 298.0, 36.0], shoonya_7sHR3A0SSB6T2A, 5712600]
[paragraph, [422.0, 822.0, 298.0, 36.0], shoonya_7sHR3A0SSB6T2A, 5712600]
[paragraph, [422.0, 858.0, 298.0, 36.0], shoonya_7sHR3A0SSB6T2A, 5712600]
[paragraph, [422.0, 894.0, 298.0, 36.0], shoonya_7sHR3A0SSB6T2A, 5712600]
[paragraph, [422.0, 930.0, 298.0, 36.0], shoonya_7sHR3A0SSB6T2A, 5712600]
[paragraph, [422.0, 966.0, 298.0, 36.0], shoonya_7sHR3A0SSB6T2A, 5712600]
[paragraph, [422.0, 1002.0, 298.0, 36.0], shoonya_7sHR3A0SSB6T2A, 5712600]
[paragraph, [113.0, 721.0, 295.0, 36.0], shoonya_4sM3FLEQ0R8AH2, 5712600]
[paragraph, [113.0, 757.0, 295.0, 36.0], shoonya_4sM3FLEQ0R8AH2, 5712600]
[paragraph, [113.0, 793.0, 295.0, 36.0], shoonya_4sM3FLEQ0R8AH2, 5712600]
[paragraph, [113.0, 829.0, 295.0, 36.0], shoonya_4sM3FLEQ0R8AH2, 5712600]
[paragraph, [113.0, 865.0, 295.0, 36.0], shoonya_4sM3FLEQ0R8AH2, 5712600]
[paragraph, [113.0, 901.0, 295.0, 36.0], shoonya_4sM3FLEQ0R8AH2, 5712600]
[paragraph, [113.0, 937.0, 295.0, 36.0], shoonya_4sM3FLEQ0R8AH2, 5712600]
[paragraph, [113.0, 973.0, 295.0, 36.0], shoonya_4sM3FLEQ0R8AH2, 5712600]
[paragraph, [113.0, 1009.0, 295.0, 36.0], shoonya_4sM3FLEQ0R8AH2, 5712600]
