[2339, 1653]
[paragraph, [322.0, 164.0, 625.0, 36.0], shoonya_2sB48CXDBEIZUG, 5734340]
[paragraph, [307.0, 226.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 262.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 298.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 334.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 370.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 406.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 442.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 478.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 514.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 550.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 586.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 622.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 658.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 694.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 730.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 766.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 802.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 838.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 874.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 910.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 946.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 982.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1018.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1054.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1090.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1126.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1162.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1198.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1234.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1270.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1306.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1342.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1378.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1414.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1450.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1486.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1522.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1558.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1594.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1630.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1666.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1702.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1738.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [307.0, 1774.0, 1166.0, 36.0], shoonya_0sVXDU9VFU3QIO, 5734340]
[paragraph, [324.0, 1832.0, 1139.0, 36.0], shoonya_1sCEOYH940EMA0, 5734340]
[paragraph, [324.0, 1868.0, 1139.0, 36.0], shoonya_1sCEOYH940EMA0, 5734340]
[paragraph, [324.0, 1904.0, 1139.0, 36.0], shoonya_1sCEOYH940EMA0, 5734340]
[paragraph, [324.0, 1940.0, 1139.0, 36.0], shoonya_1sCEOYH940EMA0, 5734340]
[paragraph, [324.0, 1976.0, 1139.0, 36.0], shoonya_1sCEOYH940EMA0, 5734340]
[paragraph, [324.0, 2012.0, 1139.0, 36.0], shoonya_1sCEOYH940EMA0, 5734340]
[paragraph, [324.0, 2048.0, 1139.0, 36.0], shoonya_1sCEOYH940EMA0, 5734340]
[folio, [1273.0, 2153.0, 126.0, 36.0], shoonya_4sL5EGAWBVYHGB, 5734340]
