[3509, 2482]
[folio, [885.0, 197.0, 482.0, 52.5], 7IPMbHnG00, 5692312]
[folio, [885.0, 249.5, 482.0, 52.5], 7IPMbHnG00, 5692312]
[paragraph, [212.0, 334.0, 1799.0, 52.5], KTiCn1KwHw, 5692312]
[paragraph, [212.0, 386.5, 1799.0, 52.5], KTiCn1KwHw, 5692312]
[paragraph, [212.0, 439.0, 1799.0, 52.5], KTiCn1KwHw, 5692312]
[paragraph, [212.0, 491.5, 1799.0, 52.5], KTiCn1KwHw, 5692312]
[paragraph, [212.0, 544.0, 1799.0, 52.5], KTiCn1KwHw, 5692312]
[paragraph, [212.0, 596.5, 1799.0, 52.5], KTiCn1KwHw, 5692312]
[paragraph, [335.0, 655.0, 527.0, 52.5], shoonya_1sG9KXT78I83OB, 5692312]
[paragraph, [306.0, 732.0, 419.0, 52.5], 8QDIoJGSNx, 5692312]
[paragraph, [300.0, 810.0, 1136.0, 52.5], YZztyfEKJc, 5692312]
[paragraph, [297.0, 888.0, 550.0, 52.5], 4c3qDC7FKB, 5692312]
[paragraph, [215.0, 970.0, 1784.0, 52.5], gtNtUNoB75, 5692312]
[paragraph, [215.0, 1022.5, 1784.0, 52.5], gtNtUNoB75, 5692312]
[paragraph, [215.0, 1075.0, 1784.0, 52.5], gtNtUNoB75, 5692312]
[paragraph, [208.0, 1122.0, 1794.0, 52.5], shoonya_4sGWBP580ZNWQW, 5692312]
[paragraph, [208.0, 1174.5, 1794.0, 52.5], shoonya_4sGWBP580ZNWQW, 5692312]
[paragraph, [208.0, 1227.0, 1794.0, 52.5], shoonya_4sGWBP580ZNWQW, 5692312]
[paragraph, [208.0, 1279.5, 1794.0, 52.5], shoonya_4sGWBP580ZNWQW, 5692312]
[paragraph, [208.0, 1332.0, 1794.0, 52.5], shoonya_4sGWBP580ZNWQW, 5692312]
[paragraph, [208.0, 1384.5, 1794.0, 52.5], shoonya_4sGWBP580ZNWQW, 5692312]
[paragraph, [208.0, 1437.0, 1794.0, 52.5], shoonya_4sGWBP580ZNWQW, 5692312]
[paragraph, [208.0, 1489.5, 1794.0, 52.5], shoonya_4sGWBP580ZNWQW, 5692312]
[paragraph, [208.0, 1542.0, 1794.0, 52.5], shoonya_4sGWBP580ZNWQW, 5692312]
[paragraph, [208.0, 1594.5, 1794.0, 52.5], shoonya_4sGWBP580ZNWQW, 5692312]
[paragraph, [322.0, 1668.0, 857.0, 52.5], WfS_xZKssV, 5692312]
[paragraph, [319.0, 1746.0, 184.0, 52.5], w-3eI_Okqb, 5692312]
[paragraph, [303.0, 1818.0, 666.0, 52.5], e4Tqjasziv, 5692312]
[paragraph, [309.0, 1900.0, 857.0, 52.5], 20xKqVLjkr, 5692312]
[paragraph, [316.0, 1975.0, 444.0, 52.5], Qt0-SoaU1R, 5692312]
[paragraph, [319.0, 2122.0, 738.0, 52.5], Y07_mvvM5Y, 5692312]
[paragraph, [291.0, 2197.0, 820.0, 52.5], gdzvPRIib7, 5692312]
[paragraph, [294.0, 2281.0, 1527.0, 52.5], zUuXcPSvNZ, 5692312]
[paragraph, [294.0, 2333.5, 1527.0, 52.5], zUuXcPSvNZ, 5692312]
[section-title, [211.0, 2573.0, 367.0, 93.0], shoonya_0sT2HONACYMVEC, 5692312]
[sub-section-title, [1010.0, 2688.0, 194.0, 73.5], 7CcC23Eq73, 5692312]
[paragraph, [197.0, 2812.0, 1816.0, 52.5], shoonya_3sDT0RAT1D22Q1, 5692312]
[paragraph, [197.0, 2864.5, 1816.0, 52.5], shoonya_3sDT0RAT1D22Q1, 5692312]
[paragraph, [197.0, 2917.0, 1816.0, 52.5], shoonya_3sDT0RAT1D22Q1, 5692312]
[paragraph, [197.0, 2969.5, 1816.0, 52.5], shoonya_3sDT0RAT1D22Q1, 5692312]
[paragraph, [197.0, 3022.0, 1816.0, 52.5], shoonya_3sDT0RAT1D22Q1, 5692312]
[paragraph, [197.0, 3074.5, 1816.0, 52.5], shoonya_3sDT0RAT1D22Q1, 5692312]
[paragraph, [197.0, 3127.0, 1816.0, 52.5], shoonya_3sDT0RAT1D22Q1, 5692312]
[paragraph, [197.0, 3179.5, 1816.0, 52.5], shoonya_3sDT0RAT1D22Q1, 5692312]
[paragraph, [197.0, 3232.0, 1816.0, 52.5], shoonya_3sDT0RAT1D22Q1, 5692312]
[paragraph, [197.0, 3284.5, 1816.0, 52.5], shoonya_3sDT0RAT1D22Q1, 5692312]
