[2339, 1653]
[paragraph, [247.0, 247.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 283.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 319.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 355.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 391.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 427.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 463.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 499.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 535.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 571.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 607.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 643.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 679.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 715.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 751.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 787.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 823.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 859.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 895.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 931.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 967.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1003.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1039.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1075.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1111.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1147.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1183.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1219.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1255.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1291.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1327.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1363.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1399.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1435.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1471.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1507.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1543.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1579.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1615.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1651.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1687.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1723.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1759.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1795.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1831.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1867.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[paragraph, [247.0, 1903.0, 1155.0, 36.0], shoonya_0sAALSCLTV5Z5M, 5686653]
[reference, [725.0, 1979.0, 121.0, 36.0], 8xzQt86WPw, 5686653]
[paragraph, [245.0, 1985.0, 475.0, 36.0], UcItk74WIS, 5686653]
