[872, 605]
[section-title, [258.0, 28.0, 89.0, 30.0], HCdAz51di8, 6457556]
[folio, [40.0, 33.0, 78.0, 18.0], Nz7gYA8xic, 6457556]
[paragraph, [37.0, 63.0, 266.0, 18.0], shoonya_0sPTJKOH6NZ1H9, 6457556]
[paragraph, [37.0, 81.0, 266.0, 18.0], shoonya_0sPTJKOH6NZ1H9, 6457556]
[paragraph, [37.0, 99.0, 266.0, 18.0], shoonya_0sPTJKOH6NZ1H9, 6457556]
[paragraph, [37.0, 117.0, 266.0, 18.0], shoonya_0sPTJKOH6NZ1H9, 6457556]
[paragraph, [37.0, 135.0, 266.0, 18.0], shoonya_0sPTJKOH6NZ1H9, 6457556]
[paragraph, [37.0, 153.0, 266.0, 18.0], shoonya_0sPTJKOH6NZ1H9, 6457556]
[paragraph, [37.0, 171.0, 266.0, 18.0], shoonya_0sPTJKOH6NZ1H9, 6457556]
[paragraph, [37.0, 189.0, 266.0, 18.0], shoonya_0sPTJKOH6NZ1H9, 6457556]
[paragraph, [37.0, 207.0, 266.0, 18.0], shoonya_0sPTJKOH6NZ1H9, 6457556]
[paragraph, [37.0, 225.0, 266.0, 18.0], shoonya_0sPTJKOH6NZ1H9, 6457556]
[paragraph, [37.0, 243.0, 266.0, 18.0], shoonya_0sPTJKOH6NZ1H9, 6457556]
[paragraph, [37.0, 261.0, 266.0, 18.0], shoonya_0sPTJKOH6NZ1H9, 6457556]
[paragraph, [303.0, 65.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 83.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 101.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 119.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 137.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 155.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 173.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 191.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 209.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 227.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 245.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 263.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 281.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 299.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 317.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 335.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 353.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 371.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 389.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 407.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 425.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 443.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 461.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 479.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 497.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 515.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 533.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [303.0, 551.0, 267.0, 18.0], XNOpN8N4TZ, 6457556]
[paragraph, [38.0, 280.0, 262.0, 18.0], eSdq6ggcsh, 6457556]
[paragraph, [38.0, 298.0, 262.0, 18.0], eSdq6ggcsh, 6457556]
[paragraph, [38.0, 316.0, 262.0, 18.0], eSdq6ggcsh, 6457556]
[paragraph, [38.0, 334.0, 262.0, 18.0], eSdq6ggcsh, 6457556]
[paragraph, [39.0, 356.0, 262.0, 18.0], trMCJYkZ7j, 6457556]
[paragraph, [39.0, 374.0, 262.0, 18.0], trMCJYkZ7j, 6457556]
[paragraph, [50.0, 390.0, 245.0, 18.0], -AkHjBFM2W, 6457556]
[paragraph, [50.0, 408.0, 245.0, 18.0], -AkHjBFM2W, 6457556]
[paragraph, [50.0, 426.0, 245.0, 18.0], -AkHjBFM2W, 6457556]
[paragraph, [50.0, 444.0, 245.0, 18.0], -AkHjBFM2W, 6457556]
[paragraph, [38.0, 467.0, 263.0, 18.0], NPAqCOKnoI, 6457556]
[paragraph, [38.0, 485.0, 263.0, 18.0], NPAqCOKnoI, 6457556]
[paragraph, [38.0, 503.0, 263.0, 18.0], NPAqCOKnoI, 6457556]
[paragraph, [38.0, 538.0, 262.0, 18.0], TQ7LaPT3Qa, 6457556]
[paragraph, [38.0, 556.0, 262.0, 18.0], TQ7LaPT3Qa, 6457556]
[paragraph, [38.0, 574.0, 262.0, 18.0], TQ7LaPT3Qa, 6457556]
[paragraph, [38.0, 592.0, 262.0, 18.0], TQ7LaPT3Qa, 6457556]
[paragraph, [38.0, 610.0, 262.0, 18.0], TQ7LaPT3Qa, 6457556]
[paragraph, [38.0, 628.0, 262.0, 18.0], TQ7LaPT3Qa, 6457556]
[paragraph, [38.0, 646.0, 262.0, 18.0], TQ7LaPT3Qa, 6457556]
[paragraph, [38.0, 664.0, 262.0, 18.0], TQ7LaPT3Qa, 6457556]
