[1275, 750]
[folio, [250.0, 88.0, 239.0, 18.0], 3NXInhCnoy, 5767393]
[folio, [250.0, 106.0, 239.0, 18.0], 3NXInhCnoy, 5767393]
[paragraph, [52.0, 150.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 168.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 186.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 204.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 222.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 240.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 258.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 276.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 294.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 312.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 330.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 348.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 366.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 384.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 402.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 420.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 438.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 456.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 474.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 492.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 510.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 528.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 546.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 564.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 582.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 600.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 618.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 636.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
