[720, 504]
[paragraph, [34.0, 104.0, 224.0, 18.0], shoonya_4sHL6F3ATUFDHS, 5652145]
[paragraph, [34.0, 122.0, 224.0, 18.0], shoonya_4sHL6F3ATUFDHS, 5652145]
[paragraph, [34.0, 140.0, 224.0, 18.0], shoonya_4sHL6F3ATUFDHS, 5652145]
[paragraph, [261.0, 110.0, 212.0, 18.0], shoonya_3sLYWIE4QB9AJV, 5652145]
[paragraph, [261.0, 128.0, 212.0, 18.0], shoonya_3sLYWIE4QB9AJV, 5652145]
[paragraph, [264.0, 143.0, 204.0, 18.0], shoonya_5sR685FYOJCINL, 5652145]
[paragraph, [264.0, 161.0, 204.0, 18.0], shoonya_5sR685FYOJCINL, 5652145]
[paragraph, [264.0, 179.0, 204.0, 18.0], shoonya_5sR685FYOJCINL, 5652145]
[paragraph, [35.0, 162.0, 222.0, 18.0], shoonya_1s1Z4QBPLOMKL2, 5652145]
[paragraph, [35.0, 180.0, 222.0, 18.0], shoonya_1s1Z4QBPLOMKL2, 5652145]
[paragraph, [35.0, 198.0, 222.0, 18.0], shoonya_1s1Z4QBPLOMKL2, 5652145]
[paragraph, [35.0, 216.0, 222.0, 18.0], shoonya_1s1Z4QBPLOMKL2, 5652145]
[paragraph, [35.0, 234.0, 222.0, 18.0], shoonya_1s1Z4QBPLOMKL2, 5652145]
[paragraph, [35.0, 252.0, 222.0, 18.0], shoonya_1s1Z4QBPLOMKL2, 5652145]
[paragraph, [35.0, 270.0, 222.0, 18.0], shoonya_1s1Z4QBPLOMKL2, 5652145]
[paragraph, [35.0, 288.0, 222.0, 18.0], shoonya_1s1Z4QBPLOMKL2, 5652145]
[paragraph, [35.0, 306.0, 222.0, 18.0], shoonya_1s1Z4QBPLOMKL2, 5652145]
[paragraph, [35.0, 324.0, 222.0, 18.0], shoonya_1s1Z4QBPLOMKL2, 5652145]
[paragraph, [35.0, 342.0, 222.0, 18.0], shoonya_1s1Z4QBPLOMKL2, 5652145]
[ordered-list, [261.0, 211.0, 209.0, 18.0], 04R4ZWdJ4z, 5652145]
[ordered-list, [261.0, 229.0, 209.0, 18.0], 04R4ZWdJ4z, 5652145]
[ordered-list, [261.0, 247.0, 209.0, 18.0], 04R4ZWdJ4z, 5652145]
[ordered-list, [261.0, 265.0, 209.0, 18.0], 04R4ZWdJ4z, 5652145]
[ordered-list, [261.0, 283.0, 209.0, 18.0], 04R4ZWdJ4z, 5652145]
[ordered-list, [261.0, 301.0, 209.0, 18.0], 04R4ZWdJ4z, 5652145]
[ordered-list, [261.0, 319.0, 209.0, 18.0], 04R4ZWdJ4z, 5652145]
[ordered-list, [261.0, 337.0, 209.0, 18.0], 04R4ZWdJ4z, 5652145]
[ordered-list, [261.0, 355.0, 209.0, 18.0], 04R4ZWdJ4z, 5652145]
[ordered-list, [261.0, 373.0, 209.0, 18.0], 04R4ZWdJ4z, 5652145]
[ordered-list, [261.0, 391.0, 209.0, 18.0], 04R4ZWdJ4z, 5652145]
[ordered-list, [261.0, 409.0, 209.0, 18.0], 04R4ZWdJ4z, 5652145]
[paragraph, [39.0, 361.0, 220.0, 18.0], shoonya_0sM4Z8MCRIUPRH, 5652145]
[paragraph, [39.0, 379.0, 220.0, 18.0], shoonya_0sM4Z8MCRIUPRH, 5652145]
[paragraph, [39.0, 397.0, 220.0, 18.0], shoonya_0sM4Z8MCRIUPRH, 5652145]
[paragraph, [39.0, 415.0, 220.0, 18.0], shoonya_0sM4Z8MCRIUPRH, 5652145]
[paragraph, [39.0, 433.0, 220.0, 18.0], shoonya_0sM4Z8MCRIUPRH, 5652145]
[paragraph, [39.0, 451.0, 220.0, 18.0], shoonya_0sM4Z8MCRIUPRH, 5652145]
[paragraph, [39.0, 469.0, 220.0, 18.0], shoonya_0sM4Z8MCRIUPRH, 5652145]
[paragraph, [39.0, 487.0, 220.0, 18.0], shoonya_0sM4Z8MCRIUPRH, 5652145]
[paragraph, [39.0, 505.0, 220.0, 18.0], shoonya_0sM4Z8MCRIUPRH, 5652145]
[paragraph, [39.0, 523.0, 220.0, 18.0], shoonya_0sM4Z8MCRIUPRH, 5652145]
[paragraph, [39.0, 541.0, 220.0, 18.0], shoonya_0sM4Z8MCRIUPRH, 5652145]
[paragraph, [39.0, 559.0, 220.0, 18.0], shoonya_0sM4Z8MCRIUPRH, 5652145]
[paragraph, [39.0, 577.0, 220.0, 18.0], shoonya_0sM4Z8MCRIUPRH, 5652145]
[paragraph, [39.0, 595.0, 220.0, 18.0], shoonya_0sM4Z8MCRIUPRH, 5652145]
[paragraph, [39.0, 613.0, 220.0, 18.0], shoonya_0sM4Z8MCRIUPRH, 5652145]
[paragraph, [258.0, 429.0, 208.0, 18.0], shoonya_2sBXY0F4IVY8XI, 5652145]
[paragraph, [258.0, 447.0, 208.0, 18.0], shoonya_2sBXY0F4IVY8XI, 5652145]
[paragraph, [258.0, 465.0, 208.0, 18.0], shoonya_2sBXY0F4IVY8XI, 5652145]
[paragraph, [258.0, 483.0, 208.0, 18.0], shoonya_2sBXY0F4IVY8XI, 5652145]
[paragraph, [258.0, 501.0, 208.0, 18.0], shoonya_2sBXY0F4IVY8XI, 5652145]
[paragraph, [258.0, 519.0, 208.0, 18.0], shoonya_2sBXY0F4IVY8XI, 5652145]
[paragraph, [258.0, 537.0, 208.0, 18.0], shoonya_2sBXY0F4IVY8XI, 5652145]
[paragraph, [258.0, 555.0, 208.0, 18.0], shoonya_2sBXY0F4IVY8XI, 5652145]
[paragraph, [258.0, 573.0, 208.0, 18.0], shoonya_2sBXY0F4IVY8XI, 5652145]
[paragraph, [258.0, 591.0, 208.0, 18.0], shoonya_2sBXY0F4IVY8XI, 5652145]
[paragraph, [258.0, 609.0, 208.0, 18.0], shoonya_2sBXY0F4IVY8XI, 5652145]
