[3968, 2806]
[paragraph, [413.0, 1661.0, 560.0, 52.5], VTjKdhNuDx, 5683655]
[paragraph, [413.0, 1713.5, 560.0, 52.5], VTjKdhNuDx, 5683655]
[paragraph, [413.0, 1766.0, 560.0, 52.5], VTjKdhNuDx, 5683655]
[paragraph, [413.0, 1818.5, 560.0, 52.5], VTjKdhNuDx, 5683655]
[paragraph, [413.0, 1871.0, 560.0, 52.5], VTjKdhNuDx, 5683655]
[paragraph, [413.0, 1923.5, 560.0, 52.5], VTjKdhNuDx, 5683655]
[paragraph, [413.0, 1976.0, 560.0, 52.5], VTjKdhNuDx, 5683655]
[paragraph, [413.0, 2028.5, 560.0, 52.5], VTjKdhNuDx, 5683655]
[paragraph, [413.0, 2081.0, 560.0, 52.5], VTjKdhNuDx, 5683655]
[paragraph, [413.0, 2133.5, 560.0, 52.5], VTjKdhNuDx, 5683655]
[paragraph, [413.0, 2186.0, 560.0, 52.5], VTjKdhNuDx, 5683655]
[paragraph, [413.0, 2238.5, 560.0, 52.5], VTjKdhNuDx, 5683655]
[paragraph, [413.0, 2291.0, 560.0, 52.5], VTjKdhNuDx, 5683655]
[paragraph, [413.0, 2343.5, 560.0, 52.5], VTjKdhNuDx, 5683655]
[paragraph, [413.0, 2396.0, 560.0, 52.5], VTjKdhNuDx, 5683655]
[paragraph, [1418.0, 1665.0, 1166.0, 52.5], PuF39hBXpy, 5683655]
[paragraph, [1418.0, 1717.5, 1166.0, 52.5], PuF39hBXpy, 5683655]
[paragraph, [1418.0, 1770.0, 1166.0, 52.5], PuF39hBXpy, 5683655]
[paragraph, [1418.0, 1822.5, 1166.0, 52.5], PuF39hBXpy, 5683655]
[paragraph, [1418.0, 1875.0, 1166.0, 52.5], PuF39hBXpy, 5683655]
[paragraph, [1418.0, 1927.5, 1166.0, 52.5], PuF39hBXpy, 5683655]
[paragraph, [1418.0, 1980.0, 1166.0, 52.5], PuF39hBXpy, 5683655]
[paragraph, [1418.0, 2032.5, 1166.0, 52.5], PuF39hBXpy, 5683655]
[paragraph, [1418.0, 2085.0, 1166.0, 52.5], PuF39hBXpy, 5683655]
[paragraph, [1418.0, 2137.5, 1166.0, 52.5], PuF39hBXpy, 5683655]
[paragraph, [1418.0, 2190.0, 1166.0, 52.5], PuF39hBXpy, 5683655]
[paragraph, [1418.0, 2242.5, 1166.0, 52.5], PuF39hBXpy, 5683655]
[paragraph, [1429.0, 2397.0, 1142.0, 52.5], vveUz8eVEl, 5683655]
[paragraph, [1429.0, 2449.5, 1142.0, 52.5], vveUz8eVEl, 5683655]
[paragraph, [1429.0, 2502.0, 1142.0, 52.5], vveUz8eVEl, 5683655]
[paragraph, [1429.0, 2554.5, 1142.0, 52.5], vveUz8eVEl, 5683655]
[paragraph, [1429.0, 2607.0, 1142.0, 52.5], vveUz8eVEl, 5683655]
[paragraph, [1429.0, 2659.5, 1142.0, 52.5], vveUz8eVEl, 5683655]
[paragraph, [1429.0, 2712.0, 1142.0, 52.5], vveUz8eVEl, 5683655]
[paragraph, [1429.0, 2764.5, 1142.0, 52.5], vveUz8eVEl, 5683655]
[paragraph, [1429.0, 2817.0, 1142.0, 52.5], vveUz8eVEl, 5683655]
[paragraph, [1429.0, 2869.5, 1142.0, 52.5], vveUz8eVEl, 5683655]
[paragraph, [1429.0, 2922.0, 1142.0, 52.5], vveUz8eVEl, 5683655]
[paragraph, [1429.0, 2974.5, 1142.0, 52.5], vveUz8eVEl, 5683655]
[paragraph, [1429.0, 3027.0, 1142.0, 52.5], vveUz8eVEl, 5683655]
[paragraph, [1429.0, 3079.5, 1142.0, 52.5], vveUz8eVEl, 5683655]
[paragraph, [1429.0, 3132.0, 1142.0, 52.5], vveUz8eVEl, 5683655]
[paragraph, [1429.0, 3184.5, 1142.0, 52.5], vveUz8eVEl, 5683655]
[paragraph, [1429.0, 3237.0, 1142.0, 52.5], vveUz8eVEl, 5683655]
[paragraph, [1429.0, 3289.5, 1142.0, 52.5], vveUz8eVEl, 5683655]
[paragraph, [1429.0, 3342.0, 1142.0, 52.5], vveUz8eVEl, 5683655]
[paragraph, [178.0, 2495.0, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 2547.5, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 2600.0, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 2652.5, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 2705.0, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 2757.5, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 2810.0, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 2862.5, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 2915.0, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 2967.5, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 3020.0, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 3072.5, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 3125.0, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 3177.5, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 3230.0, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 3282.5, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 3335.0, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 3387.5, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 3440.0, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 3492.5, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 3545.0, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 3597.5, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [178.0, 3650.0, 1159.0, 52.5], mdPwnslYo7, 5683655]
[paragraph, [1436.0, 3515.0, 1142.0, 52.5], t0ZJp4MAD1, 5683655]
[paragraph, [1436.0, 3567.5, 1142.0, 52.5], t0ZJp4MAD1, 5683655]
[paragraph, [1436.0, 3620.0, 1142.0, 52.5], t0ZJp4MAD1, 5683655]
[folio, [273.0, 3788.0, 753.0, 52.5], DUZzZxJ1nk, 5683655]
[folio, [273.0, 3840.5, 753.0, 52.5], DUZzZxJ1nk, 5683655]
