[1601, 1158]
[section-title, [108.0, 81.0, 463.0, 49.5], DNaUaQ5BIB, 5695680]
[paragraph, [584.0, 85.0, 454.0, 36.0], shoonya_1s2C7P71X3GJST, 5695680]
[paragraph, [584.0, 121.0, 454.0, 36.0], shoonya_1s2C7P71X3GJST, 5695680]
[paragraph, [584.0, 157.0, 454.0, 36.0], shoonya_1s2C7P71X3GJST, 5695680]
[paragraph, [584.0, 193.0, 454.0, 36.0], shoonya_1s2C7P71X3GJST, 5695680]
[paragraph, [584.0, 229.0, 454.0, 36.0], shoonya_1s2C7P71X3GJST, 5695680]
[paragraph, [584.0, 265.0, 454.0, 36.0], shoonya_1s2C7P71X3GJST, 5695680]
[paragraph, [584.0, 301.0, 454.0, 36.0], shoonya_1s2C7P71X3GJST, 5695680]
[paragraph, [584.0, 337.0, 454.0, 36.0], shoonya_1s2C7P71X3GJST, 5695680]
[paragraph, [584.0, 373.0, 454.0, 36.0], shoonya_1s2C7P71X3GJST, 5695680]
[paragraph, [584.0, 409.0, 454.0, 36.0], shoonya_1s2C7P71X3GJST, 5695680]
[paragraph, [110.0, 224.0, 463.0, 36.0], pPJQInnv74, 5695680]
[paragraph, [121.0, 323.0, 457.0, 36.0], Px_xGu1l2V, 5695680]
[paragraph, [113.0, 433.0, 458.0, 36.0], shoonya_6sYZ96EZJS3OXE, 5695680]
[paragraph, [106.0, 498.0, 469.0, 36.0], sysq-Q1SGN, 5695680]
[paragraph, [106.0, 534.0, 469.0, 36.0], sysq-Q1SGN, 5695680]
[paragraph, [106.0, 570.0, 469.0, 36.0], sysq-Q1SGN, 5695680]
[paragraph, [106.0, 606.0, 469.0, 36.0], sysq-Q1SGN, 5695680]
[paragraph, [580.0, 511.0, 459.0, 36.0], shoonya_9sK97EWMRFVCAE, 5695680]
[paragraph, [580.0, 547.0, 459.0, 36.0], shoonya_9sK97EWMRFVCAE, 5695680]
[paragraph, [583.0, 605.0, 454.0, 36.0], shoonya_4s11Q7YMUC9QWK, 5695680]
[paragraph, [583.0, 641.0, 454.0, 36.0], shoonya_4s11Q7YMUC9QWK, 5695680]
[paragraph, [583.0, 677.0, 454.0, 36.0], shoonya_4s11Q7YMUC9QWK, 5695680]
[paragraph, [583.0, 713.0, 454.0, 36.0], shoonya_4s11Q7YMUC9QWK, 5695680]
[paragraph, [583.0, 749.0, 454.0, 36.0], shoonya_4s11Q7YMUC9QWK, 5695680]
[paragraph, [583.0, 785.0, 454.0, 36.0], shoonya_4s11Q7YMUC9QWK, 5695680]
[paragraph, [583.0, 821.0, 454.0, 36.0], shoonya_4s11Q7YMUC9QWK, 5695680]
[paragraph, [115.0, 663.0, 451.0, 36.0], shoonya_14sVY9GBR5EJ3E, 5695680]
[paragraph, [113.0, 771.0, 456.0, 36.0], shoonya_2sOY7PZ5VUOPCB, 5695680]
[paragraph, [113.0, 807.0, 456.0, 36.0], shoonya_2sOY7PZ5VUOPCB, 5695680]
[paragraph, [113.0, 843.0, 456.0, 36.0], shoonya_2sOY7PZ5VUOPCB, 5695680]
[paragraph, [113.0, 879.0, 456.0, 36.0], shoonya_2sOY7PZ5VUOPCB, 5695680]
[paragraph, [113.0, 915.0, 456.0, 36.0], shoonya_2sOY7PZ5VUOPCB, 5695680]
[paragraph, [581.0, 935.0, 462.0, 36.0], shoonya_3s0RK0CJD67VHJ, 5695680]
[paragraph, [581.0, 971.0, 462.0, 36.0], shoonya_3s0RK0CJD67VHJ, 5695680]
[paragraph, [581.0, 1007.0, 462.0, 36.0], shoonya_3s0RK0CJD67VHJ, 5695680]
[paragraph, [581.0, 1043.0, 462.0, 36.0], shoonya_3s0RK0CJD67VHJ, 5695680]
[paragraph, [113.0, 965.0, 457.0, 36.0], shoonya_7sL5CCBW0UDKBS, 5695680]
[paragraph, [113.0, 1001.0, 457.0, 36.0], shoonya_7sL5CCBW0UDKBS, 5695680]
[paragraph, [113.0, 1037.0, 457.0, 36.0], shoonya_7sL5CCBW0UDKBS, 5695680]
[paragraph, [584.0, 1091.0, 463.0, 36.0], shoonya_12sV2TVW9GUMSM, 5695680]
[paragraph, [584.0, 1127.0, 463.0, 36.0], shoonya_12sV2TVW9GUMSM, 5695680]
[paragraph, [114.0, 1139.0, 455.0, 36.0], shoonya_0s20R9E5CSXWPG, 5695680]
[paragraph, [114.0, 1175.0, 455.0, 36.0], shoonya_0s20R9E5CSXWPG, 5695680]
[paragraph, [114.0, 1211.0, 455.0, 36.0], shoonya_0s20R9E5CSXWPG, 5695680]
[paragraph, [114.0, 1247.0, 455.0, 36.0], shoonya_0s20R9E5CSXWPG, 5695680]
[paragraph, [114.0, 1283.0, 455.0, 36.0], shoonya_0s20R9E5CSXWPG, 5695680]
[paragraph, [114.0, 1319.0, 455.0, 36.0], shoonya_0s20R9E5CSXWPG, 5695680]
[paragraph, [114.0, 1355.0, 455.0, 36.0], shoonya_0s20R9E5CSXWPG, 5695680]
[paragraph, [114.0, 1391.0, 455.0, 36.0], shoonya_0s20R9E5CSXWPG, 5695680]
[paragraph, [582.0, 1193.0, 459.0, 36.0], shoonya_15s03XFXLX4XVS, 5695680]
[paragraph, [582.0, 1229.0, 459.0, 36.0], shoonya_15s03XFXLX4XVS, 5695680]
[paragraph, [582.0, 1265.0, 459.0, 36.0], shoonya_15s03XFXLX4XVS, 5695680]
[paragraph, [582.0, 1301.0, 459.0, 36.0], shoonya_15s03XFXLX4XVS, 5695680]
[paragraph, [583.0, 1392.0, 459.0, 36.0], shoonya_10s6NQ8WU3BTEX, 5695680]
[folio, [511.0, 1479.0, 95.0, 36.0], 3BeWND7RrJ, 5695680]
