[690, 512]
[folio, [199.0, 36.0, 106.0, 18.0], 7Wd9n4WxBY, 6491371]
[paragraph, [2.0, 60.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 78.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 96.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 114.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 132.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 150.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 168.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 186.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 204.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 222.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 240.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 258.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 276.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 294.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 312.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 330.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 348.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 366.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 384.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 402.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 420.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 438.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 456.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 474.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 492.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 510.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 528.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 546.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 564.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 582.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 600.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [2.0, 618.0, 250.0, 18.0], shoonya_0sVUOW8VTSMOZ1, 6491371]
[paragraph, [257.0, 62.0, 224.0, 18.0], VYQ3e7wkLv, 6491371]
[paragraph, [257.0, 98.0, 226.0, 18.0], 0HOmUckPLS, 6491371]
[paragraph, [257.0, 116.0, 226.0, 18.0], 0HOmUckPLS, 6491371]
[paragraph, [257.0, 134.0, 226.0, 18.0], 0HOmUckPLS, 6491371]
[paragraph, [257.0, 152.0, 226.0, 18.0], 0HOmUckPLS, 6491371]
[paragraph, [257.0, 170.0, 226.0, 18.0], 0HOmUckPLS, 6491371]
[paragraph, [257.0, 188.0, 226.0, 18.0], 0HOmUckPLS, 6491371]
[paragraph, [257.0, 206.0, 226.0, 18.0], 0HOmUckPLS, 6491371]
[paragraph, [257.0, 224.0, 226.0, 18.0], 0HOmUckPLS, 6491371]
[paragraph, [257.0, 242.0, 226.0, 18.0], 0HOmUckPLS, 6491371]
[paragraph, [257.0, 260.0, 226.0, 18.0], 0HOmUckPLS, 6491371]
[paragraph, [257.0, 278.0, 226.0, 18.0], 0HOmUckPLS, 6491371]
[paragraph, [257.0, 296.0, 226.0, 18.0], 0HOmUckPLS, 6491371]
[paragraph, [257.0, 314.0, 226.0, 18.0], 0HOmUckPLS, 6491371]
[paragraph, [257.0, 332.0, 226.0, 18.0], 0HOmUckPLS, 6491371]
[paragraph, [256.0, 366.0, 226.0, 18.0], 8CjKmbA0Jl, 6491371]
[paragraph, [256.0, 384.0, 226.0, 18.0], 8CjKmbA0Jl, 6491371]
[paragraph, [256.0, 402.0, 226.0, 18.0], 8CjKmbA0Jl, 6491371]
[paragraph, [256.0, 420.0, 226.0, 18.0], 8CjKmbA0Jl, 6491371]
[paragraph, [256.0, 438.0, 226.0, 18.0], 8CjKmbA0Jl, 6491371]
[paragraph, [256.0, 456.0, 226.0, 18.0], 8CjKmbA0Jl, 6491371]
[paragraph, [256.0, 474.0, 226.0, 18.0], 8CjKmbA0Jl, 6491371]
[paragraph, [256.0, 492.0, 226.0, 18.0], 8CjKmbA0Jl, 6491371]
[paragraph, [256.0, 510.0, 226.0, 18.0], 8CjKmbA0Jl, 6491371]
[paragraph, [256.0, 528.0, 226.0, 18.0], 8CjKmbA0Jl, 6491371]
[paragraph, [256.0, 546.0, 226.0, 18.0], 8CjKmbA0Jl, 6491371]
[paragraph, [256.0, 564.0, 226.0, 18.0], 8CjKmbA0Jl, 6491371]
[paragraph, [256.0, 582.0, 226.0, 18.0], 8CjKmbA0Jl, 6491371]
[paragraph, [256.0, 600.0, 226.0, 18.0], 8CjKmbA0Jl, 6491371]
[paragraph, [256.0, 618.0, 226.0, 18.0], 8CjKmbA0Jl, 6491371]
