[1754, 1241]
[contact-info, [39.0, 27.0, 91.0, 36.0], Q5aYQNfGGJ, 5726099]
[contact-info, [39.0, 63.0, 91.0, 36.0], Q5aYQNfGGJ, 5726099]
[folio, [919.0, 42.0, 267.0, 36.0], FpiZpAT58n, 5726099]
[folio, [919.0, 78.0, 267.0, 36.0], FpiZpAT58n, 5726099]
[folio, [919.0, 114.0, 267.0, 36.0], FpiZpAT58n, 5726099]
[folio, [919.0, 150.0, 267.0, 36.0], FpiZpAT58n, 5726099]
[headline, [128.0, 590.0, 656.0, 37.5], shoonya_0s224EI90D0KZD, 5726099]
[unordered-list, [124.0, 671.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 707.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 743.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 779.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 815.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 851.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 887.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 923.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 959.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 995.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 1031.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 1067.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 1103.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 1139.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 1175.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 1211.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 1247.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 1283.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 1319.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 1355.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [124.0, 1391.0, 480.0, 36.0], shoonya_2sBG2UFCEZVRCN, 5726099]
[unordered-list, [636.0, 673.0, 485.0, 36.0], T9IysCNrlR, 5726099]
[unordered-list, [636.0, 709.0, 485.0, 36.0], T9IysCNrlR, 5726099]
[unordered-list, [636.0, 745.0, 485.0, 36.0], T9IysCNrlR, 5726099]
[unordered-list, [636.0, 781.0, 485.0, 36.0], T9IysCNrlR, 5726099]
[unordered-list, [636.0, 817.0, 485.0, 36.0], T9IysCNrlR, 5726099]
[unordered-list, [636.0, 853.0, 485.0, 36.0], T9IysCNrlR, 5726099]
[unordered-list, [636.0, 889.0, 485.0, 36.0], T9IysCNrlR, 5726099]
[unordered-list, [636.0, 925.0, 485.0, 36.0], T9IysCNrlR, 5726099]
[unordered-list, [636.0, 961.0, 485.0, 36.0], T9IysCNrlR, 5726099]
[unordered-list, [636.0, 997.0, 485.0, 36.0], T9IysCNrlR, 5726099]
[unordered-list, [636.0, 1033.0, 485.0, 36.0], T9IysCNrlR, 5726099]
[unordered-list, [636.0, 1069.0, 485.0, 36.0], T9IysCNrlR, 5726099]
[unordered-list, [636.0, 1105.0, 485.0, 36.0], T9IysCNrlR, 5726099]
[unordered-list, [636.0, 1141.0, 485.0, 36.0], T9IysCNrlR, 5726099]
[unordered-list, [636.0, 1177.0, 485.0, 36.0], T9IysCNrlR, 5726099]
[unordered-list, [636.0, 1213.0, 485.0, 36.0], T9IysCNrlR, 5726099]
[unordered-list, [636.0, 1249.0, 485.0, 36.0], T9IysCNrlR, 5726099]
[unordered-list, [636.0, 1285.0, 485.0, 36.0], T9IysCNrlR, 5726099]
[paragraph, [642.0, 1348.0, 466.0, 36.0], NS9ndA6EsZ, 5726099]
[paragraph, [642.0, 1384.0, 466.0, 36.0], NS9ndA6EsZ, 5726099]
[contact-info, [71.0, 1540.0, 1130.0, 36.0], shoonya_1s4DX64DFCM9FA, 5726099]
[contact-info, [71.0, 1576.0, 1130.0, 36.0], shoonya_1s4DX64DFCM9FA, 5726099]
[contact-info, [71.0, 1612.0, 1130.0, 36.0], shoonya_1s4DX64DFCM9FA, 5726099]
