[3509, 2480]
[paragraph, [373.0, 400.0, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 452.5, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 505.0, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 557.5, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 610.0, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 662.5, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 715.0, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 767.5, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 820.0, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 872.5, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 925.0, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 977.5, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 1030.0, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 1082.5, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 1135.0, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 1187.5, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 1240.0, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 1292.5, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 1345.0, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 1397.5, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 1450.0, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 1502.5, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 1555.0, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 1607.5, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 1660.0, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 1712.5, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 1765.0, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 1817.5, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 1870.0, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 1922.5, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 1975.0, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 2027.5, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 2080.0, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 2132.5, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 2185.0, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [373.0, 2237.5, 1755.0, 52.5], shoonya_0s56HJA05MDPQS, 5724589]
[paragraph, [362.0, 2399.0, 1760.0, 52.5], e9Hg8bDkRv, 5724589]
[paragraph, [362.0, 2451.5, 1760.0, 52.5], e9Hg8bDkRv, 5724589]
[paragraph, [362.0, 2504.0, 1760.0, 52.5], e9Hg8bDkRv, 5724589]
[paragraph, [362.0, 2556.5, 1760.0, 52.5], e9Hg8bDkRv, 5724589]
[paragraph, [362.0, 2609.0, 1760.0, 52.5], e9Hg8bDkRv, 5724589]
[paragraph, [362.0, 2661.5, 1760.0, 52.5], e9Hg8bDkRv, 5724589]
[paragraph, [362.0, 2714.0, 1760.0, 52.5], e9Hg8bDkRv, 5724589]
[paragraph, [362.0, 2766.5, 1760.0, 52.5], e9Hg8bDkRv, 5724589]
[paragraph, [362.0, 2819.0, 1760.0, 52.5], e9Hg8bDkRv, 5724589]
[paragraph, [362.0, 2871.5, 1760.0, 52.5], e9Hg8bDkRv, 5724589]
[paragraph, [362.0, 2924.0, 1760.0, 52.5], e9Hg8bDkRv, 5724589]
[paragraph, [362.0, 2976.5, 1760.0, 52.5], e9Hg8bDkRv, 5724589]
[paragraph, [362.0, 3029.0, 1760.0, 52.5], e9Hg8bDkRv, 5724589]
[paragraph, [362.0, 3081.5, 1760.0, 52.5], e9Hg8bDkRv, 5724589]
