[1063, 1418]
[section-title, [510.0, 271.0, 526.0, 30.0], shoonya_3sF775EW7A5RNX, 5726502]
[section-title, [510.0, 301.0, 526.0, 30.0], shoonya_3sF775EW7A5RNX, 5726502]
[section-title, [510.0, 331.0, 526.0, 30.0], shoonya_3sF775EW7A5RNX, 5726502]
[section-title, [510.0, 361.0, 526.0, 30.0], shoonya_3sF775EW7A5RNX, 5726502]
[section-title, [510.0, 391.0, 526.0, 30.0], shoonya_3sF775EW7A5RNX, 5726502]
[paragraph, [506.0, 460.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[paragraph, [506.0, 478.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[paragraph, [506.0, 496.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[paragraph, [506.0, 514.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[paragraph, [506.0, 532.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[paragraph, [506.0, 550.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[paragraph, [506.0, 568.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[paragraph, [506.0, 586.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[paragraph, [506.0, 604.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[paragraph, [506.0, 622.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[paragraph, [506.0, 640.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[paragraph, [506.0, 658.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[paragraph, [506.0, 676.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[paragraph, [506.0, 694.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[paragraph, [506.0, 712.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[paragraph, [506.0, 730.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[paragraph, [506.0, 748.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[paragraph, [506.0, 766.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[paragraph, [506.0, 784.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[paragraph, [506.0, 802.0, 674.0, 18.0], shoonya_4sOB3M6KWC1F50, 5726502]
[folio, [107.0, 990.0, 520.0, 18.0], ujqVZw4WBU, 5726502]
[folio, [107.0, 1008.0, 520.0, 18.0], ujqVZw4WBU, 5726502]
