[2339, 1653]
[paragraph, [499.0, 293.0, 602.0, 36.0], i4n9PeEpPR, 5753266]
[paragraph, [499.0, 329.0, 602.0, 36.0], i4n9PeEpPR, 5753266]
[paragraph, [499.0, 365.0, 602.0, 36.0], i4n9PeEpPR, 5753266]
[paragraph, [499.0, 401.0, 602.0, 36.0], i4n9PeEpPR, 5753266]
[paragraph, [499.0, 437.0, 602.0, 36.0], i4n9PeEpPR, 5753266]
[paragraph, [499.0, 473.0, 602.0, 36.0], i4n9PeEpPR, 5753266]
[paragraph, [499.0, 509.0, 602.0, 36.0], i4n9PeEpPR, 5753266]
[paragraph, [499.0, 545.0, 602.0, 36.0], i4n9PeEpPR, 5753266]
[paragraph, [499.0, 581.0, 602.0, 36.0], i4n9PeEpPR, 5753266]
[paragraph, [499.0, 617.0, 602.0, 36.0], i4n9PeEpPR, 5753266]
[paragraph, [499.0, 653.0, 602.0, 36.0], i4n9PeEpPR, 5753266]
[paragraph, [499.0, 689.0, 602.0, 36.0], i4n9PeEpPR, 5753266]
[paragraph, [499.0, 725.0, 602.0, 36.0], i4n9PeEpPR, 5753266]
[paragraph, [499.0, 761.0, 602.0, 36.0], i4n9PeEpPR, 5753266]
[paragraph, [499.0, 797.0, 602.0, 36.0], i4n9PeEpPR, 5753266]
[paragraph, [499.0, 833.0, 602.0, 36.0], i4n9PeEpPR, 5753266]
[paragraph, [499.0, 869.0, 602.0, 36.0], i4n9PeEpPR, 5753266]
[paragraph, [499.0, 905.0, 602.0, 36.0], i4n9PeEpPR, 5753266]
[paragraph, [499.0, 941.0, 602.0, 36.0], i4n9PeEpPR, 5753266]
[paragraph, [234.0, 1030.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1066.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1102.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1138.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1174.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1210.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1246.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1282.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1318.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1354.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1390.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1426.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1462.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1498.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1534.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1570.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1606.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1642.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1678.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1714.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1750.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1786.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1822.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1858.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1894.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1930.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[paragraph, [234.0, 1966.0, 1179.0, 36.0], shoonya_0sMDPRL5E85WZO, 5753266]
[reference, [239.0, 2087.0, 468.0, 36.0], UxX7qZkgGF, 5753266]
