[5500, 3644]
[folio, [291.0, 378.0, 268.0, 52.5], JuQ76pmo0n, 5709992]
[folio, [291.0, 430.5, 268.0, 52.5], JuQ76pmo0n, 5709992]
[folio, [291.0, 483.0, 268.0, 52.5], JuQ76pmo0n, 5709992]
[paragraph, [132.0, 589.0, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [132.0, 641.5, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [132.0, 694.0, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [132.0, 746.5, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [132.0, 799.0, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [132.0, 851.5, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [132.0, 904.0, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [132.0, 956.5, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [132.0, 1009.0, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [132.0, 1061.5, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [132.0, 1114.0, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [132.0, 1166.5, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [132.0, 1219.0, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [132.0, 1271.5, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [132.0, 1324.0, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [132.0, 1376.5, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [132.0, 1429.0, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [132.0, 1481.5, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [132.0, 1534.0, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [132.0, 1586.5, 3073.0, 52.5], shoonya_1s3VOQH0QSOIS1, 5709992]
[paragraph, [133.0, 1663.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 1715.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 1768.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 1820.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 1873.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 1925.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 1978.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 2030.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 2083.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 2135.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 2188.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 2240.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 2293.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 2345.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 2398.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 2450.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 2503.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 2555.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 2608.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 2660.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 2713.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 2765.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 2818.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 2870.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 2923.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 2975.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 3028.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 3080.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 3133.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 3185.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 3238.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 3290.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 3343.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 3395.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 3448.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 3500.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 3553.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 3605.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 3658.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 3710.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 3763.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 3815.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 3868.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 3920.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 3973.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 4025.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 4078.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 4130.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 4183.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 4235.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 4288.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 4340.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 4393.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 4445.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 4498.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 4550.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 4603.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 4655.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 4708.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 4760.5, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
[paragraph, [133.0, 4813.0, 3076.0, 52.5], shoonya_2sVKDOSS87YFU6, 5709992]
