[2339, 1653]
[folio, [278.0, 220.0, 206.0, 36.0], 6hHDZJF-id, 5655219]
[paragraph, [285.0, 311.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 347.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 383.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 419.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 455.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 491.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 527.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 563.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 599.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 635.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 671.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 707.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 743.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 779.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 815.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 851.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 887.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 923.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 959.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 995.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 1031.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 1067.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [285.0, 1103.0, 1079.0, 36.0], shoonya_1sME07UPMLFJNA, 5655219]
[paragraph, [282.0, 1196.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1232.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1268.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1304.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1340.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1376.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1412.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1448.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1484.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1520.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1556.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1592.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1628.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1664.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1700.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1736.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1772.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1808.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1844.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1880.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1916.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1952.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 1988.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 2024.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 2060.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
[paragraph, [282.0, 2096.0, 1084.0, 36.0], shoonya_0s0HHFJIXUQJ45, 5655219]
