[2339, 1653]
[folio, [202.0, 369.0, 165.0, 36.0], zJl5ta-wQK, 5735919]
[folio, [1093.0, 369.0, 354.0, 36.0], UdG9WsvG_W, 5735919]
[paragraph, [206.0, 420.0, 254.0, 36.0], shoonya_7s5QGV6S3BUVRQ, 5735919]
[paragraph, [834.0, 421.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 457.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 493.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 529.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 565.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 601.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 637.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 673.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 709.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 745.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 781.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 817.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 853.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 889.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 925.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 961.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 997.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 1033.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 1069.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 1105.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 1141.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 1177.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [834.0, 1213.0, 615.0, 36.0], shoonya_0s136AXFIK506Y, 5735919]
[paragraph, [203.0, 467.0, 613.0, 36.0], shoonya_2s8UYLMUSGMXVT, 5735919]
[paragraph, [203.0, 503.0, 613.0, 36.0], shoonya_2s8UYLMUSGMXVT, 5735919]
[paragraph, [203.0, 539.0, 613.0, 36.0], shoonya_2s8UYLMUSGMXVT, 5735919]
[paragraph, [203.0, 575.0, 613.0, 36.0], shoonya_2s8UYLMUSGMXVT, 5735919]
[paragraph, [203.0, 611.0, 613.0, 36.0], shoonya_2s8UYLMUSGMXVT, 5735919]
[paragraph, [203.0, 647.0, 613.0, 36.0], shoonya_2s8UYLMUSGMXVT, 5735919]
[paragraph, [203.0, 683.0, 613.0, 36.0], shoonya_2s8UYLMUSGMXVT, 5735919]
[paragraph, [203.0, 719.0, 613.0, 36.0], shoonya_2s8UYLMUSGMXVT, 5735919]
[paragraph, [203.0, 755.0, 613.0, 36.0], shoonya_2s8UYLMUSGMXVT, 5735919]
[paragraph, [203.0, 791.0, 613.0, 36.0], shoonya_2s8UYLMUSGMXVT, 5735919]
[paragraph, [203.0, 827.0, 613.0, 36.0], shoonya_2s8UYLMUSGMXVT, 5735919]
[sidebar, [1492.0, 483.0, 134.0, 36.0], shoonya_8sVJ03MW13CSBS, 5735919]
[paragraph, [201.0, 894.0, 614.0, 36.0], shoonya_6sIYF20R78KPXN, 5735919]
[paragraph, [201.0, 930.0, 614.0, 36.0], shoonya_6sIYF20R78KPXN, 5735919]
[paragraph, [201.0, 966.0, 614.0, 36.0], shoonya_6sIYF20R78KPXN, 5735919]
[paragraph, [201.0, 1002.0, 614.0, 36.0], shoonya_6sIYF20R78KPXN, 5735919]
[paragraph, [201.0, 1038.0, 614.0, 36.0], shoonya_6sIYF20R78KPXN, 5735919]
[paragraph, [201.0, 1074.0, 614.0, 36.0], shoonya_6sIYF20R78KPXN, 5735919]
[paragraph, [201.0, 1110.0, 614.0, 36.0], shoonya_6sIYF20R78KPXN, 5735919]
[paragraph, [204.0, 1174.0, 613.0, 36.0], shoonya_3sPOL44Z2P0GW0, 5735919]
[paragraph, [204.0, 1210.0, 613.0, 36.0], shoonya_3sPOL44Z2P0GW0, 5735919]
[paragraph, [204.0, 1246.0, 613.0, 36.0], shoonya_3sPOL44Z2P0GW0, 5735919]
[paragraph, [204.0, 1282.0, 613.0, 36.0], shoonya_3sPOL44Z2P0GW0, 5735919]
[paragraph, [204.0, 1318.0, 613.0, 36.0], shoonya_3sPOL44Z2P0GW0, 5735919]
[paragraph, [204.0, 1354.0, 613.0, 36.0], shoonya_3sPOL44Z2P0GW0, 5735919]
[paragraph, [204.0, 1390.0, 613.0, 36.0], shoonya_3sPOL44Z2P0GW0, 5735919]
[paragraph, [204.0, 1426.0, 613.0, 36.0], shoonya_3sPOL44Z2P0GW0, 5735919]
[paragraph, [204.0, 1462.0, 613.0, 36.0], shoonya_3sPOL44Z2P0GW0, 5735919]
[paragraph, [838.0, 1267.0, 610.0, 36.0], shoonya_4sIY8X5X5O9MEL, 5735919]
[paragraph, [838.0, 1303.0, 610.0, 36.0], shoonya_4sIY8X5X5O9MEL, 5735919]
[paragraph, [838.0, 1339.0, 610.0, 36.0], shoonya_4sIY8X5X5O9MEL, 5735919]
[paragraph, [838.0, 1375.0, 610.0, 36.0], shoonya_4sIY8X5X5O9MEL, 5735919]
[paragraph, [838.0, 1411.0, 610.0, 36.0], shoonya_4sIY8X5X5O9MEL, 5735919]
[paragraph, [838.0, 1447.0, 610.0, 36.0], shoonya_4sIY8X5X5O9MEL, 5735919]
[paragraph, [838.0, 1483.0, 610.0, 36.0], shoonya_4sIY8X5X5O9MEL, 5735919]
[paragraph, [838.0, 1519.0, 610.0, 36.0], shoonya_4sIY8X5X5O9MEL, 5735919]
[paragraph, [838.0, 1555.0, 610.0, 36.0], shoonya_4sIY8X5X5O9MEL, 5735919]
[paragraph, [203.0, 1503.0, 614.0, 36.0], shoonya_1sR01JVPCOSFRJ, 5735919]
[paragraph, [203.0, 1539.0, 614.0, 36.0], shoonya_1sR01JVPCOSFRJ, 5735919]
[paragraph, [203.0, 1575.0, 614.0, 36.0], shoonya_1sR01JVPCOSFRJ, 5735919]
[paragraph, [203.0, 1611.0, 614.0, 36.0], shoonya_1sR01JVPCOSFRJ, 5735919]
[paragraph, [203.0, 1647.0, 614.0, 36.0], shoonya_1sR01JVPCOSFRJ, 5735919]
[paragraph, [203.0, 1683.0, 614.0, 36.0], shoonya_1sR01JVPCOSFRJ, 5735919]
[paragraph, [203.0, 1719.0, 614.0, 36.0], shoonya_1sR01JVPCOSFRJ, 5735919]
[paragraph, [203.0, 1755.0, 614.0, 36.0], shoonya_1sR01JVPCOSFRJ, 5735919]
[paragraph, [203.0, 1791.0, 614.0, 36.0], shoonya_1sR01JVPCOSFRJ, 5735919]
[paragraph, [203.0, 1827.0, 614.0, 36.0], shoonya_1sR01JVPCOSFRJ, 5735919]
[paragraph, [203.0, 1863.0, 614.0, 36.0], shoonya_1sR01JVPCOSFRJ, 5735919]
[paragraph, [203.0, 1899.0, 614.0, 36.0], shoonya_1sR01JVPCOSFRJ, 5735919]
[paragraph, [203.0, 1935.0, 614.0, 36.0], shoonya_1sR01JVPCOSFRJ, 5735919]
[paragraph, [203.0, 1971.0, 614.0, 36.0], shoonya_1sR01JVPCOSFRJ, 5735919]
[paragraph, [203.0, 2007.0, 614.0, 36.0], shoonya_1sR01JVPCOSFRJ, 5735919]
[paragraph, [836.0, 1595.0, 613.0, 36.0], shoonya_5s5V57YW185K2X, 5735919]
[paragraph, [836.0, 1631.0, 613.0, 36.0], shoonya_5s5V57YW185K2X, 5735919]
[paragraph, [836.0, 1667.0, 613.0, 36.0], shoonya_5s5V57YW185K2X, 5735919]
