[1275, 1650]
[folio, [177.0, 132.0, 598.0, 18.0], ayhtqUOjDg, 5764998]
[folio, [177.0, 150.0, 598.0, 18.0], ayhtqUOjDg, 5764998]
[folio, [177.0, 168.0, 598.0, 18.0], ayhtqUOjDg, 5764998]
[folio, [177.0, 186.0, 598.0, 18.0], ayhtqUOjDg, 5764998]
[folio, [177.0, 204.0, 598.0, 18.0], ayhtqUOjDg, 5764998]
[folio, [177.0, 222.0, 598.0, 18.0], ayhtqUOjDg, 5764998]
[folio, [177.0, 240.0, 598.0, 18.0], ayhtqUOjDg, 5764998]
[folio, [177.0, 258.0, 598.0, 18.0], ayhtqUOjDg, 5764998]
[folio, [177.0, 276.0, 598.0, 18.0], ayhtqUOjDg, 5764998]
[folio, [177.0, 294.0, 598.0, 18.0], ayhtqUOjDg, 5764998]
[sidebar, [80.0, 313.0, 148.0, 18.0], AHm5S_TxJ1, 5764998]
[sidebar, [80.0, 331.0, 148.0, 18.0], AHm5S_TxJ1, 5764998]
[sidebar, [565.0, 317.0, 212.0, 18.0], Wn01_iD25j, 5764998]
[sidebar, [637.0, 354.0, 152.0, 18.0], bc28Lt30wR, 5764998]
[sidebar, [637.0, 372.0, 152.0, 18.0], bc28Lt30wR, 5764998]
[second-level-question, [68.0, 414.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 432.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 450.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 468.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 486.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 504.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 522.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 540.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 558.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 576.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 594.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 612.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 630.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 648.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 666.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 684.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 702.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 720.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 738.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 756.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 774.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 792.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 810.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 828.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 846.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 864.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 882.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 900.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 918.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 936.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 954.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 972.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 990.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 1008.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 1026.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 1044.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[second-level-question, [68.0, 1062.0, 728.0, 18.0], Thw1qIHqbF, 5764998]
[folio, [447.0, 1113.0, 251.0, 18.0], shoonya_0sZS13EQ7P10CI, 5764998]
