[1625, 1211]
[paragraph, [60.0, 83.0, 349.0, 36.0], shoonya_0sTXYT9WUJ1PLQ, 5742367]
[paragraph, [60.0, 119.0, 349.0, 36.0], shoonya_0sTXYT9WUJ1PLQ, 5742367]
[paragraph, [60.0, 155.0, 349.0, 36.0], shoonya_0sTXYT9WUJ1PLQ, 5742367]
[paragraph, [60.0, 191.0, 349.0, 36.0], shoonya_0sTXYT9WUJ1PLQ, 5742367]
[paragraph, [783.0, 89.0, 352.0, 36.0], dVrwHSvboS, 5742367]
[paragraph, [432.0, 92.0, 333.0, 36.0], shoonya_5sDNBAB857AHJD, 5742367]
[paragraph, [432.0, 128.0, 333.0, 36.0], shoonya_5sDNBAB857AHJD, 5742367]
[paragraph, [432.0, 164.0, 333.0, 36.0], shoonya_5sDNBAB857AHJD, 5742367]
[paragraph, [432.0, 200.0, 333.0, 36.0], shoonya_5sDNBAB857AHJD, 5742367]
[paragraph, [432.0, 236.0, 333.0, 36.0], shoonya_5sDNBAB857AHJD, 5742367]
[paragraph, [432.0, 272.0, 333.0, 36.0], shoonya_5sDNBAB857AHJD, 5742367]
[paragraph, [432.0, 308.0, 333.0, 36.0], shoonya_5sDNBAB857AHJD, 5742367]
[paragraph, [432.0, 344.0, 333.0, 36.0], shoonya_5sDNBAB857AHJD, 5742367]
[paragraph, [432.0, 380.0, 333.0, 36.0], shoonya_5sDNBAB857AHJD, 5742367]
[paragraph, [432.0, 416.0, 333.0, 36.0], shoonya_5sDNBAB857AHJD, 5742367]
[paragraph, [432.0, 452.0, 333.0, 36.0], shoonya_5sDNBAB857AHJD, 5742367]
[paragraph, [432.0, 488.0, 333.0, 36.0], shoonya_5sDNBAB857AHJD, 5742367]
[paragraph, [432.0, 524.0, 333.0, 36.0], shoonya_5sDNBAB857AHJD, 5742367]
[paragraph, [432.0, 560.0, 333.0, 36.0], shoonya_5sDNBAB857AHJD, 5742367]
[paragraph, [432.0, 596.0, 333.0, 36.0], shoonya_5sDNBAB857AHJD, 5742367]
[paragraph, [780.0, 169.0, 358.0, 36.0], lRpMbN2SVg, 5742367]
[paragraph, [780.0, 205.0, 358.0, 36.0], lRpMbN2SVg, 5742367]
[paragraph, [780.0, 241.0, 358.0, 36.0], lRpMbN2SVg, 5742367]
[paragraph, [780.0, 277.0, 358.0, 36.0], lRpMbN2SVg, 5742367]
[paragraph, [780.0, 313.0, 358.0, 36.0], lRpMbN2SVg, 5742367]
[paragraph, [780.0, 349.0, 358.0, 36.0], lRpMbN2SVg, 5742367]
[paragraph, [780.0, 385.0, 358.0, 36.0], lRpMbN2SVg, 5742367]
[paragraph, [780.0, 421.0, 358.0, 36.0], lRpMbN2SVg, 5742367]
[paragraph, [780.0, 457.0, 358.0, 36.0], lRpMbN2SVg, 5742367]
[paragraph, [780.0, 493.0, 358.0, 36.0], lRpMbN2SVg, 5742367]
[paragraph, [780.0, 529.0, 358.0, 36.0], lRpMbN2SVg, 5742367]
[paragraph, [780.0, 565.0, 358.0, 36.0], lRpMbN2SVg, 5742367]
[paragraph, [780.0, 601.0, 358.0, 36.0], lRpMbN2SVg, 5742367]
[sub-section-title, [116.0, 256.0, 253.0, 36.0], 9L0AVfVorq, 5742367]
[paragraph, [70.0, 308.0, 344.0, 36.0], shoonya_1sDRA5CAY2EC96, 5742367]
[paragraph, [70.0, 344.0, 344.0, 36.0], shoonya_1sDRA5CAY2EC96, 5742367]
[paragraph, [70.0, 380.0, 344.0, 36.0], shoonya_1sDRA5CAY2EC96, 5742367]
[paragraph, [70.0, 416.0, 344.0, 36.0], shoonya_1sDRA5CAY2EC96, 5742367]
[paragraph, [70.0, 452.0, 344.0, 36.0], shoonya_1sDRA5CAY2EC96, 5742367]
[paragraph, [70.0, 488.0, 344.0, 36.0], shoonya_1sDRA5CAY2EC96, 5742367]
[paragraph, [70.0, 524.0, 344.0, 36.0], shoonya_1sDRA5CAY2EC96, 5742367]
[paragraph, [70.0, 560.0, 344.0, 36.0], shoonya_1sDRA5CAY2EC96, 5742367]
[paragraph, [70.0, 596.0, 344.0, 36.0], shoonya_1sDRA5CAY2EC96, 5742367]
[paragraph, [70.0, 632.0, 344.0, 36.0], shoonya_1sDRA5CAY2EC96, 5742367]
[paragraph, [70.0, 668.0, 344.0, 36.0], shoonya_1sDRA5CAY2EC96, 5742367]
[paragraph, [780.0, 651.0, 365.0, 36.0], SZWA03AUj3, 5742367]
[paragraph, [780.0, 687.0, 365.0, 36.0], SZWA03AUj3, 5742367]
[paragraph, [780.0, 723.0, 365.0, 36.0], SZWA03AUj3, 5742367]
[paragraph, [780.0, 759.0, 365.0, 36.0], SZWA03AUj3, 5742367]
[paragraph, [780.0, 795.0, 365.0, 36.0], SZWA03AUj3, 5742367]
[paragraph, [780.0, 831.0, 365.0, 36.0], SZWA03AUj3, 5742367]
[paragraph, [780.0, 867.0, 365.0, 36.0], SZWA03AUj3, 5742367]
[paragraph, [780.0, 903.0, 365.0, 36.0], SZWA03AUj3, 5742367]
[paragraph, [780.0, 939.0, 365.0, 36.0], SZWA03AUj3, 5742367]
[paragraph, [780.0, 975.0, 365.0, 36.0], SZWA03AUj3, 5742367]
[paragraph, [434.0, 653.0, 341.0, 36.0], shoonya_6sR5JYL7KCFRDG, 5742367]
[paragraph, [434.0, 689.0, 341.0, 36.0], shoonya_6sR5JYL7KCFRDG, 5742367]
[paragraph, [434.0, 725.0, 341.0, 36.0], shoonya_6sR5JYL7KCFRDG, 5742367]
[paragraph, [434.0, 761.0, 341.0, 36.0], shoonya_6sR5JYL7KCFRDG, 5742367]
[paragraph, [434.0, 797.0, 341.0, 36.0], shoonya_6sR5JYL7KCFRDG, 5742367]
[paragraph, [434.0, 833.0, 341.0, 36.0], shoonya_6sR5JYL7KCFRDG, 5742367]
[paragraph, [434.0, 869.0, 341.0, 36.0], shoonya_6sR5JYL7KCFRDG, 5742367]
[paragraph, [434.0, 905.0, 341.0, 36.0], shoonya_6sR5JYL7KCFRDG, 5742367]
[paragraph, [434.0, 941.0, 341.0, 36.0], shoonya_6sR5JYL7KCFRDG, 5742367]
[paragraph, [434.0, 977.0, 341.0, 36.0], shoonya_6sR5JYL7KCFRDG, 5742367]
[paragraph, [434.0, 1013.0, 341.0, 36.0], shoonya_6sR5JYL7KCFRDG, 5742367]
[paragraph, [434.0, 1049.0, 341.0, 36.0], shoonya_6sR5JYL7KCFRDG, 5742367]
[paragraph, [434.0, 1085.0, 341.0, 36.0], shoonya_6sR5JYL7KCFRDG, 5742367]
[paragraph, [434.0, 1121.0, 341.0, 36.0], shoonya_6sR5JYL7KCFRDG, 5742367]
[paragraph, [72.0, 732.0, 349.0, 36.0], shoonya_2sCYYI1O82L0AF, 5742367]
[paragraph, [72.0, 768.0, 349.0, 36.0], shoonya_2sCYYI1O82L0AF, 5742367]
[paragraph, [72.0, 804.0, 349.0, 36.0], shoonya_2sCYYI1O82L0AF, 5742367]
[paragraph, [72.0, 840.0, 349.0, 36.0], shoonya_2sCYYI1O82L0AF, 5742367]
[paragraph, [72.0, 876.0, 349.0, 36.0], shoonya_2sCYYI1O82L0AF, 5742367]
[paragraph, [72.0, 912.0, 349.0, 36.0], shoonya_2sCYYI1O82L0AF, 5742367]
[paragraph, [72.0, 948.0, 349.0, 36.0], shoonya_2sCYYI1O82L0AF, 5742367]
[paragraph, [72.0, 984.0, 349.0, 36.0], shoonya_2sCYYI1O82L0AF, 5742367]
[paragraph, [72.0, 1020.0, 349.0, 36.0], shoonya_2sCYYI1O82L0AF, 5742367]
[paragraph, [72.0, 1056.0, 349.0, 36.0], shoonya_2sCYYI1O82L0AF, 5742367]
[paragraph, [72.0, 1092.0, 349.0, 36.0], shoonya_2sCYYI1O82L0AF, 5742367]
[paragraph, [72.0, 1128.0, 349.0, 36.0], shoonya_2sCYYI1O82L0AF, 5742367]
[paragraph, [72.0, 1164.0, 349.0, 36.0], shoonya_2sCYYI1O82L0AF, 5742367]
[paragraph, [72.0, 1200.0, 349.0, 36.0], shoonya_2sCYYI1O82L0AF, 5742367]
[paragraph, [72.0, 1236.0, 349.0, 36.0], shoonya_2sCYYI1O82L0AF, 5742367]
[paragraph, [72.0, 1272.0, 349.0, 36.0], shoonya_2sCYYI1O82L0AF, 5742367]
[paragraph, [787.0, 1053.0, 365.0, 36.0], oZ_FKgdtU7, 5742367]
[paragraph, [787.0, 1089.0, 365.0, 36.0], oZ_FKgdtU7, 5742367]
[paragraph, [787.0, 1125.0, 365.0, 36.0], oZ_FKgdtU7, 5742367]
[paragraph, [787.0, 1161.0, 365.0, 36.0], oZ_FKgdtU7, 5742367]
[paragraph, [787.0, 1197.0, 365.0, 36.0], oZ_FKgdtU7, 5742367]
[paragraph, [787.0, 1233.0, 365.0, 36.0], oZ_FKgdtU7, 5742367]
[paragraph, [787.0, 1269.0, 365.0, 36.0], oZ_FKgdtU7, 5742367]
[paragraph, [787.0, 1305.0, 365.0, 36.0], oZ_FKgdtU7, 5742367]
[paragraph, [787.0, 1341.0, 365.0, 36.0], oZ_FKgdtU7, 5742367]
[paragraph, [787.0, 1377.0, 365.0, 36.0], oZ_FKgdtU7, 5742367]
[paragraph, [787.0, 1413.0, 365.0, 36.0], oZ_FKgdtU7, 5742367]
[paragraph, [787.0, 1449.0, 365.0, 36.0], oZ_FKgdtU7, 5742367]
[sub-section-title, [450.0, 1188.0, 309.0, 36.0], qeTIL_ecxG, 5742367]
[sub-section-title, [450.0, 1224.0, 309.0, 36.0], qeTIL_ecxG, 5742367]
[paragraph, [429.0, 1271.0, 350.0, 36.0], kAWAglm_h1, 5742367]
[paragraph, [429.0, 1307.0, 350.0, 36.0], kAWAglm_h1, 5742367]
[paragraph, [429.0, 1343.0, 350.0, 36.0], kAWAglm_h1, 5742367]
[paragraph, [429.0, 1379.0, 350.0, 36.0], kAWAglm_h1, 5742367]
[paragraph, [429.0, 1415.0, 350.0, 36.0], kAWAglm_h1, 5742367]
[paragraph, [429.0, 1451.0, 350.0, 36.0], kAWAglm_h1, 5742367]
[paragraph, [79.0, 1319.0, 339.0, 36.0], shoonya_3sHMLWRFH26VYM, 5742367]
[paragraph, [79.0, 1355.0, 339.0, 36.0], shoonya_3sHMLWRFH26VYM, 5742367]
[paragraph, [79.0, 1391.0, 339.0, 36.0], shoonya_3sHMLWRFH26VYM, 5742367]
[paragraph, [79.0, 1427.0, 339.0, 36.0], shoonya_3sHMLWRFH26VYM, 5742367]
