[515, 727]
[section-title, [252.0, 68.0, 48.0, 30.0], shoonya_0sT0O8JSUBJ13P, 6532785]
[paragraph, [425.0, 111.0, 264.0, 18.0], ok8nWAbKVY, 6532785]
[paragraph, [425.0, 129.0, 264.0, 18.0], ok8nWAbKVY, 6532785]
[paragraph, [425.0, 147.0, 264.0, 18.0], ok8nWAbKVY, 6532785]
[paragraph, [425.0, 165.0, 264.0, 18.0], ok8nWAbKVY, 6532785]
[paragraph, [143.0, 135.0, 260.0, 18.0], 5qQe7eNrNP, 6532785]
[paragraph, [143.0, 153.0, 260.0, 18.0], 5qQe7eNrNP, 6532785]
[paragraph, [143.0, 171.0, 260.0, 18.0], 5qQe7eNrNP, 6532785]
[paragraph, [143.0, 189.0, 260.0, 18.0], 5qQe7eNrNP, 6532785]
[paragraph, [143.0, 207.0, 260.0, 18.0], 5qQe7eNrNP, 6532785]
[paragraph, [143.0, 225.0, 260.0, 18.0], 5qQe7eNrNP, 6532785]
[paragraph, [143.0, 243.0, 260.0, 18.0], 5qQe7eNrNP, 6532785]
[paragraph, [143.0, 261.0, 260.0, 18.0], 5qQe7eNrNP, 6532785]
[paragraph, [143.0, 279.0, 260.0, 18.0], 5qQe7eNrNP, 6532785]
[paragraph, [430.0, 230.0, 263.0, 18.0], 2W4Yixb42C, 6532785]
[paragraph, [430.0, 248.0, 263.0, 18.0], 2W4Yixb42C, 6532785]
[paragraph, [430.0, 266.0, 263.0, 18.0], 2W4Yixb42C, 6532785]
[paragraph, [430.0, 284.0, 263.0, 18.0], 2W4Yixb42C, 6532785]
[paragraph, [430.0, 302.0, 263.0, 18.0], 2W4Yixb42C, 6532785]
[paragraph, [430.0, 320.0, 263.0, 18.0], 2W4Yixb42C, 6532785]
[paragraph, [430.0, 338.0, 263.0, 18.0], 2W4Yixb42C, 6532785]
[paragraph, [430.0, 356.0, 263.0, 18.0], 2W4Yixb42C, 6532785]
[paragraph, [430.0, 374.0, 263.0, 18.0], 2W4Yixb42C, 6532785]
[paragraph, [430.0, 392.0, 263.0, 18.0], 2W4Yixb42C, 6532785]
[paragraph, [147.0, 306.0, 252.0, 18.0], XcpRyNOnt-, 6532785]
[paragraph, [147.0, 324.0, 252.0, 18.0], XcpRyNOnt-, 6532785]
[paragraph, [147.0, 342.0, 252.0, 18.0], XcpRyNOnt-, 6532785]
[paragraph, [147.0, 360.0, 252.0, 18.0], XcpRyNOnt-, 6532785]
[ordered-list, [139.0, 387.0, 263.0, 18.0], lHxyjS4kSS, 6532785]
[ordered-list, [139.0, 405.0, 263.0, 18.0], lHxyjS4kSS, 6532785]
[ordered-list, [139.0, 423.0, 263.0, 18.0], lHxyjS4kSS, 6532785]
