[1787, 1218]
[chapter-title, [289.0, 253.0, 631.0, 58.5], shoonya_5sEK3KZI7IPMXA, 5651371]
[author, [854.0, 365.0, 251.0, 36.0], vLXMVo90K5, 5651371]
[paragraph, [105.0, 451.0, 998.0, 36.0], shoonya_0s1EC77DIY6F7G, 5651371]
[paragraph, [105.0, 487.0, 998.0, 36.0], shoonya_0s1EC77DIY6F7G, 5651371]
[paragraph, [105.0, 523.0, 998.0, 36.0], shoonya_0s1EC77DIY6F7G, 5651371]
[paragraph, [105.0, 559.0, 998.0, 36.0], shoonya_0s1EC77DIY6F7G, 5651371]
[paragraph, [105.0, 595.0, 998.0, 36.0], shoonya_0s1EC77DIY6F7G, 5651371]
[paragraph, [105.0, 631.0, 998.0, 36.0], shoonya_0s1EC77DIY6F7G, 5651371]
[paragraph, [105.0, 667.0, 998.0, 36.0], shoonya_0s1EC77DIY6F7G, 5651371]
[paragraph, [107.0, 741.0, 1001.0, 36.0], shoonya_2sSJ9YPLRGSG8R, 5651371]
[paragraph, [107.0, 777.0, 1001.0, 36.0], shoonya_2sSJ9YPLRGSG8R, 5651371]
[paragraph, [107.0, 813.0, 1001.0, 36.0], shoonya_2sSJ9YPLRGSG8R, 5651371]
[paragraph, [107.0, 849.0, 1001.0, 36.0], shoonya_2sSJ9YPLRGSG8R, 5651371]
[paragraph, [107.0, 885.0, 1001.0, 36.0], shoonya_2sSJ9YPLRGSG8R, 5651371]
[paragraph, [107.0, 921.0, 1001.0, 36.0], shoonya_2sSJ9YPLRGSG8R, 5651371]
[ordered-list, [87.0, 985.0, 1036.0, 36.0], shoonya_1sFBX8LVM2M8XK, 5651371]
[ordered-list, [87.0, 1021.0, 1036.0, 36.0], shoonya_1sFBX8LVM2M8XK, 5651371]
[ordered-list, [87.0, 1057.0, 1036.0, 36.0], shoonya_1sFBX8LVM2M8XK, 5651371]
[ordered-list, [87.0, 1093.0, 1036.0, 36.0], shoonya_1sFBX8LVM2M8XK, 5651371]
[ordered-list, [87.0, 1129.0, 1036.0, 36.0], shoonya_1sFBX8LVM2M8XK, 5651371]
[ordered-list, [87.0, 1165.0, 1036.0, 36.0], shoonya_1sFBX8LVM2M8XK, 5651371]
[ordered-list, [87.0, 1201.0, 1036.0, 36.0], shoonya_1sFBX8LVM2M8XK, 5651371]
[ordered-list, [87.0, 1237.0, 1036.0, 36.0], shoonya_1sFBX8LVM2M8XK, 5651371]
[ordered-list, [87.0, 1273.0, 1036.0, 36.0], shoonya_1sFBX8LVM2M8XK, 5651371]
[ordered-list, [87.0, 1309.0, 1036.0, 36.0], shoonya_1sFBX8LVM2M8XK, 5651371]
[ordered-list, [87.0, 1345.0, 1036.0, 36.0], shoonya_1sFBX8LVM2M8XK, 5651371]
[ordered-list, [87.0, 1381.0, 1036.0, 36.0], shoonya_1sFBX8LVM2M8XK, 5651371]
[ordered-list, [87.0, 1417.0, 1036.0, 36.0], shoonya_1sFBX8LVM2M8XK, 5651371]
[ordered-list, [87.0, 1453.0, 1036.0, 36.0], shoonya_1sFBX8LVM2M8XK, 5651371]
[ordered-list, [87.0, 1489.0, 1036.0, 36.0], shoonya_1sFBX8LVM2M8XK, 5651371]
[ordered-list, [87.0, 1525.0, 1036.0, 36.0], shoonya_1sFBX8LVM2M8XK, 5651371]
[ordered-list, [87.0, 1561.0, 1036.0, 36.0], shoonya_1sFBX8LVM2M8XK, 5651371]
[footnote, [459.0, 1635.0, 220.0, 36.0], qmD-yu6osk, 5651371]
