[1571, 1187]
[section-title, [57.0, 51.0, 164.0, 49.5], g6MJhNAHov, 6472300]
[section-title, [57.0, 100.5, 164.0, 49.5], g6MJhNAHov, 6472300]
[headline, [294.0, 53.0, 774.0, 37.5], shoonya_9sSV3RHFCUFEM7, 6472300]
[headline, [294.0, 90.5, 774.0, 37.5], shoonya_9sSV3RHFCUFEM7, 6472300]
[headline, [294.0, 128.0, 774.0, 37.5], shoonya_9sSV3RHFCUFEM7, 6472300]
[headline, [294.0, 165.5, 774.0, 37.5], shoonya_9sSV3RHFCUFEM7, 6472300]
[figure-caption, [853.0, 781.0, 253.0, 36.0], L3LtumqhkC, 6472300]
[ordered-list, [81.0, 823.0, 1001.0, 36.0], QuMQXGXLLP, 6472300]
[ordered-list, [81.0, 859.0, 1001.0, 36.0], QuMQXGXLLP, 6472300]
[ordered-list, [81.0, 895.0, 1001.0, 36.0], QuMQXGXLLP, 6472300]
[ordered-list, [81.0, 931.0, 1001.0, 36.0], QuMQXGXLLP, 6472300]
[ordered-list, [81.0, 967.0, 1001.0, 36.0], QuMQXGXLLP, 6472300]
[ordered-list, [81.0, 1003.0, 1001.0, 36.0], QuMQXGXLLP, 6472300]
[ordered-list, [81.0, 1039.0, 1001.0, 36.0], QuMQXGXLLP, 6472300]
[ordered-list, [81.0, 1075.0, 1001.0, 36.0], QuMQXGXLLP, 6472300]
[ordered-list, [81.0, 1111.0, 1001.0, 36.0], QuMQXGXLLP, 6472300]
[ordered-list, [80.0, 1173.0, 747.0, 36.0], llhjUFFSHE, 6472300]
[ordered-list, [80.0, 1209.0, 747.0, 36.0], llhjUFFSHE, 6472300]
[ordered-list, [80.0, 1245.0, 747.0, 36.0], llhjUFFSHE, 6472300]
[ordered-list, [80.0, 1281.0, 747.0, 36.0], llhjUFFSHE, 6472300]
[ordered-list, [80.0, 1317.0, 747.0, 36.0], llhjUFFSHE, 6472300]
[ordered-list, [80.0, 1353.0, 747.0, 36.0], llhjUFFSHE, 6472300]
[ordered-list, [80.0, 1389.0, 747.0, 36.0], llhjUFFSHE, 6472300]
[contact-info, [256.0, 1441.0, 606.0, 36.0], sx_SmDzMIX, 6472300]
[contact-info, [256.0, 1477.0, 606.0, 36.0], sx_SmDzMIX, 6472300]
