[2342, 1678]
[folio, [242.0, 104.0, 335.0, 36.0], shoonya_4sYFJRCNJ77JET, 5656800]
[folio, [242.0, 140.0, 335.0, 36.0], shoonya_4sYFJRCNJ77JET, 5656800]
[folio, [242.0, 176.0, 335.0, 36.0], shoonya_4sYFJRCNJ77JET, 5656800]
[contact-info, [1015.0, 145.0, 368.0, 36.0], shoonya_5s3XD6GPB8L6TA, 5656800]
[paragraph, [142.0, 311.0, 562.0, 36.0], shoonya_1sXNDNU8Q0VT88, 5656800]
[paragraph, [142.0, 347.0, 562.0, 36.0], shoonya_1sXNDNU8Q0VT88, 5656800]
[paragraph, [142.0, 383.0, 562.0, 36.0], shoonya_1sXNDNU8Q0VT88, 5656800]
[paragraph, [142.0, 419.0, 562.0, 36.0], shoonya_1sXNDNU8Q0VT88, 5656800]
[paragraph, [142.0, 455.0, 562.0, 36.0], shoonya_1sXNDNU8Q0VT88, 5656800]
[paragraph, [142.0, 491.0, 562.0, 36.0], shoonya_1sXNDNU8Q0VT88, 5656800]
[paragraph, [142.0, 527.0, 562.0, 36.0], shoonya_1sXNDNU8Q0VT88, 5656800]
[paragraph, [142.0, 563.0, 562.0, 36.0], shoonya_1sXNDNU8Q0VT88, 5656800]
[paragraph, [142.0, 599.0, 562.0, 36.0], shoonya_1sXNDNU8Q0VT88, 5656800]
[paragraph, [142.0, 635.0, 562.0, 36.0], shoonya_1sXNDNU8Q0VT88, 5656800]
[paragraph, [142.0, 671.0, 562.0, 36.0], shoonya_1sXNDNU8Q0VT88, 5656800]
[paragraph, [142.0, 707.0, 562.0, 36.0], shoonya_1sXNDNU8Q0VT88, 5656800]
[paragraph, [142.0, 743.0, 562.0, 36.0], shoonya_1sXNDNU8Q0VT88, 5656800]
[paragraph, [142.0, 779.0, 562.0, 36.0], shoonya_1sXNDNU8Q0VT88, 5656800]
[paragraph, [142.0, 815.0, 562.0, 36.0], shoonya_1sXNDNU8Q0VT88, 5656800]
[paragraph, [142.0, 910.0, 1356.0, 36.0], shoonya_3sT872G4MISTFY, 5656800]
[paragraph, [142.0, 946.0, 1356.0, 36.0], shoonya_3sT872G4MISTFY, 5656800]
[paragraph, [142.0, 982.0, 1356.0, 36.0], shoonya_3sT872G4MISTFY, 5656800]
[paragraph, [142.0, 1018.0, 1356.0, 36.0], shoonya_3sT872G4MISTFY, 5656800]
[paragraph, [142.0, 1054.0, 1356.0, 36.0], shoonya_3sT872G4MISTFY, 5656800]
[paragraph, [142.0, 1090.0, 1356.0, 36.0], shoonya_3sT872G4MISTFY, 5656800]
[paragraph, [142.0, 1126.0, 1356.0, 36.0], shoonya_3sT872G4MISTFY, 5656800]
[paragraph, [142.0, 1162.0, 1356.0, 36.0], shoonya_3sT872G4MISTFY, 5656800]
[paragraph, [142.0, 1198.0, 1356.0, 36.0], shoonya_3sT872G4MISTFY, 5656800]
[paragraph, [142.0, 1234.0, 1356.0, 36.0], shoonya_3sT872G4MISTFY, 5656800]
[paragraph, [140.0, 1305.0, 1376.0, 36.0], shoonya_2sP8MOXTBYD5D0, 5656800]
[paragraph, [140.0, 1341.0, 1376.0, 36.0], shoonya_2sP8MOXTBYD5D0, 5656800]
[paragraph, [140.0, 1377.0, 1376.0, 36.0], shoonya_2sP8MOXTBYD5D0, 5656800]
[paragraph, [140.0, 1413.0, 1376.0, 36.0], shoonya_2sP8MOXTBYD5D0, 5656800]
[paragraph, [140.0, 1449.0, 1376.0, 36.0], shoonya_2sP8MOXTBYD5D0, 5656800]
[paragraph, [140.0, 1485.0, 1376.0, 36.0], shoonya_2sP8MOXTBYD5D0, 5656800]
[paragraph, [140.0, 1521.0, 1376.0, 36.0], shoonya_2sP8MOXTBYD5D0, 5656800]
[paragraph, [140.0, 1557.0, 1376.0, 36.0], shoonya_2sP8MOXTBYD5D0, 5656800]
[paragraph, [140.0, 1593.0, 1376.0, 36.0], shoonya_2sP8MOXTBYD5D0, 5656800]
[paragraph, [140.0, 1629.0, 1376.0, 36.0], shoonya_2sP8MOXTBYD5D0, 5656800]
[paragraph, [140.0, 1665.0, 1376.0, 36.0], shoonya_2sP8MOXTBYD5D0, 5656800]
[paragraph, [140.0, 1701.0, 1376.0, 36.0], shoonya_2sP8MOXTBYD5D0, 5656800]
[paragraph, [140.0, 1737.0, 1376.0, 36.0], shoonya_2sP8MOXTBYD5D0, 5656800]
[paragraph, [121.0, 1812.0, 289.0, 36.0], g5uFfxvzFc, 5656800]
