[2339, 1654]
[folio, [146.0, 75.0, 300.0, 36.0], shoonya_4sHJCIX0I4TE04, 5750781]
[paragraph, [289.0, 114.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 150.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 186.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 222.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 258.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 294.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 330.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 366.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 402.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 438.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 474.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 510.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 546.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 582.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 618.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 654.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 690.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 726.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 762.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 798.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 834.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 870.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 906.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 942.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 978.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [289.0, 1014.0, 1143.0, 36.0], shoonya_2sWNYUP84WSVRV, 5750781]
[paragraph, [135.0, 1109.0, 1464.0, 36.0], shoonya_1s2Q79D0EKO5N0, 5750781]
[paragraph, [135.0, 1145.0, 1464.0, 36.0], shoonya_1s2Q79D0EKO5N0, 5750781]
[paragraph, [135.0, 1181.0, 1464.0, 36.0], shoonya_1s2Q79D0EKO5N0, 5750781]
[paragraph, [135.0, 1217.0, 1464.0, 36.0], shoonya_1s2Q79D0EKO5N0, 5750781]
[paragraph, [135.0, 1253.0, 1464.0, 36.0], shoonya_1s2Q79D0EKO5N0, 5750781]
[paragraph, [135.0, 1289.0, 1464.0, 36.0], shoonya_1s2Q79D0EKO5N0, 5750781]
[paragraph, [135.0, 1325.0, 1464.0, 36.0], shoonya_1s2Q79D0EKO5N0, 5750781]
[paragraph, [135.0, 1361.0, 1464.0, 36.0], shoonya_1s2Q79D0EKO5N0, 5750781]
[paragraph, [135.0, 1397.0, 1464.0, 36.0], shoonya_1s2Q79D0EKO5N0, 5750781]
[paragraph, [135.0, 1433.0, 1464.0, 36.0], shoonya_1s2Q79D0EKO5N0, 5750781]
[paragraph, [135.0, 1469.0, 1464.0, 36.0], shoonya_1s2Q79D0EKO5N0, 5750781]
[paragraph, [135.0, 1505.0, 1464.0, 36.0], shoonya_1s2Q79D0EKO5N0, 5750781]
[paragraph, [149.0, 1545.0, 1455.0, 36.0], shoonya_0sE1OIFYK4N906, 5750781]
[paragraph, [149.0, 1581.0, 1455.0, 36.0], shoonya_0sE1OIFYK4N906, 5750781]
[paragraph, [149.0, 1617.0, 1455.0, 36.0], shoonya_0sE1OIFYK4N906, 5750781]
[paragraph, [149.0, 1653.0, 1455.0, 36.0], shoonya_0sE1OIFYK4N906, 5750781]
[paragraph, [149.0, 1689.0, 1455.0, 36.0], shoonya_0sE1OIFYK4N906, 5750781]
[paragraph, [149.0, 1725.0, 1455.0, 36.0], shoonya_0sE1OIFYK4N906, 5750781]
[paragraph, [149.0, 1761.0, 1455.0, 36.0], shoonya_0sE1OIFYK4N906, 5750781]
[paragraph, [149.0, 1797.0, 1455.0, 36.0], shoonya_0sE1OIFYK4N906, 5750781]
[paragraph, [149.0, 1833.0, 1455.0, 36.0], shoonya_0sE1OIFYK4N906, 5750781]
[paragraph, [149.0, 1869.0, 1455.0, 36.0], shoonya_0sE1OIFYK4N906, 5750781]
[paragraph, [149.0, 1905.0, 1455.0, 36.0], shoonya_0sE1OIFYK4N906, 5750781]
[paragraph, [149.0, 1941.0, 1455.0, 36.0], shoonya_0sE1OIFYK4N906, 5750781]
[paragraph, [149.0, 1977.0, 1455.0, 36.0], shoonya_0sE1OIFYK4N906, 5750781]
[paragraph, [149.0, 2013.0, 1455.0, 36.0], shoonya_0sE1OIFYK4N906, 5750781]
[paragraph, [149.0, 2049.0, 1455.0, 36.0], shoonya_0sE1OIFYK4N906, 5750781]
[paragraph, [149.0, 2085.0, 1455.0, 36.0], shoonya_0sE1OIFYK4N906, 5750781]
[paragraph, [149.0, 2121.0, 1455.0, 36.0], shoonya_0sE1OIFYK4N906, 5750781]
[paragraph, [231.0, 2152.0, 1369.0, 36.0], shoonya_5sH28R90GQ3EAB, 5750781]
[paragraph, [231.0, 2188.0, 1369.0, 36.0], shoonya_5sH28R90GQ3EAB, 5750781]
