[1240, 1755]
[sidebar, [673.0, 142.0, 118.0, 18.0], KlrE-7LulY, 5729132]
[sidebar, [673.0, 160.0, 118.0, 18.0], KlrE-7LulY, 5729132]
[second-level-question, [1031.0, 144.0, 601.0, 18.0], jZgP0ugSuH, 5729132]
[second-level-question, [1031.0, 162.0, 601.0, 18.0], jZgP0ugSuH, 5729132]
[second-level-question, [1031.0, 180.0, 601.0, 18.0], jZgP0ugSuH, 5729132]
[second-level-question, [1031.0, 198.0, 601.0, 18.0], jZgP0ugSuH, 5729132]
[second-level-question, [1031.0, 216.0, 601.0, 18.0], jZgP0ugSuH, 5729132]
[second-level-question, [1031.0, 234.0, 601.0, 18.0], jZgP0ugSuH, 5729132]
[options, [166.0, 195.0, 386.0, 18.0], GK2IHpgdpL, 5729132]
[options, [166.0, 213.0, 386.0, 18.0], GK2IHpgdpL, 5729132]
[options, [166.0, 231.0, 386.0, 18.0], GK2IHpgdpL, 5729132]
[options, [166.0, 249.0, 386.0, 18.0], GK2IHpgdpL, 5729132]
[options, [166.0, 267.0, 386.0, 18.0], GK2IHpgdpL, 5729132]
[options, [166.0, 285.0, 386.0, 18.0], GK2IHpgdpL, 5729132]
[options, [166.0, 303.0, 386.0, 18.0], GK2IHpgdpL, 5729132]
[options, [166.0, 321.0, 386.0, 18.0], GK2IHpgdpL, 5729132]
[options, [166.0, 339.0, 386.0, 18.0], GK2IHpgdpL, 5729132]
[options, [166.0, 357.0, 386.0, 18.0], GK2IHpgdpL, 5729132]
[options, [166.0, 375.0, 386.0, 18.0], GK2IHpgdpL, 5729132]
[options, [166.0, 393.0, 386.0, 18.0], GK2IHpgdpL, 5729132]
[options, [166.0, 411.0, 386.0, 18.0], GK2IHpgdpL, 5729132]
[second-level-question, [1027.0, 283.0, 591.0, 18.0], T-9uADA1ls, 5729132]
[second-level-question, [1027.0, 301.0, 591.0, 18.0], T-9uADA1ls, 5729132]
[second-level-question, [1027.0, 319.0, 591.0, 18.0], T-9uADA1ls, 5729132]
[second-level-question, [1030.0, 362.0, 596.0, 18.0], Q03f1qbLlT, 5729132]
[second-level-question, [1030.0, 380.0, 596.0, 18.0], Q03f1qbLlT, 5729132]
[second-level-question, [1030.0, 398.0, 596.0, 18.0], Q03f1qbLlT, 5729132]
[second-level-question, [1030.0, 416.0, 596.0, 18.0], Q03f1qbLlT, 5729132]
[second-level-question, [1030.0, 434.0, 596.0, 18.0], Q03f1qbLlT, 5729132]
[second-level-question, [1030.0, 452.0, 596.0, 18.0], Q03f1qbLlT, 5729132]
[sidebar, [653.0, 489.0, 129.0, 18.0], gDHnwp8rWe, 5729132]
[sidebar, [653.0, 507.0, 129.0, 18.0], gDHnwp8rWe, 5729132]
[second-level-question, [1028.0, 490.0, 594.0, 18.0], IAM-34EzZN, 5729132]
[second-level-question, [1028.0, 508.0, 594.0, 18.0], IAM-34EzZN, 5729132]
[second-level-question, [1028.0, 526.0, 594.0, 18.0], IAM-34EzZN, 5729132]
[second-level-question, [1028.0, 544.0, 594.0, 18.0], IAM-34EzZN, 5729132]
[second-level-question, [171.0, 533.0, 618.0, 18.0], RkDYBVDiQL, 5729132]
[second-level-question, [171.0, 551.0, 618.0, 18.0], RkDYBVDiQL, 5729132]
[second-level-question, [171.0, 569.0, 618.0, 18.0], RkDYBVDiQL, 5729132]
[second-level-question, [171.0, 587.0, 618.0, 18.0], RkDYBVDiQL, 5729132]
[second-level-question, [171.0, 605.0, 618.0, 18.0], RkDYBVDiQL, 5729132]
[second-level-question, [171.0, 623.0, 618.0, 18.0], RkDYBVDiQL, 5729132]
[second-level-question, [171.0, 641.0, 618.0, 18.0], RkDYBVDiQL, 5729132]
[second-level-question, [171.0, 659.0, 618.0, 18.0], RkDYBVDiQL, 5729132]
[second-level-question, [171.0, 677.0, 618.0, 18.0], RkDYBVDiQL, 5729132]
[second-level-question, [171.0, 695.0, 618.0, 18.0], RkDYBVDiQL, 5729132]
[second-level-question, [171.0, 713.0, 618.0, 18.0], RkDYBVDiQL, 5729132]
[second-level-question, [171.0, 731.0, 618.0, 18.0], RkDYBVDiQL, 5729132]
[sidebar, [1493.0, 621.0, 127.0, 18.0], RplsURv7iv, 5729132]
