[612, 792]
[section-title, [324.0, 83.0, 128.0, 30.0], shoonya_0s5K8X1K1O90O0, 6533752]
[paragraph, [56.0, 126.0, 649.0, 18.0], TFOZfsZd9G, 6533752]
[paragraph, [56.0, 144.0, 649.0, 18.0], TFOZfsZd9G, 6533752]
[paragraph, [56.0, 162.0, 649.0, 18.0], TFOZfsZd9G, 6533752]
[paragraph, [56.0, 180.0, 649.0, 18.0], TFOZfsZd9G, 6533752]
[paragraph, [56.0, 198.0, 649.0, 18.0], TFOZfsZd9G, 6533752]
[paragraph, [56.0, 216.0, 649.0, 18.0], TFOZfsZd9G, 6533752]
[paragraph, [53.0, 266.0, 653.0, 18.0], yMXfJcQfhe, 6533752]
[paragraph, [53.0, 284.0, 653.0, 18.0], yMXfJcQfhe, 6533752]
[paragraph, [53.0, 302.0, 653.0, 18.0], yMXfJcQfhe, 6533752]
[paragraph, [53.0, 320.0, 653.0, 18.0], yMXfJcQfhe, 6533752]
[paragraph, [53.0, 338.0, 653.0, 18.0], yMXfJcQfhe, 6533752]
[paragraph, [53.0, 356.0, 653.0, 18.0], yMXfJcQfhe, 6533752]
[paragraph, [53.0, 374.0, 653.0, 18.0], yMXfJcQfhe, 6533752]
[paragraph, [54.0, 399.0, 649.0, 18.0], IjfXogdGbS, 6533752]
[paragraph, [54.0, 417.0, 649.0, 18.0], IjfXogdGbS, 6533752]
[paragraph, [54.0, 435.0, 649.0, 18.0], IjfXogdGbS, 6533752]
[paragraph, [54.0, 453.0, 649.0, 18.0], IjfXogdGbS, 6533752]
[paragraph, [54.0, 471.0, 649.0, 18.0], IjfXogdGbS, 6533752]
[paragraph, [54.0, 489.0, 649.0, 18.0], IjfXogdGbS, 6533752]
[paragraph, [54.0, 507.0, 649.0, 18.0], IjfXogdGbS, 6533752]
[folio, [348.0, 550.0, 93.0, 18.0], Y-PRUi_Q9x, 6533752]
