[872, 605]
[folio, [433.0, 33.0, 121.0, 18.0], yfVuDY_222, 6457315]
[folio, [433.0, 51.0, 121.0, 18.0], yfVuDY_222, 6457315]
[folio, [265.0, 40.0, 75.0, 18.0], shoonya_0sIOCNYX5F7J12, 6457315]
[paragraph, [45.0, 82.0, 256.0, 18.0], s3u9t4X6Di, 6457315]
[paragraph, [45.0, 100.0, 256.0, 18.0], s3u9t4X6Di, 6457315]
[paragraph, [304.0, 82.0, 250.0, 18.0], 9cjSLfglCp, 6457315]
[paragraph, [304.0, 100.0, 250.0, 18.0], 9cjSLfglCp, 6457315]
[paragraph, [304.0, 118.0, 250.0, 18.0], 9cjSLfglCp, 6457315]
[paragraph, [304.0, 136.0, 250.0, 18.0], 9cjSLfglCp, 6457315]
[paragraph, [304.0, 154.0, 250.0, 18.0], 9cjSLfglCp, 6457315]
[paragraph, [304.0, 172.0, 250.0, 18.0], 9cjSLfglCp, 6457315]
[paragraph, [304.0, 190.0, 250.0, 18.0], 9cjSLfglCp, 6457315]
[paragraph, [304.0, 208.0, 250.0, 18.0], 9cjSLfglCp, 6457315]
[paragraph, [304.0, 226.0, 250.0, 18.0], 9cjSLfglCp, 6457315]
[paragraph, [304.0, 244.0, 250.0, 18.0], 9cjSLfglCp, 6457315]
[paragraph, [304.0, 262.0, 250.0, 18.0], 9cjSLfglCp, 6457315]
[paragraph, [46.0, 187.0, 255.0, 18.0], Ge49Kz_7bG, 6457315]
[paragraph, [46.0, 205.0, 255.0, 18.0], Ge49Kz_7bG, 6457315]
[paragraph, [46.0, 223.0, 255.0, 18.0], Ge49Kz_7bG, 6457315]
[paragraph, [46.0, 241.0, 255.0, 18.0], Ge49Kz_7bG, 6457315]
[paragraph, [46.0, 259.0, 255.0, 18.0], Ge49Kz_7bG, 6457315]
[paragraph, [46.0, 277.0, 255.0, 18.0], Ge49Kz_7bG, 6457315]
[paragraph, [304.0, 307.0, 234.0, 18.0], hK4BwGcfyb, 6457315]
[paragraph, [48.0, 339.0, 254.0, 18.0], Mi3n5KxhE1, 6457315]
[paragraph, [304.0, 358.0, 250.0, 18.0], 3nRlaSwLWu, 6457315]
[paragraph, [49.0, 366.0, 252.0, 18.0], jSvUT50D1-, 6457315]
[paragraph, [49.0, 384.0, 252.0, 18.0], jSvUT50D1-, 6457315]
[paragraph, [49.0, 402.0, 252.0, 18.0], jSvUT50D1-, 6457315]
[paragraph, [49.0, 420.0, 252.0, 18.0], jSvUT50D1-, 6457315]
[paragraph, [49.0, 438.0, 252.0, 18.0], jSvUT50D1-, 6457315]
[paragraph, [49.0, 456.0, 252.0, 18.0], jSvUT50D1-, 6457315]
[paragraph, [49.0, 474.0, 252.0, 18.0], jSvUT50D1-, 6457315]
[paragraph, [49.0, 492.0, 252.0, 18.0], jSvUT50D1-, 6457315]
[paragraph, [49.0, 510.0, 252.0, 18.0], jSvUT50D1-, 6457315]
[paragraph, [302.0, 410.0, 249.0, 18.0], bX5uZ5Mmuz, 6457315]
[paragraph, [302.0, 428.0, 249.0, 18.0], bX5uZ5Mmuz, 6457315]
[paragraph, [302.0, 446.0, 249.0, 18.0], bX5uZ5Mmuz, 6457315]
[paragraph, [302.0, 464.0, 249.0, 18.0], bX5uZ5Mmuz, 6457315]
[paragraph, [302.0, 482.0, 249.0, 18.0], bX5uZ5Mmuz, 6457315]
[paragraph, [302.0, 500.0, 249.0, 18.0], bX5uZ5Mmuz, 6457315]
[paragraph, [302.0, 518.0, 249.0, 18.0], bX5uZ5Mmuz, 6457315]
[paragraph, [302.0, 536.0, 249.0, 18.0], bX5uZ5Mmuz, 6457315]
[paragraph, [302.0, 554.0, 249.0, 18.0], bX5uZ5Mmuz, 6457315]
[paragraph, [49.0, 534.0, 242.0, 18.0], BSKVMJe8G-, 6457315]
[paragraph, [46.0, 552.0, 239.0, 18.0], E8VxD_I-1g, 6457315]
[paragraph, [313.0, 580.0, 243.0, 18.0], Xsl8UfqB3N, 6457315]
[paragraph, [50.0, 603.0, 250.0, 18.0], 7U4fSbEe-n, 6457315]
[reference, [305.0, 603.0, 248.0, 18.0], z35CEnPRV0, 6457315]
[reference, [305.0, 621.0, 248.0, 18.0], z35CEnPRV0, 6457315]
[reference, [305.0, 639.0, 248.0, 18.0], z35CEnPRV0, 6457315]
[reference, [305.0, 657.0, 248.0, 18.0], z35CEnPRV0, 6457315]
[reference, [305.0, 675.0, 248.0, 18.0], z35CEnPRV0, 6457315]
[reference, [305.0, 693.0, 248.0, 18.0], z35CEnPRV0, 6457315]
[reference, [305.0, 711.0, 248.0, 18.0], z35CEnPRV0, 6457315]
[reference, [305.0, 729.0, 248.0, 18.0], z35CEnPRV0, 6457315]
[reference, [305.0, 747.0, 248.0, 18.0], z35CEnPRV0, 6457315]
[reference, [305.0, 765.0, 248.0, 18.0], z35CEnPRV0, 6457315]
[reference, [305.0, 783.0, 248.0, 18.0], z35CEnPRV0, 6457315]
[reference, [305.0, 801.0, 248.0, 18.0], z35CEnPRV0, 6457315]
[reference, [48.0, 638.0, 252.0, 18.0], 39sQ7Mkl4j, 6457315]
[reference, [48.0, 656.0, 252.0, 18.0], 39sQ7Mkl4j, 6457315]
[reference, [48.0, 674.0, 252.0, 18.0], 39sQ7Mkl4j, 6457315]
[reference, [48.0, 692.0, 252.0, 18.0], 39sQ7Mkl4j, 6457315]
[reference, [48.0, 710.0, 252.0, 18.0], 39sQ7Mkl4j, 6457315]
[reference, [48.0, 728.0, 252.0, 18.0], 39sQ7Mkl4j, 6457315]
[reference, [48.0, 746.0, 252.0, 18.0], 39sQ7Mkl4j, 6457315]
[reference, [48.0, 764.0, 252.0, 18.0], 39sQ7Mkl4j, 6457315]
[reference, [48.0, 782.0, 252.0, 18.0], 39sQ7Mkl4j, 6457315]
[reference, [48.0, 800.0, 252.0, 18.0], 39sQ7Mkl4j, 6457315]
