[1162, 749]
[folio, [328.0, 79.0, 86.0, 18.0], shoonya_3sLPT0WQGSR8CH, 5700218]
[paragraph, [79.0, 128.0, 597.0, 18.0], shoonya_2sDJDNBXRQTH0G, 5700218]
[paragraph, [79.0, 146.0, 597.0, 18.0], shoonya_2sDJDNBXRQTH0G, 5700218]
[paragraph, [79.0, 164.0, 597.0, 18.0], shoonya_2sDJDNBXRQTH0G, 5700218]
[paragraph, [79.0, 182.0, 597.0, 18.0], shoonya_2sDJDNBXRQTH0G, 5700218]
[paragraph, [79.0, 200.0, 597.0, 18.0], shoonya_2sDJDNBXRQTH0G, 5700218]
[paragraph, [79.0, 218.0, 597.0, 18.0], shoonya_2sDJDNBXRQTH0G, 5700218]
[paragraph, [79.0, 236.0, 597.0, 18.0], shoonya_2sDJDNBXRQTH0G, 5700218]
[paragraph, [79.0, 254.0, 597.0, 18.0], shoonya_2sDJDNBXRQTH0G, 5700218]
[paragraph, [79.0, 272.0, 597.0, 18.0], shoonya_2sDJDNBXRQTH0G, 5700218]
[paragraph, [79.0, 290.0, 597.0, 18.0], shoonya_2sDJDNBXRQTH0G, 5700218]
[paragraph, [79.0, 308.0, 597.0, 18.0], shoonya_2sDJDNBXRQTH0G, 5700218]
[paragraph, [79.0, 326.0, 597.0, 18.0], shoonya_2sDJDNBXRQTH0G, 5700218]
[paragraph, [79.0, 344.0, 597.0, 18.0], shoonya_2sDJDNBXRQTH0G, 5700218]
[paragraph, [79.0, 362.0, 597.0, 18.0], shoonya_2sDJDNBXRQTH0G, 5700218]
[paragraph, [79.0, 380.0, 597.0, 18.0], shoonya_2sDJDNBXRQTH0G, 5700218]
[paragraph, [79.0, 398.0, 597.0, 18.0], shoonya_2sDJDNBXRQTH0G, 5700218]
[paragraph, [79.0, 416.0, 597.0, 18.0], shoonya_2sDJDNBXRQTH0G, 5700218]
[paragraph, [79.0, 434.0, 597.0, 18.0], shoonya_2sDJDNBXRQTH0G, 5700218]
[paragraph, [78.0, 463.0, 592.0, 18.0], shoonya_1sURZUIYYGPQBF, 5700218]
[paragraph, [78.0, 481.0, 592.0, 18.0], shoonya_1sURZUIYYGPQBF, 5700218]
[paragraph, [78.0, 499.0, 592.0, 18.0], shoonya_1sURZUIYYGPQBF, 5700218]
[paragraph, [78.0, 517.0, 592.0, 18.0], shoonya_1sURZUIYYGPQBF, 5700218]
[paragraph, [78.0, 535.0, 592.0, 18.0], shoonya_1sURZUIYYGPQBF, 5700218]
[paragraph, [78.0, 553.0, 592.0, 18.0], shoonya_1sURZUIYYGPQBF, 5700218]
[paragraph, [78.0, 571.0, 592.0, 18.0], shoonya_1sURZUIYYGPQBF, 5700218]
[paragraph, [78.0, 589.0, 592.0, 18.0], shoonya_1sURZUIYYGPQBF, 5700218]
[paragraph, [78.0, 607.0, 592.0, 18.0], shoonya_1sURZUIYYGPQBF, 5700218]
[paragraph, [78.0, 625.0, 592.0, 18.0], shoonya_1sURZUIYYGPQBF, 5700218]
[paragraph, [78.0, 643.0, 592.0, 18.0], shoonya_1sURZUIYYGPQBF, 5700218]
[paragraph, [78.0, 661.0, 592.0, 18.0], shoonya_1sURZUIYYGPQBF, 5700218]
[paragraph, [78.0, 679.0, 592.0, 18.0], shoonya_1sURZUIYYGPQBF, 5700218]
[paragraph, [78.0, 697.0, 592.0, 18.0], shoonya_1sURZUIYYGPQBF, 5700218]
[paragraph, [78.0, 715.0, 592.0, 18.0], shoonya_1sURZUIYYGPQBF, 5700218]
[paragraph, [78.0, 754.0, 592.0, 18.0], shoonya_0sN0JX3B5TCQWM, 5700218]
[paragraph, [78.0, 772.0, 592.0, 18.0], shoonya_0sN0JX3B5TCQWM, 5700218]
[paragraph, [78.0, 790.0, 592.0, 18.0], shoonya_0sN0JX3B5TCQWM, 5700218]
[paragraph, [78.0, 808.0, 592.0, 18.0], shoonya_0sN0JX3B5TCQWM, 5700218]
[paragraph, [78.0, 826.0, 592.0, 18.0], shoonya_0sN0JX3B5TCQWM, 5700218]
[paragraph, [78.0, 844.0, 592.0, 18.0], shoonya_0sN0JX3B5TCQWM, 5700218]
[paragraph, [78.0, 862.0, 592.0, 18.0], shoonya_0sN0JX3B5TCQWM, 5700218]
[paragraph, [78.0, 880.0, 592.0, 18.0], shoonya_0sN0JX3B5TCQWM, 5700218]
[paragraph, [78.0, 898.0, 592.0, 18.0], shoonya_0sN0JX3B5TCQWM, 5700218]
[paragraph, [78.0, 916.0, 592.0, 18.0], shoonya_0sN0JX3B5TCQWM, 5700218]
[paragraph, [78.0, 934.0, 592.0, 18.0], shoonya_0sN0JX3B5TCQWM, 5700218]
[paragraph, [78.0, 952.0, 592.0, 18.0], shoonya_0sN0JX3B5TCQWM, 5700218]
[paragraph, [78.0, 970.0, 592.0, 18.0], shoonya_0sN0JX3B5TCQWM, 5700218]
[paragraph, [78.0, 988.0, 592.0, 18.0], shoonya_0sN0JX3B5TCQWM, 5700218]
[paragraph, [78.0, 1006.0, 592.0, 18.0], shoonya_0sN0JX3B5TCQWM, 5700218]
[paragraph, [78.0, 1024.0, 592.0, 18.0], shoonya_0sN0JX3B5TCQWM, 5700218]
[paragraph, [78.0, 1042.0, 592.0, 18.0], shoonya_0sN0JX3B5TCQWM, 5700218]
[paragraph, [78.0, 1060.0, 592.0, 18.0], shoonya_0sN0JX3B5TCQWM, 5700218]
