[2339, 1653]
[folio, [278.0, 222.0, 206.0, 36.0], 7zJ0pelCcQ, 5654996]
[paragraph, [269.0, 311.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 347.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 383.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 419.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 455.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 491.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 527.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 563.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 599.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 635.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 671.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 707.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 743.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 779.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 815.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 851.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 887.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 923.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 959.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 995.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 1031.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 1067.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 1103.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [269.0, 1139.0, 1103.0, 36.0], shoonya_1sJ4UM8UZ0N7CK, 5654996]
[paragraph, [267.0, 1200.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1236.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1272.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1308.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1344.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1380.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1416.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1452.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1488.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1524.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1560.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1596.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1632.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1668.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1704.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1740.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1776.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1812.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1848.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1884.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1920.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1956.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 1992.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 2028.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 2064.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
[paragraph, [267.0, 2100.0, 1120.0, 36.0], shoonya_0sTBDRMRDJ55VJ, 5654996]
