[1951, 1219]
[chapter-title, [470.0, 392.0, 270.0, 58.5], shoonya_0sA0P7369B4HFB, 5682470]
[paragraph, [134.0, 585.0, 967.0, 36.0], zQSLpdHg4T, 5682470]
[paragraph, [134.0, 621.0, 967.0, 36.0], zQSLpdHg4T, 5682470]
[paragraph, [134.0, 657.0, 967.0, 36.0], zQSLpdHg4T, 5682470]
[paragraph, [134.0, 693.0, 967.0, 36.0], zQSLpdHg4T, 5682470]
[paragraph, [211.0, 766.0, 339.0, 36.0], Irf3Ml4s49, 5682470]
[paragraph, [129.0, 829.0, 969.0, 36.0], Ou6h8hNaUi, 5682470]
[paragraph, [129.0, 865.0, 969.0, 36.0], Ou6h8hNaUi, 5682470]
[paragraph, [129.0, 901.0, 969.0, 36.0], Ou6h8hNaUi, 5682470]
[paragraph, [129.0, 937.0, 969.0, 36.0], Ou6h8hNaUi, 5682470]
[paragraph, [129.0, 973.0, 969.0, 36.0], Ou6h8hNaUi, 5682470]
[paragraph, [129.0, 1009.0, 969.0, 36.0], Ou6h8hNaUi, 5682470]
[paragraph, [129.0, 1045.0, 969.0, 36.0], Ou6h8hNaUi, 5682470]
[paragraph, [129.0, 1081.0, 969.0, 36.0], Ou6h8hNaUi, 5682470]
[paragraph, [129.0, 1117.0, 969.0, 36.0], Ou6h8hNaUi, 5682470]
[paragraph, [129.0, 1153.0, 969.0, 36.0], Ou6h8hNaUi, 5682470]
[paragraph, [129.0, 1189.0, 969.0, 36.0], Ou6h8hNaUi, 5682470]
[paragraph, [129.0, 1225.0, 969.0, 36.0], Ou6h8hNaUi, 5682470]
[paragraph, [129.0, 1261.0, 969.0, 36.0], Ou6h8hNaUi, 5682470]
[paragraph, [129.0, 1297.0, 969.0, 36.0], Ou6h8hNaUi, 5682470]
[paragraph, [129.0, 1333.0, 969.0, 36.0], Ou6h8hNaUi, 5682470]
[paragraph, [129.0, 1369.0, 969.0, 36.0], Ou6h8hNaUi, 5682470]
[paragraph, [131.0, 1426.0, 966.0, 36.0], 7NC9iapjEg, 5682470]
[paragraph, [131.0, 1462.0, 966.0, 36.0], 7NC9iapjEg, 5682470]
[paragraph, [131.0, 1498.0, 966.0, 36.0], 7NC9iapjEg, 5682470]
[paragraph, [131.0, 1534.0, 966.0, 36.0], 7NC9iapjEg, 5682470]
[paragraph, [131.0, 1570.0, 966.0, 36.0], 7NC9iapjEg, 5682470]
[paragraph, [131.0, 1606.0, 966.0, 36.0], 7NC9iapjEg, 5682470]
[paragraph, [134.0, 1664.0, 964.0, 36.0], xuYwOEhBWE, 5682470]
[paragraph, [134.0, 1700.0, 964.0, 36.0], xuYwOEhBWE, 5682470]
[paragraph, [134.0, 1736.0, 964.0, 36.0], xuYwOEhBWE, 5682470]
[paragraph, [134.0, 1772.0, 964.0, 36.0], xuYwOEhBWE, 5682470]
