[1106, 845]
[chapter-title, [217.0, 26.0, 410.0, 30.0], shoonya_0sDPXGR5NI7G89, 5751171]
[chapter-title, [217.0, 56.0, 410.0, 30.0], shoonya_0sDPXGR5NI7G89, 5751171]
[chapter-title, [217.0, 86.0, 410.0, 30.0], shoonya_0sDPXGR5NI7G89, 5751171]
[paragraph, [34.0, 151.0, 773.0, 18.0], shoonya_1sGU65KR68V5Z1, 5751171]
[paragraph, [34.0, 169.0, 773.0, 18.0], shoonya_1sGU65KR68V5Z1, 5751171]
[paragraph, [34.0, 187.0, 773.0, 18.0], shoonya_1sGU65KR68V5Z1, 5751171]
[paragraph, [34.0, 205.0, 773.0, 18.0], shoonya_1sGU65KR68V5Z1, 5751171]
[paragraph, [34.0, 223.0, 773.0, 18.0], shoonya_1sGU65KR68V5Z1, 5751171]
[paragraph, [34.0, 241.0, 773.0, 18.0], shoonya_1sGU65KR68V5Z1, 5751171]
[paragraph, [34.0, 259.0, 773.0, 18.0], shoonya_1sGU65KR68V5Z1, 5751171]
[paragraph, [34.0, 277.0, 773.0, 18.0], shoonya_1sGU65KR68V5Z1, 5751171]
[paragraph, [34.0, 295.0, 773.0, 18.0], shoonya_1sGU65KR68V5Z1, 5751171]
[paragraph, [34.0, 313.0, 773.0, 18.0], shoonya_1sGU65KR68V5Z1, 5751171]
[paragraph, [34.0, 331.0, 773.0, 18.0], shoonya_1sGU65KR68V5Z1, 5751171]
[paragraph, [34.0, 349.0, 773.0, 18.0], shoonya_1sGU65KR68V5Z1, 5751171]
[paragraph, [34.0, 367.0, 773.0, 18.0], shoonya_1sGU65KR68V5Z1, 5751171]
[paragraph, [34.0, 385.0, 773.0, 18.0], shoonya_1sGU65KR68V5Z1, 5751171]
[paragraph, [34.0, 403.0, 773.0, 18.0], shoonya_1sGU65KR68V5Z1, 5751171]
[paragraph, [34.0, 421.0, 773.0, 18.0], shoonya_1sGU65KR68V5Z1, 5751171]
[paragraph, [34.0, 439.0, 773.0, 18.0], shoonya_1sGU65KR68V5Z1, 5751171]
[paragraph, [34.0, 457.0, 773.0, 18.0], shoonya_1sGU65KR68V5Z1, 5751171]
[paragraph, [35.0, 477.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 495.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 513.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 531.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 549.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 567.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 585.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 603.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 621.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 639.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 657.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 675.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 693.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 711.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 729.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 747.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 765.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 783.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 801.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 819.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 837.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 855.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 873.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [35.0, 891.0, 771.0, 18.0], shoonya_2sRKJ0J2SC22SK, 5751171]
[paragraph, [33.0, 915.0, 774.0, 18.0], shoonya_3s4G5888CP83VR, 5751171]
[paragraph, [33.0, 933.0, 774.0, 18.0], shoonya_3s4G5888CP83VR, 5751171]
[paragraph, [33.0, 951.0, 774.0, 18.0], shoonya_3s4G5888CP83VR, 5751171]
[paragraph, [33.0, 969.0, 774.0, 18.0], shoonya_3s4G5888CP83VR, 5751171]
[paragraph, [33.0, 987.0, 774.0, 18.0], shoonya_3s4G5888CP83VR, 5751171]
[paragraph, [33.0, 1005.0, 774.0, 18.0], shoonya_3s4G5888CP83VR, 5751171]
[paragraph, [33.0, 1023.0, 774.0, 18.0], shoonya_3s4G5888CP83VR, 5751171]
