[2339, 1653]
[paragraph, [246.0, 246.0, 1164.0, 36.0], shoonya_0s7YF879G66GZN, 5686541]
[paragraph, [246.0, 282.0, 1164.0, 36.0], shoonya_0s7YF879G66GZN, 5686541]
[paragraph, [246.0, 318.0, 1164.0, 36.0], shoonya_0s7YF879G66GZN, 5686541]
[paragraph, [246.0, 354.0, 1164.0, 36.0], shoonya_0s7YF879G66GZN, 5686541]
[paragraph, [246.0, 390.0, 1164.0, 36.0], shoonya_0s7YF879G66GZN, 5686541]
[paragraph, [246.0, 426.0, 1164.0, 36.0], shoonya_0s7YF879G66GZN, 5686541]
[paragraph, [246.0, 462.0, 1164.0, 36.0], shoonya_0s7YF879G66GZN, 5686541]
[paragraph, [246.0, 498.0, 1164.0, 36.0], shoonya_0s7YF879G66GZN, 5686541]
[paragraph, [246.0, 534.0, 1164.0, 36.0], shoonya_0s7YF879G66GZN, 5686541]
[paragraph, [246.0, 570.0, 1164.0, 36.0], shoonya_0s7YF879G66GZN, 5686541]
[paragraph, [246.0, 606.0, 1164.0, 36.0], shoonya_0s7YF879G66GZN, 5686541]
[paragraph, [246.0, 642.0, 1164.0, 36.0], shoonya_0s7YF879G66GZN, 5686541]
[paragraph, [246.0, 678.0, 1164.0, 36.0], shoonya_0s7YF879G66GZN, 5686541]
[paragraph, [246.0, 714.0, 1164.0, 36.0], shoonya_0s7YF879G66GZN, 5686541]
[paragraph, [246.0, 750.0, 1164.0, 36.0], shoonya_0s7YF879G66GZN, 5686541]
[paragraph, [246.0, 786.0, 1164.0, 36.0], shoonya_0s7YF879G66GZN, 5686541]
[paragraph, [246.0, 822.0, 1164.0, 36.0], shoonya_0s7YF879G66GZN, 5686541]
[paragraph, [246.0, 858.0, 1164.0, 36.0], shoonya_0s7YF879G66GZN, 5686541]
[paragraph, [251.0, 940.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 976.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1012.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1048.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1084.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1120.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1156.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1192.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1228.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1264.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1300.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1336.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1372.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1408.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1444.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1480.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1516.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1552.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1588.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1624.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1660.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1696.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1732.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1768.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1804.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1840.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1876.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1912.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1948.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[paragraph, [251.0, 1984.0, 1157.0, 36.0], shoonya_1s7UCOZ34QC2S7, 5686541]
[reference, [250.0, 2062.0, 1150.0, 36.0], 5AOk7H_2A-, 5686541]
