[1754, 1241]
[paragraph, [212.0, 142.0, 891.0, 36.0], shoonya_0sQMYVZPVHPBKJ, 6470360]
[paragraph, [212.0, 178.0, 891.0, 36.0], shoonya_0sQMYVZPVHPBKJ, 6470360]
[paragraph, [212.0, 214.0, 891.0, 36.0], shoonya_0sQMYVZPVHPBKJ, 6470360]
[paragraph, [212.0, 250.0, 891.0, 36.0], shoonya_0sQMYVZPVHPBKJ, 6470360]
[paragraph, [212.0, 286.0, 891.0, 36.0], shoonya_0sQMYVZPVHPBKJ, 6470360]
[paragraph, [212.0, 322.0, 891.0, 36.0], shoonya_0sQMYVZPVHPBKJ, 6470360]
[paragraph, [212.0, 358.0, 891.0, 36.0], shoonya_0sQMYVZPVHPBKJ, 6470360]
[paragraph, [212.0, 394.0, 891.0, 36.0], shoonya_0sQMYVZPVHPBKJ, 6470360]
[paragraph, [212.0, 430.0, 891.0, 36.0], shoonya_0sQMYVZPVHPBKJ, 6470360]
[paragraph, [212.0, 466.0, 891.0, 36.0], shoonya_0sQMYVZPVHPBKJ, 6470360]
[paragraph, [212.0, 502.0, 891.0, 36.0], shoonya_0sQMYVZPVHPBKJ, 6470360]
[paragraph, [212.0, 538.0, 891.0, 36.0], shoonya_0sQMYVZPVHPBKJ, 6470360]
[paragraph, [212.0, 574.0, 891.0, 36.0], shoonya_0sQMYVZPVHPBKJ, 6470360]
[paragraph, [212.0, 610.0, 891.0, 36.0], shoonya_0sQMYVZPVHPBKJ, 6470360]
[paragraph, [212.0, 646.0, 891.0, 36.0], shoonya_0sQMYVZPVHPBKJ, 6470360]
[paragraph, [212.0, 682.0, 891.0, 36.0], shoonya_0sQMYVZPVHPBKJ, 6470360]
[paragraph, [212.0, 718.0, 891.0, 36.0], shoonya_0sQMYVZPVHPBKJ, 6470360]
[paragraph, [212.0, 754.0, 891.0, 36.0], shoonya_0sQMYVZPVHPBKJ, 6470360]
[paragraph, [214.0, 860.0, 891.0, 36.0], shoonya_1sUBU38OK5RN1N, 6470360]
[paragraph, [214.0, 896.0, 891.0, 36.0], shoonya_1sUBU38OK5RN1N, 6470360]
[paragraph, [214.0, 932.0, 891.0, 36.0], shoonya_1sUBU38OK5RN1N, 6470360]
[paragraph, [214.0, 968.0, 891.0, 36.0], shoonya_1sUBU38OK5RN1N, 6470360]
[paragraph, [214.0, 1004.0, 891.0, 36.0], shoonya_1sUBU38OK5RN1N, 6470360]
[paragraph, [214.0, 1040.0, 891.0, 36.0], shoonya_1sUBU38OK5RN1N, 6470360]
[paragraph, [218.0, 1219.0, 889.0, 36.0], shoonya_2s5IP3VO9SWR1H, 6470360]
[paragraph, [218.0, 1255.0, 889.0, 36.0], shoonya_2s5IP3VO9SWR1H, 6470360]
[footnote, [209.0, 1349.0, 903.0, 36.0], GT2QVtmQ1w, 6470360]
[footnote, [209.0, 1385.0, 903.0, 36.0], GT2QVtmQ1w, 6470360]
[footnote, [209.0, 1421.0, 903.0, 36.0], GT2QVtmQ1w, 6470360]
[footnote, [209.0, 1457.0, 903.0, 36.0], GT2QVtmQ1w, 6470360]
[footnote, [209.0, 1493.0, 903.0, 36.0], GT2QVtmQ1w, 6470360]
[footnote, [209.0, 1529.0, 903.0, 36.0], GT2QVtmQ1w, 6470360]
[footnote, [209.0, 1565.0, 903.0, 36.0], GT2QVtmQ1w, 6470360]
