[2339, 1653]
[paragraph, [249.0, 248.0, 1150.0, 36.0], shoonya_2sVNPU0GC4SRWN, 5685947]
[paragraph, [249.0, 284.0, 1150.0, 36.0], shoonya_2sVNPU0GC4SRWN, 5685947]
[paragraph, [249.0, 320.0, 1150.0, 36.0], shoonya_2sVNPU0GC4SRWN, 5685947]
[paragraph, [251.0, 389.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 425.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 461.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 497.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 533.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 569.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 605.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 641.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 677.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 713.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 749.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 785.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 821.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 857.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 893.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 929.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 965.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 1001.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 1037.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 1073.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 1109.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 1145.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 1181.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 1217.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 1253.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 1289.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 1325.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 1361.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 1397.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[paragraph, [251.0, 1433.0, 1150.0, 36.0], shoonya_1sMNS5FLFVPG2S, 5685947]
[section-title, [252.0, 1564.0, 289.0, 52.5], shoonya_3sG8P7E4SR8XH7, 5685947]
[paragraph, [246.0, 1636.0, 1154.0, 36.0], shoonya_0sMWGUOYRIKHVF, 5685947]
[paragraph, [246.0, 1672.0, 1154.0, 36.0], shoonya_0sMWGUOYRIKHVF, 5685947]
[paragraph, [246.0, 1708.0, 1154.0, 36.0], shoonya_0sMWGUOYRIKHVF, 5685947]
[paragraph, [246.0, 1744.0, 1154.0, 36.0], shoonya_0sMWGUOYRIKHVF, 5685947]
[paragraph, [246.0, 1780.0, 1154.0, 36.0], shoonya_0sMWGUOYRIKHVF, 5685947]
[paragraph, [246.0, 1816.0, 1154.0, 36.0], shoonya_0sMWGUOYRIKHVF, 5685947]
[paragraph, [246.0, 1852.0, 1154.0, 36.0], shoonya_0sMWGUOYRIKHVF, 5685947]
[paragraph, [246.0, 1888.0, 1154.0, 36.0], shoonya_0sMWGUOYRIKHVF, 5685947]
[paragraph, [246.0, 1924.0, 1154.0, 36.0], shoonya_0sMWGUOYRIKHVF, 5685947]
[paragraph, [246.0, 1960.0, 1154.0, 36.0], shoonya_0sMWGUOYRIKHVF, 5685947]
[paragraph, [246.0, 1996.0, 1154.0, 36.0], shoonya_0sMWGUOYRIKHVF, 5685947]
[paragraph, [246.0, 2032.0, 1154.0, 36.0], shoonya_0sMWGUOYRIKHVF, 5685947]
[paragraph, [246.0, 2068.0, 1154.0, 36.0], shoonya_0sMWGUOYRIKHVF, 5685947]
