[1280, 916]
[section-title, [12.0, 15.0, 605.0, 30.0], udfiMfiKlt, 5695959]
[section-title, [12.0, 45.0, 605.0, 30.0], udfiMfiKlt, 5695959]
[section-title, [12.0, 75.0, 605.0, 30.0], udfiMfiKlt, 5695959]
[section-title, [12.0, 105.0, 605.0, 30.0], udfiMfiKlt, 5695959]
[section-title, [12.0, 135.0, 605.0, 30.0], udfiMfiKlt, 5695959]
[sub-section-title, [13.0, 455.0, 403.0, 25.5], IPgoDb-HfC, 5695959]
[sub-section-title, [13.0, 480.5, 403.0, 25.5], IPgoDb-HfC, 5695959]
[unordered-list, [17.0, 538.0, 859.0, 18.0], shoonya_3sCT6A7HWGV14L, 5695959]
[unordered-list, [17.0, 556.0, 859.0, 18.0], shoonya_3sCT6A7HWGV14L, 5695959]
[unordered-list, [17.0, 574.0, 859.0, 18.0], shoonya_3sCT6A7HWGV14L, 5695959]
[unordered-list, [17.0, 592.0, 859.0, 18.0], shoonya_3sCT6A7HWGV14L, 5695959]
[unordered-list, [17.0, 610.0, 859.0, 18.0], shoonya_3sCT6A7HWGV14L, 5695959]
[unordered-list, [17.0, 628.0, 859.0, 18.0], shoonya_3sCT6A7HWGV14L, 5695959]
[unordered-list, [17.0, 646.0, 859.0, 18.0], shoonya_3sCT6A7HWGV14L, 5695959]
[unordered-list, [17.0, 664.0, 859.0, 18.0], shoonya_3sCT6A7HWGV14L, 5695959]
[unordered-list, [17.0, 682.0, 859.0, 18.0], shoonya_3sCT6A7HWGV14L, 5695959]
[unordered-list, [17.0, 700.0, 859.0, 18.0], shoonya_3sCT6A7HWGV14L, 5695959]
[unordered-list, [17.0, 718.0, 859.0, 18.0], shoonya_3sCT6A7HWGV14L, 5695959]
[sub-section-title, [20.0, 824.0, 499.0, 25.5], shoonya_0sDW8Q6WK0NKDO, 5695959]
[sub-section-title, [20.0, 849.5, 499.0, 25.5], shoonya_0sDW8Q6WK0NKDO, 5695959]
[unordered-list, [24.0, 907.0, 592.0, 18.0], shoonya_1sXS5E281SBGP7, 5695959]
[unordered-list, [24.0, 925.0, 592.0, 18.0], shoonya_1sXS5E281SBGP7, 5695959]
[unordered-list, [24.0, 943.0, 592.0, 18.0], shoonya_1sXS5E281SBGP7, 5695959]
[unordered-list, [24.0, 961.0, 592.0, 18.0], shoonya_1sXS5E281SBGP7, 5695959]
[unordered-list, [24.0, 979.0, 592.0, 18.0], shoonya_1sXS5E281SBGP7, 5695959]
[unordered-list, [24.0, 997.0, 592.0, 18.0], shoonya_1sXS5E281SBGP7, 5695959]
[unordered-list, [24.0, 1015.0, 592.0, 18.0], shoonya_1sXS5E281SBGP7, 5695959]
[unordered-list, [24.0, 1033.0, 592.0, 18.0], shoonya_1sXS5E281SBGP7, 5695959]
[unordered-list, [24.0, 1051.0, 592.0, 18.0], shoonya_1sXS5E281SBGP7, 5695959]
[unordered-list, [24.0, 1069.0, 592.0, 18.0], shoonya_1sXS5E281SBGP7, 5695959]
[unordered-list, [24.0, 1087.0, 592.0, 18.0], shoonya_1sXS5E281SBGP7, 5695959]
