[3509, 2482]
[section-title, [999.0, 428.0, 223.0, 93.0], wB79Ced0xA, 5692115]
[paragraph, [294.0, 577.0, 921.0, 52.5], aUT2ytttgt, 5692115]
[paragraph, [226.0, 673.0, 1768.0, 52.5], eQoqNW931T, 5692115]
[paragraph, [226.0, 725.5, 1768.0, 52.5], eQoqNW931T, 5692115]
[paragraph, [226.0, 778.0, 1768.0, 52.5], eQoqNW931T, 5692115]
[paragraph, [226.0, 830.5, 1768.0, 52.5], eQoqNW931T, 5692115]
[paragraph, [226.0, 883.0, 1768.0, 52.5], eQoqNW931T, 5692115]
[paragraph, [226.0, 935.5, 1768.0, 52.5], eQoqNW931T, 5692115]
[paragraph, [217.0, 999.0, 1787.0, 52.5], vGVZgtBnuR, 5692115]
[paragraph, [217.0, 1051.5, 1787.0, 52.5], vGVZgtBnuR, 5692115]
[paragraph, [217.0, 1104.0, 1787.0, 52.5], vGVZgtBnuR, 5692115]
[paragraph, [217.0, 1156.5, 1787.0, 52.5], vGVZgtBnuR, 5692115]
[paragraph, [297.0, 1250.0, 431.0, 52.5], eatFeD8791, 5692115]
[paragraph, [316.0, 1340.0, 623.0, 52.5], twHQjbwC3b, 5692115]
[paragraph, [294.0, 1417.0, 1231.0, 52.5], ZRuThWEVB4, 5692115]
[paragraph, [307.0, 1501.0, 1144.0, 52.5], IFaWfrttmp, 5692115]
[paragraph, [297.0, 1588.0, 753.0, 52.5], p9vsFeSxRY, 5692115]
[paragraph, [288.0, 1672.0, 1061.0, 52.5], 4gne2xZ2fW, 5692115]
[paragraph, [310.0, 1752.0, 719.0, 52.5], zsIrILzY4n, 5692115]
[paragraph, [300.0, 1830.0, 1008.0, 52.5], JhLBks2ViM, 5692115]
[paragraph, [294.0, 1917.0, 449.0, 52.5], q4MK5GqNEu, 5692115]
[paragraph, [297.0, 2010.0, 375.0, 52.5], YcCUafd7aC, 5692115]
[paragraph, [300.0, 2088.0, 853.0, 52.5], bu3CwOjYQ9, 5692115]
[paragraph, [198.0, 2168.0, 1808.0, 52.5], Yh36rH1FVT, 5692115]
[paragraph, [198.0, 2220.5, 1808.0, 52.5], Yh36rH1FVT, 5692115]
[paragraph, [198.0, 2273.0, 1808.0, 52.5], Yh36rH1FVT, 5692115]
[paragraph, [198.0, 2325.5, 1808.0, 52.5], Yh36rH1FVT, 5692115]
[paragraph, [313.0, 2432.0, 632.0, 52.5], Vlwnkawhlu, 5692115]
[paragraph, [300.0, 2606.0, 999.0, 52.5], 4PylEBfpU8, 5692115]
[paragraph, [322.0, 2686.0, 667.0, 52.5], 7bmoz7iI_U, 5692115]
[paragraph, [297.0, 2761.0, 744.0, 52.5], 3P_fmVf-mB, 5692115]
