[1818, 1374]
[folio, [616.0, 142.0, 120.0, 36.0], XYGKKYfHpD, 5683395]
[paragraph, [111.0, 209.0, 553.0, 36.0], shoonya_1s9O47O917DEFS, 5683395]
[paragraph, [111.0, 245.0, 553.0, 36.0], shoonya_1s9O47O917DEFS, 5683395]
[paragraph, [111.0, 281.0, 553.0, 36.0], shoonya_1s9O47O917DEFS, 5683395]
[paragraph, [111.0, 317.0, 553.0, 36.0], shoonya_1s9O47O917DEFS, 5683395]
[paragraph, [111.0, 353.0, 553.0, 36.0], shoonya_1s9O47O917DEFS, 5683395]
[paragraph, [111.0, 389.0, 553.0, 36.0], shoonya_1s9O47O917DEFS, 5683395]
[paragraph, [721.0, 211.0, 475.0, 36.0], m8uIVvsPE7, 5683395]
[paragraph, [692.0, 260.0, 558.0, 36.0], qaf0mqLnFl, 5683395]
[paragraph, [692.0, 296.0, 558.0, 36.0], qaf0mqLnFl, 5683395]
[paragraph, [692.0, 332.0, 558.0, 36.0], qaf0mqLnFl, 5683395]
[paragraph, [692.0, 368.0, 558.0, 36.0], qaf0mqLnFl, 5683395]
[paragraph, [692.0, 404.0, 558.0, 36.0], qaf0mqLnFl, 5683395]
[paragraph, [692.0, 440.0, 558.0, 36.0], qaf0mqLnFl, 5683395]
[paragraph, [142.0, 464.0, 389.0, 36.0], hPTOSXyCn6, 5683395]
[paragraph, [108.0, 507.0, 553.0, 36.0], OGnSdkxxB9, 5683395]
[paragraph, [108.0, 543.0, 553.0, 36.0], OGnSdkxxB9, 5683395]
[paragraph, [690.0, 509.0, 567.0, 36.0], shoonya_3s61KJGS9D418Y, 5683395]
[paragraph, [690.0, 545.0, 567.0, 36.0], shoonya_3s61KJGS9D418Y, 5683395]
[paragraph, [690.0, 581.0, 567.0, 36.0], shoonya_3s61KJGS9D418Y, 5683395]
[paragraph, [690.0, 617.0, 567.0, 36.0], shoonya_3s61KJGS9D418Y, 5683395]
[paragraph, [690.0, 653.0, 567.0, 36.0], shoonya_3s61KJGS9D418Y, 5683395]
[paragraph, [690.0, 689.0, 567.0, 36.0], shoonya_3s61KJGS9D418Y, 5683395]
[paragraph, [690.0, 725.0, 567.0, 36.0], shoonya_3s61KJGS9D418Y, 5683395]
[paragraph, [149.0, 711.0, 398.0, 36.0], 70LAREinDI, 5683395]
[paragraph, [144.0, 756.0, 346.0, 36.0], yKlqVhqioA, 5683395]
[paragraph, [104.0, 800.0, 561.0, 36.0], Ae6ToU6XCF, 5683395]
[paragraph, [104.0, 836.0, 561.0, 36.0], Ae6ToU6XCF, 5683395]
[paragraph, [104.0, 872.0, 561.0, 36.0], Ae6ToU6XCF, 5683395]
[paragraph, [695.0, 802.0, 563.0, 36.0], bBt_EGxwwL, 5683395]
[paragraph, [695.0, 838.0, 563.0, 36.0], bBt_EGxwwL, 5683395]
[paragraph, [108.0, 924.0, 558.0, 36.0], kkm7lgg2Vz, 5683395]
[paragraph, [108.0, 960.0, 558.0, 36.0], kkm7lgg2Vz, 5683395]
[paragraph, [691.0, 924.0, 564.0, 36.0], shoonya_0sVZI9RD1GH4ES, 5683395]
[paragraph, [691.0, 960.0, 564.0, 36.0], shoonya_0sVZI9RD1GH4ES, 5683395]
[paragraph, [691.0, 996.0, 564.0, 36.0], shoonya_0sVZI9RD1GH4ES, 5683395]
[paragraph, [691.0, 1032.0, 564.0, 36.0], shoonya_0sVZI9RD1GH4ES, 5683395]
[paragraph, [691.0, 1068.0, 564.0, 36.0], shoonya_0sVZI9RD1GH4ES, 5683395]
[paragraph, [691.0, 1104.0, 564.0, 36.0], shoonya_0sVZI9RD1GH4ES, 5683395]
[paragraph, [691.0, 1140.0, 564.0, 36.0], shoonya_0sVZI9RD1GH4ES, 5683395]
[paragraph, [691.0, 1176.0, 564.0, 36.0], shoonya_0sVZI9RD1GH4ES, 5683395]
[paragraph, [691.0, 1212.0, 564.0, 36.0], shoonya_0sVZI9RD1GH4ES, 5683395]
[paragraph, [691.0, 1248.0, 564.0, 36.0], shoonya_0sVZI9RD1GH4ES, 5683395]
[paragraph, [108.0, 1006.0, 554.0, 36.0], g4C6gooWDV, 5683395]
[paragraph, [108.0, 1042.0, 554.0, 36.0], g4C6gooWDV, 5683395]
[paragraph, [109.0, 1091.0, 554.0, 36.0], ncMcpNOK9D, 5683395]
[paragraph, [109.0, 1127.0, 554.0, 36.0], ncMcpNOK9D, 5683395]
[paragraph, [109.0, 1163.0, 554.0, 36.0], ncMcpNOK9D, 5683395]
[paragraph, [109.0, 1199.0, 554.0, 36.0], ncMcpNOK9D, 5683395]
[paragraph, [109.0, 1235.0, 554.0, 36.0], ncMcpNOK9D, 5683395]
[paragraph, [111.0, 1298.0, 553.0, 36.0], K-rzm7A5mT, 5683395]
[paragraph, [111.0, 1334.0, 553.0, 36.0], K-rzm7A5mT, 5683395]
[paragraph, [694.0, 1300.0, 563.0, 36.0], shoonya_2s5G4WFYAN7CE1, 5683395]
[paragraph, [694.0, 1336.0, 563.0, 36.0], shoonya_2s5G4WFYAN7CE1, 5683395]
[paragraph, [694.0, 1372.0, 563.0, 36.0], shoonya_2s5G4WFYAN7CE1, 5683395]
[paragraph, [694.0, 1408.0, 563.0, 36.0], shoonya_2s5G4WFYAN7CE1, 5683395]
[paragraph, [694.0, 1444.0, 563.0, 36.0], shoonya_2s5G4WFYAN7CE1, 5683395]
[paragraph, [144.0, 1382.0, 458.0, 36.0], u_nhmXPJAl, 5683395]
[paragraph, [111.0, 1424.0, 554.0, 36.0], A_ZliFvZM0, 5683395]
[paragraph, [111.0, 1460.0, 554.0, 36.0], A_ZliFvZM0, 5683395]
[paragraph, [111.0, 1496.0, 554.0, 36.0], A_ZliFvZM0, 5683395]
[paragraph, [111.0, 1532.0, 554.0, 36.0], A_ZliFvZM0, 5683395]
[paragraph, [111.0, 1568.0, 554.0, 36.0], A_ZliFvZM0, 5683395]
[paragraph, [111.0, 1604.0, 554.0, 36.0], A_ZliFvZM0, 5683395]
[paragraph, [111.0, 1640.0, 554.0, 36.0], A_ZliFvZM0, 5683395]
[paragraph, [111.0, 1676.0, 554.0, 36.0], A_ZliFvZM0, 5683395]
[paragraph, [694.0, 1510.0, 565.0, 36.0], shoonya_4s0YYLK5BO1P1D, 5683395]
[paragraph, [694.0, 1546.0, 565.0, 36.0], shoonya_4s0YYLK5BO1P1D, 5683395]
[paragraph, [692.0, 1593.0, 561.0, 36.0], UpJ2aLunq8, 5683395]
[paragraph, [692.0, 1629.0, 561.0, 36.0], UpJ2aLunq8, 5683395]
[paragraph, [692.0, 1665.0, 561.0, 36.0], UpJ2aLunq8, 5683395]
