[1244, 855]
[chapter-title, [339.0, 41.0, 251.0, 30.0], qCF6yP4GAA, 5776186]
[paragraph, [150.0, 79.0, 630.0, 18.0], shoonya_5sECYZFMH6WV4H, 5776186]
[paragraph, [150.0, 97.0, 630.0, 18.0], shoonya_5sECYZFMH6WV4H, 5776186]
[paragraph, [150.0, 115.0, 630.0, 18.0], shoonya_5sECYZFMH6WV4H, 5776186]
[paragraph, [150.0, 133.0, 630.0, 18.0], shoonya_5sECYZFMH6WV4H, 5776186]
[paragraph, [150.0, 158.0, 631.0, 18.0], shoonya_1sFUAPL6O796OD, 5776186]
[paragraph, [150.0, 176.0, 631.0, 18.0], shoonya_1sFUAPL6O796OD, 5776186]
[paragraph, [150.0, 194.0, 631.0, 18.0], shoonya_1sFUAPL6O796OD, 5776186]
[paragraph, [150.0, 212.0, 631.0, 18.0], shoonya_1sFUAPL6O796OD, 5776186]
[paragraph, [150.0, 230.0, 631.0, 18.0], shoonya_1sFUAPL6O796OD, 5776186]
[paragraph, [150.0, 248.0, 631.0, 18.0], shoonya_1sFUAPL6O796OD, 5776186]
[paragraph, [150.0, 266.0, 631.0, 18.0], shoonya_1sFUAPL6O796OD, 5776186]
[paragraph, [150.0, 284.0, 631.0, 18.0], shoonya_1sFUAPL6O796OD, 5776186]
[paragraph, [151.0, 305.0, 631.0, 18.0], shoonya_3sMES1CCW5VBVN, 5776186]
[paragraph, [151.0, 323.0, 631.0, 18.0], shoonya_3sMES1CCW5VBVN, 5776186]
[paragraph, [151.0, 341.0, 631.0, 18.0], shoonya_3sMES1CCW5VBVN, 5776186]
[paragraph, [151.0, 359.0, 631.0, 18.0], shoonya_3sMES1CCW5VBVN, 5776186]
[paragraph, [151.0, 377.0, 631.0, 18.0], shoonya_3sMES1CCW5VBVN, 5776186]
[paragraph, [151.0, 395.0, 631.0, 18.0], shoonya_3sMES1CCW5VBVN, 5776186]
[paragraph, [151.0, 413.0, 631.0, 18.0], shoonya_3sMES1CCW5VBVN, 5776186]
[paragraph, [152.0, 435.0, 627.0, 18.0], shoonya_6s7SD55ANSAFBU, 5776186]
[paragraph, [152.0, 453.0, 627.0, 18.0], shoonya_6s7SD55ANSAFBU, 5776186]
[paragraph, [155.0, 481.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 499.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 517.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 535.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 553.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 571.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 589.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
