[792, 612]
[chapter-title, [227.0, 126.0, 155.0, 30.0], E4un16LY2e, 6492231]
[paragraph, [98.0, 181.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 199.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 217.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 235.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 253.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 271.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 289.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 307.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 325.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 343.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 361.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 379.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 397.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 415.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 433.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 451.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 469.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 487.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 505.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 523.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 541.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 559.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 577.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 595.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 613.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 631.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 649.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 667.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 685.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
[paragraph, [98.0, 703.0, 414.0, 18.0], shoonya_0sT7OWJ48NG50X, 6492231]
