[2338, 1654]
[paragraph, [357.0, 162.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 198.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 234.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 270.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 306.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 342.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 378.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 414.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 450.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 486.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 522.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 558.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 594.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 630.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 666.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 702.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 738.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 774.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 810.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 846.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 882.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[paragraph, [357.0, 918.0, 674.0, 36.0], mFj7yLLhRY, 5753528]
[author, [990.0, 904.0, 476.0, 36.0], shoonya_2sRRABZIGZI568, 5753528]
[paragraph, [185.0, 965.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1001.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1037.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1073.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1109.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1145.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1181.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1217.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1253.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1289.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1325.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1361.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1397.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1433.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1469.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1505.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1541.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1577.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1613.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1649.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1685.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1721.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1757.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1793.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1829.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1865.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1901.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1937.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 1973.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 2009.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
[paragraph, [185.0, 2045.0, 1291.0, 36.0], shoonya_0sXLKLS53CDXRR, 5753528]
