[1754, 1241]
[chapter-title, [381.0, 133.0, 526.0, 58.5], mdma37dlpW, 5708932]
[chapter-title, [381.0, 191.5, 526.0, 58.5], mdma37dlpW, 5708932]
[ordered-list, [182.0, 269.0, 950.0, 36.0], shoonya_0sQN1C6NQLBKQ5, 5708932]
[ordered-list, [182.0, 305.0, 950.0, 36.0], shoonya_0sQN1C6NQLBKQ5, 5708932]
[ordered-list, [182.0, 341.0, 950.0, 36.0], shoonya_0sQN1C6NQLBKQ5, 5708932]
[ordered-list, [182.0, 377.0, 950.0, 36.0], shoonya_0sQN1C6NQLBKQ5, 5708932]
[ordered-list, [182.0, 413.0, 950.0, 36.0], shoonya_0sQN1C6NQLBKQ5, 5708932]
[ordered-list, [182.0, 449.0, 950.0, 36.0], shoonya_0sQN1C6NQLBKQ5, 5708932]
[ordered-list, [182.0, 485.0, 950.0, 36.0], shoonya_0sQN1C6NQLBKQ5, 5708932]
[ordered-list, [182.0, 521.0, 950.0, 36.0], shoonya_0sQN1C6NQLBKQ5, 5708932]
[ordered-list, [182.0, 557.0, 950.0, 36.0], shoonya_0sQN1C6NQLBKQ5, 5708932]
[ordered-list, [182.0, 593.0, 950.0, 36.0], shoonya_0sQN1C6NQLBKQ5, 5708932]
[ordered-list, [182.0, 629.0, 950.0, 36.0], shoonya_0sQN1C6NQLBKQ5, 5708932]
[ordered-list, [182.0, 665.0, 950.0, 36.0], shoonya_0sQN1C6NQLBKQ5, 5708932]
[ordered-list, [182.0, 701.0, 950.0, 36.0], shoonya_0sQN1C6NQLBKQ5, 5708932]
[ordered-list, [182.0, 737.0, 950.0, 36.0], shoonya_0sQN1C6NQLBKQ5, 5708932]
[ordered-list, [182.0, 773.0, 950.0, 36.0], shoonya_0sQN1C6NQLBKQ5, 5708932]
[ordered-list, [182.0, 809.0, 950.0, 36.0], shoonya_0sQN1C6NQLBKQ5, 5708932]
[sub-ordered-list, [182.0, 306.0, 945.0, 36.0], m4yOle7Lxt, 5708932]
[sub-ordered-list, [182.0, 342.0, 945.0, 36.0], m4yOle7Lxt, 5708932]
[sub-ordered-list, [182.0, 378.0, 945.0, 36.0], m4yOle7Lxt, 5708932]
[sub-ordered-list, [182.0, 414.0, 945.0, 36.0], m4yOle7Lxt, 5708932]
[sub-ordered-list, [182.0, 450.0, 945.0, 36.0], m4yOle7Lxt, 5708932]
[sub-ordered-list, [182.0, 486.0, 945.0, 36.0], m4yOle7Lxt, 5708932]
[sub-ordered-list, [182.0, 522.0, 945.0, 36.0], m4yOle7Lxt, 5708932]
[sub-ordered-list, [182.0, 558.0, 945.0, 36.0], m4yOle7Lxt, 5708932]
[sub-ordered-list, [182.0, 594.0, 945.0, 36.0], m4yOle7Lxt, 5708932]
[sub-ordered-list, [182.0, 630.0, 945.0, 36.0], m4yOle7Lxt, 5708932]
[sub-ordered-list, [182.0, 666.0, 945.0, 36.0], m4yOle7Lxt, 5708932]
[sub-ordered-list, [182.0, 702.0, 945.0, 36.0], m4yOle7Lxt, 5708932]
[sub-ordered-list, [182.0, 738.0, 945.0, 36.0], m4yOle7Lxt, 5708932]
[sub-ordered-list, [182.0, 774.0, 945.0, 36.0], m4yOle7Lxt, 5708932]
[sub-ordered-list, [182.0, 810.0, 945.0, 36.0], m4yOle7Lxt, 5708932]
