[1275, 750]
[folio, [231.0, 79.0, 289.0, 18.0], ymQ89pp51w, 5767129]
[folio, [231.0, 97.0, 289.0, 18.0], ymQ89pp51w, 5767129]
[folio, [231.0, 115.0, 289.0, 18.0], ymQ89pp51w, 5767129]
[paragraph, [66.0, 155.0, 599.0, 18.0], BTLs1F6aod, 5767129]
[paragraph, [66.0, 173.0, 599.0, 18.0], BTLs1F6aod, 5767129]
[paragraph, [66.0, 191.0, 599.0, 18.0], BTLs1F6aod, 5767129]
[paragraph, [66.0, 209.0, 599.0, 18.0], BTLs1F6aod, 5767129]
[paragraph, [66.0, 227.0, 599.0, 18.0], BTLs1F6aod, 5767129]
[paragraph, [66.0, 245.0, 599.0, 18.0], BTLs1F6aod, 5767129]
[paragraph, [66.0, 263.0, 599.0, 18.0], BTLs1F6aod, 5767129]
[paragraph, [66.0, 281.0, 599.0, 18.0], BTLs1F6aod, 5767129]
[paragraph, [66.0, 299.0, 599.0, 18.0], BTLs1F6aod, 5767129]
[paragraph, [66.0, 317.0, 599.0, 18.0], BTLs1F6aod, 5767129]
[paragraph, [66.0, 335.0, 599.0, 18.0], BTLs1F6aod, 5767129]
[paragraph, [66.0, 353.0, 599.0, 18.0], BTLs1F6aod, 5767129]
[paragraph, [66.0, 371.0, 599.0, 18.0], BTLs1F6aod, 5767129]
[paragraph, [66.0, 389.0, 599.0, 18.0], BTLs1F6aod, 5767129]
[paragraph, [66.0, 407.0, 599.0, 18.0], BTLs1F6aod, 5767129]
[chapter-title, [267.0, 462.0, 217.0, 30.0], shoonya_1s33LKTG1UTG8O, 5767129]
[paragraph, [83.0, 529.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 547.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 565.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 583.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 601.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 619.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 637.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 655.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 673.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 691.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 709.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 727.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 745.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 763.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 781.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 799.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 817.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 835.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 853.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 871.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 889.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 907.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 925.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 943.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 961.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 979.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 997.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 1015.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 1033.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 1051.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 1069.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 1087.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 1105.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 1123.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 1141.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
[paragraph, [83.0, 1159.0, 585.0, 18.0], shoonya_0s2MLFEBU9ZI03, 5767129]
