[1492, 1000]
[folio, [412.0, 158.0, 205.0, 18.0], shoonya_2sT1I4M3725QMN, 5720065]
[paragraph, [137.0, 204.0, 752.0, 18.0], shoonya_0s44ZLMT36QOY3, 5720065]
[paragraph, [137.0, 222.0, 752.0, 18.0], shoonya_0s44ZLMT36QOY3, 5720065]
[paragraph, [137.0, 240.0, 752.0, 18.0], shoonya_0s44ZLMT36QOY3, 5720065]
[paragraph, [137.0, 258.0, 752.0, 18.0], shoonya_0s44ZLMT36QOY3, 5720065]
[paragraph, [149.0, 293.0, 746.0, 18.0], ESR0ZSNjvF, 5720065]
[paragraph, [149.0, 311.0, 746.0, 18.0], ESR0ZSNjvF, 5720065]
[paragraph, [149.0, 329.0, 746.0, 18.0], ESR0ZSNjvF, 5720065]
[paragraph, [149.0, 347.0, 746.0, 18.0], ESR0ZSNjvF, 5720065]
[paragraph, [149.0, 365.0, 746.0, 18.0], ESR0ZSNjvF, 5720065]
[paragraph, [149.0, 383.0, 746.0, 18.0], ESR0ZSNjvF, 5720065]
[paragraph, [149.0, 401.0, 746.0, 18.0], ESR0ZSNjvF, 5720065]
[paragraph, [149.0, 419.0, 746.0, 18.0], ESR0ZSNjvF, 5720065]
[paragraph, [149.0, 437.0, 746.0, 18.0], ESR0ZSNjvF, 5720065]
[paragraph, [149.0, 455.0, 746.0, 18.0], ESR0ZSNjvF, 5720065]
[paragraph, [143.0, 488.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 506.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 524.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 542.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 560.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 578.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 596.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 614.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 632.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 650.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 668.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 686.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 704.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 722.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 740.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 758.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 776.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 794.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 812.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 830.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 848.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 866.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 884.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 902.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 920.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 938.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 956.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 974.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 992.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 1010.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 1028.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 1046.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 1064.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 1082.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 1100.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 1118.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 1136.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 1154.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 1172.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 1190.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 1208.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 1226.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 1244.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 1262.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 1280.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
[paragraph, [143.0, 1298.0, 740.0, 18.0], m1UUM3OPHG, 5720065]
