[1818, 1374]
[folio, [588.0, 164.0, 175.0, 36.0], shoonya_1s2CIJSEIGVJFY, 5682133]
[paragraph, [108.0, 228.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 264.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 300.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 336.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 372.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 408.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 444.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 480.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 516.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 552.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 588.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 624.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 660.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 696.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 732.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 768.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 804.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 840.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 876.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 912.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 948.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 984.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 1020.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 1056.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 1092.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 1128.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 1164.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 1200.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 1236.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 1272.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 1308.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 1344.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 1380.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 1416.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 1452.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 1488.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 1524.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 1560.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 1596.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [108.0, 1632.0, 560.0, 36.0], shoonya_0sK83G2M4E6XUO, 5682133]
[paragraph, [683.0, 228.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 264.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 300.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 336.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 372.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 408.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 444.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 480.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 516.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 552.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 588.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 624.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 660.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 696.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 732.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 768.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 804.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 840.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 876.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 912.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 948.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 984.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 1020.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 1056.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 1092.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 1128.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 1164.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 1200.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 1236.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 1272.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 1308.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 1344.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[paragraph, [683.0, 1380.0, 575.0, 36.0], 2iwajzNvgt, 5682133]
[section-title, [910.0, 1472.0, 113.0, 49.5], o_rv2HWAbn, 5682133]
[paragraph, [687.0, 1531.0, 575.0, 36.0], 11qh8qjtQ7, 5682133]
[paragraph, [687.0, 1567.0, 575.0, 36.0], 11qh8qjtQ7, 5682133]
[paragraph, [687.0, 1603.0, 575.0, 36.0], 11qh8qjtQ7, 5682133]
[paragraph, [687.0, 1639.0, 575.0, 36.0], 11qh8qjtQ7, 5682133]
