[1650, 1275]
[author, [828.0, 62.0, 298.0, 36.0], YaEwac2oSo, 5722389]
[author, [828.0, 98.0, 298.0, 36.0], YaEwac2oSo, 5722389]
[headline, [674.0, 184.0, 538.0, 37.5], shoonya_6s9C5JWKOL7PAN, 5722389]
[headline, [674.0, 221.5, 538.0, 37.5], shoonya_6s9C5JWKOL7PAN, 5722389]
[paragraph, [807.0, 399.0, 348.0, 36.0], shoonya_3s50L58I25PPED, 5722389]
[paragraph, [807.0, 435.0, 348.0, 36.0], shoonya_3s50L58I25PPED, 5722389]
[paragraph, [807.0, 471.0, 348.0, 36.0], shoonya_3s50L58I25PPED, 5722389]
[paragraph, [807.0, 507.0, 348.0, 36.0], shoonya_3s50L58I25PPED, 5722389]
[paragraph, [807.0, 543.0, 348.0, 36.0], shoonya_3s50L58I25PPED, 5722389]
[paragraph, [152.0, 526.0, 645.0, 36.0], shoonya_2s3JKG5J1VU8J3, 5722389]
[paragraph, [152.0, 562.0, 645.0, 36.0], shoonya_2s3JKG5J1VU8J3, 5722389]
[paragraph, [152.0, 598.0, 645.0, 36.0], shoonya_2s3JKG5J1VU8J3, 5722389]
[paragraph, [152.0, 634.0, 645.0, 36.0], shoonya_2s3JKG5J1VU8J3, 5722389]
[paragraph, [152.0, 670.0, 645.0, 36.0], shoonya_2s3JKG5J1VU8J3, 5722389]
[paragraph, [152.0, 706.0, 645.0, 36.0], shoonya_2s3JKG5J1VU8J3, 5722389]
[paragraph, [152.0, 742.0, 645.0, 36.0], shoonya_2s3JKG5J1VU8J3, 5722389]
[paragraph, [152.0, 778.0, 645.0, 36.0], shoonya_2s3JKG5J1VU8J3, 5722389]
[paragraph, [152.0, 814.0, 645.0, 36.0], shoonya_2s3JKG5J1VU8J3, 5722389]
[paragraph, [808.0, 607.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 643.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 679.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 715.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 751.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 787.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 823.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 859.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 895.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 931.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 967.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 1003.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 1039.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 1075.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 1111.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 1147.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 1183.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 1219.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 1255.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 1291.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 1327.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 1363.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 1399.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 1435.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [808.0, 1471.0, 349.0, 36.0], shoonya_1s2XRDHLQ48HY1, 5722389]
[paragraph, [149.0, 872.0, 649.0, 36.0], shoonya_0s75K319J1H98M, 5722389]
