[1755, 1241]
[headline, [319.0, 321.0, 597.0, 37.5], xJu27fgyJe, 5705005]
[headline, [319.0, 358.5, 597.0, 37.5], xJu27fgyJe, 5705005]
[headline, [319.0, 396.0, 597.0, 37.5], xJu27fgyJe, 5705005]
[figure-caption, [165.0, 451.0, 159.0, 36.0], 0sMbibzkiG, 5705005]
[figure-caption, [927.0, 462.0, 130.0, 36.0], Gx1iSobdxq, 5705005]
[unordered-list, [656.0, 513.0, 378.0, 36.0], GBOxemlW5s, 5705005]
[unordered-list, [656.0, 549.0, 378.0, 36.0], GBOxemlW5s, 5705005]
[unordered-list, [656.0, 585.0, 378.0, 36.0], GBOxemlW5s, 5705005]
[unordered-list, [656.0, 621.0, 378.0, 36.0], GBOxemlW5s, 5705005]
[unordered-list, [656.0, 657.0, 378.0, 36.0], GBOxemlW5s, 5705005]
[unordered-list, [656.0, 693.0, 378.0, 36.0], GBOxemlW5s, 5705005]
[unordered-list, [656.0, 729.0, 378.0, 36.0], GBOxemlW5s, 5705005]
[unordered-list, [656.0, 765.0, 378.0, 36.0], GBOxemlW5s, 5705005]
[unordered-list, [198.0, 522.0, 376.0, 36.0], qWlhNrUZ9n, 5705005]
[unordered-list, [198.0, 558.0, 376.0, 36.0], qWlhNrUZ9n, 5705005]
[unordered-list, [198.0, 594.0, 376.0, 36.0], qWlhNrUZ9n, 5705005]
[unordered-list, [198.0, 630.0, 376.0, 36.0], qWlhNrUZ9n, 5705005]
[unordered-list, [198.0, 666.0, 376.0, 36.0], qWlhNrUZ9n, 5705005]
[unordered-list, [198.0, 702.0, 376.0, 36.0], qWlhNrUZ9n, 5705005]
[unordered-list, [198.0, 738.0, 376.0, 36.0], qWlhNrUZ9n, 5705005]
[unordered-list, [585.0, 847.0, 415.0, 36.0], Fn1iw9598n, 5705005]
[unordered-list, [585.0, 883.0, 415.0, 36.0], Fn1iw9598n, 5705005]
[unordered-list, [585.0, 919.0, 415.0, 36.0], Fn1iw9598n, 5705005]
[unordered-list, [585.0, 955.0, 415.0, 36.0], Fn1iw9598n, 5705005]
[unordered-list, [585.0, 991.0, 415.0, 36.0], Fn1iw9598n, 5705005]
[unordered-list, [585.0, 1027.0, 415.0, 36.0], Fn1iw9598n, 5705005]
[unordered-list, [585.0, 1063.0, 415.0, 36.0], Fn1iw9598n, 5705005]
[unordered-list, [585.0, 1099.0, 415.0, 36.0], Fn1iw9598n, 5705005]
[unordered-list, [585.0, 1135.0, 415.0, 36.0], Fn1iw9598n, 5705005]
[unordered-list, [585.0, 1171.0, 415.0, 36.0], Fn1iw9598n, 5705005]
[unordered-list, [585.0, 1207.0, 415.0, 36.0], Fn1iw9598n, 5705005]
[unordered-list, [585.0, 1243.0, 415.0, 36.0], Fn1iw9598n, 5705005]
[unordered-list, [585.0, 1279.0, 415.0, 36.0], Fn1iw9598n, 5705005]
[unordered-list, [585.0, 1315.0, 415.0, 36.0], Fn1iw9598n, 5705005]
[unordered-list, [585.0, 1351.0, 415.0, 36.0], Fn1iw9598n, 5705005]
[unordered-list, [585.0, 1387.0, 415.0, 36.0], Fn1iw9598n, 5705005]
[unordered-list, [266.0, 848.0, 327.0, 36.0], UNRH7lzu6F, 5705005]
[unordered-list, [266.0, 884.0, 327.0, 36.0], UNRH7lzu6F, 5705005]
[unordered-list, [266.0, 920.0, 327.0, 36.0], UNRH7lzu6F, 5705005]
[unordered-list, [266.0, 956.0, 327.0, 36.0], UNRH7lzu6F, 5705005]
[unordered-list, [266.0, 992.0, 327.0, 36.0], UNRH7lzu6F, 5705005]
[unordered-list, [266.0, 1028.0, 327.0, 36.0], UNRH7lzu6F, 5705005]
[unordered-list, [266.0, 1064.0, 327.0, 36.0], UNRH7lzu6F, 5705005]
[unordered-list, [266.0, 1100.0, 327.0, 36.0], UNRH7lzu6F, 5705005]
[unordered-list, [266.0, 1136.0, 327.0, 36.0], UNRH7lzu6F, 5705005]
[unordered-list, [266.0, 1172.0, 327.0, 36.0], UNRH7lzu6F, 5705005]
[unordered-list, [266.0, 1208.0, 327.0, 36.0], UNRH7lzu6F, 5705005]
[unordered-list, [266.0, 1244.0, 327.0, 36.0], UNRH7lzu6F, 5705005]
[unordered-list, [266.0, 1280.0, 327.0, 36.0], UNRH7lzu6F, 5705005]
[unordered-list, [266.0, 1316.0, 327.0, 36.0], UNRH7lzu6F, 5705005]
[unordered-list, [266.0, 1352.0, 327.0, 36.0], UNRH7lzu6F, 5705005]
[unordered-list, [266.0, 1388.0, 327.0, 36.0], UNRH7lzu6F, 5705005]
[contact-info, [141.0, 1545.0, 303.0, 36.0], yRZFIajTjK, 5705005]
[website-link, [183.0, 1550.0, 265.0, 18.0], shoonya_2sA6234DJPNMWZ, 5705005]
