[1749, 1239]
[section-title, [487.0, 159.0, 467.0, 49.5], xnX9PivHW1, 5718755]
[sidebar, [919.0, 320.0, 136.0, 36.0], aVCewNEkuQ, 5718755]
[second-level-question, [132.0, 405.0, 146.0, 36.0], shoonya_7sCTHF2GLKVFWX, 5718755]
[paragraph, [175.0, 439.0, 99.0, 36.0], wICZtnZPGY, 5718755]
[placeholder-text, [134.0, 478.0, 918.0, 18.0], SCAzJHJMpg, 5718755]
[placeholder-text, [134.0, 496.0, 918.0, 18.0], SCAzJHJMpg, 5718755]
[placeholder-text, [134.0, 514.0, 918.0, 18.0], SCAzJHJMpg, 5718755]
[placeholder-text, [134.0, 532.0, 918.0, 18.0], SCAzJHJMpg, 5718755]
[placeholder-text, [134.0, 550.0, 918.0, 18.0], SCAzJHJMpg, 5718755]
[placeholder-text, [134.0, 568.0, 918.0, 18.0], SCAzJHJMpg, 5718755]
[placeholder-text, [134.0, 586.0, 918.0, 18.0], SCAzJHJMpg, 5718755]
[second-level-question, [131.0, 658.0, 130.0, 36.0], shoonya_5sY9FY427MD3IF, 5718755]
[placeholder-text, [133.0, 742.0, 918.0, 18.0], SLR6o7hFrS, 5718755]
[placeholder-text, [133.0, 760.0, 918.0, 18.0], SLR6o7hFrS, 5718755]
[placeholder-text, [133.0, 778.0, 918.0, 18.0], SLR6o7hFrS, 5718755]
[placeholder-text, [133.0, 796.0, 918.0, 18.0], SLR6o7hFrS, 5718755]
[placeholder-text, [133.0, 814.0, 918.0, 18.0], SLR6o7hFrS, 5718755]
[placeholder-text, [133.0, 832.0, 918.0, 18.0], SLR6o7hFrS, 5718755]
[placeholder-text, [133.0, 850.0, 918.0, 18.0], SLR6o7hFrS, 5718755]
[placeholder-text, [133.0, 868.0, 918.0, 18.0], SLR6o7hFrS, 5718755]
[placeholder-text, [133.0, 886.0, 918.0, 18.0], SLR6o7hFrS, 5718755]
[paragraph, [179.0, 971.0, 89.0, 36.0], 54XqM3l02i, 5718755]
[placeholder-text, [128.0, 1020.0, 919.0, 18.0], Un16_sztUW, 5718755]
[placeholder-text, [128.0, 1038.0, 919.0, 18.0], Un16_sztUW, 5718755]
[placeholder-text, [128.0, 1056.0, 919.0, 18.0], Un16_sztUW, 5718755]
[placeholder-text, [128.0, 1074.0, 919.0, 18.0], Un16_sztUW, 5718755]
[placeholder-text, [128.0, 1092.0, 919.0, 18.0], Un16_sztUW, 5718755]
[placeholder-text, [128.0, 1110.0, 919.0, 18.0], Un16_sztUW, 5718755]
[placeholder-text, [128.0, 1128.0, 919.0, 18.0], Un16_sztUW, 5718755]
[second-level-question, [126.0, 1189.0, 144.0, 36.0], shoonya_1sJK1AUO51O15M, 5718755]
[paragraph, [178.0, 1226.0, 85.0, 36.0], 9I22SOHNEs, 5718755]
[placeholder-text, [125.0, 1268.0, 918.0, 18.0], OOSFQy9_-6, 5718755]
[placeholder-text, [125.0, 1286.0, 918.0, 18.0], OOSFQy9_-6, 5718755]
[placeholder-text, [125.0, 1304.0, 918.0, 18.0], OOSFQy9_-6, 5718755]
[placeholder-text, [125.0, 1322.0, 918.0, 18.0], OOSFQy9_-6, 5718755]
[placeholder-text, [125.0, 1340.0, 918.0, 18.0], OOSFQy9_-6, 5718755]
[placeholder-text, [125.0, 1358.0, 918.0, 18.0], OOSFQy9_-6, 5718755]
[placeholder-text, [125.0, 1376.0, 918.0, 18.0], OOSFQy9_-6, 5718755]
[placeholder-text, [125.0, 1394.0, 918.0, 18.0], OOSFQy9_-6, 5718755]
[second-level-question, [125.0, 1443.0, 115.0, 36.0], shoonya_6s4QSCUCH5DFI1, 5718755]
[placeholder-text, [128.0, 1538.0, 913.0, 18.0], H2yNUAurJ6, 5718755]
[placeholder-text, [128.0, 1556.0, 913.0, 18.0], H2yNUAurJ6, 5718755]
[placeholder-text, [128.0, 1574.0, 913.0, 18.0], H2yNUAurJ6, 5718755]
[placeholder-text, [128.0, 1592.0, 913.0, 18.0], H2yNUAurJ6, 5718755]
[placeholder-text, [128.0, 1610.0, 913.0, 18.0], H2yNUAurJ6, 5718755]
[placeholder-text, [128.0, 1628.0, 913.0, 18.0], H2yNUAurJ6, 5718755]
[placeholder-text, [128.0, 1646.0, 913.0, 18.0], H2yNUAurJ6, 5718755]
