[2200, 1700]
[section-title, [644.0, 118.0, 452.0, 52.5], shoonya_7sSJBXM5YJ1RI3, 5657012]
[ordered-list, [177.0, 188.0, 1468.0, 36.0], 1dacnM62hc, 5657012]
[ordered-list, [177.0, 224.0, 1468.0, 36.0], 1dacnM62hc, 5657012]
[ordered-list, [177.0, 260.0, 1468.0, 36.0], 1dacnM62hc, 5657012]
[ordered-list, [177.0, 296.0, 1468.0, 36.0], 1dacnM62hc, 5657012]
[ordered-list, [177.0, 332.0, 1468.0, 36.0], 1dacnM62hc, 5657012]
[ordered-list, [177.0, 368.0, 1468.0, 36.0], 1dacnM62hc, 5657012]
[ordered-list, [177.0, 404.0, 1468.0, 36.0], 1dacnM62hc, 5657012]
[ordered-list, [177.0, 440.0, 1468.0, 36.0], 1dacnM62hc, 5657012]
[ordered-list, [177.0, 476.0, 1468.0, 36.0], 1dacnM62hc, 5657012]
[ordered-list, [177.0, 512.0, 1468.0, 36.0], 1dacnM62hc, 5657012]
[ordered-list, [177.0, 548.0, 1468.0, 36.0], 1dacnM62hc, 5657012]
[ordered-list, [177.0, 584.0, 1468.0, 36.0], 1dacnM62hc, 5657012]
[ordered-list, [177.0, 620.0, 1468.0, 36.0], 1dacnM62hc, 5657012]
[ordered-list, [177.0, 656.0, 1468.0, 36.0], 1dacnM62hc, 5657012]
[ordered-list, [177.0, 692.0, 1468.0, 36.0], 1dacnM62hc, 5657012]
[paragraph, [238.0, 768.0, 1338.0, 36.0], shoonya_0sNOGA7AOU3IJF, 5657012]
[paragraph, [238.0, 804.0, 1338.0, 36.0], shoonya_0sNOGA7AOU3IJF, 5657012]
[paragraph, [238.0, 840.0, 1338.0, 36.0], shoonya_0sNOGA7AOU3IJF, 5657012]
[paragraph, [238.0, 876.0, 1338.0, 36.0], shoonya_0sNOGA7AOU3IJF, 5657012]
[paragraph, [238.0, 912.0, 1338.0, 36.0], shoonya_0sNOGA7AOU3IJF, 5657012]
[paragraph, [238.0, 948.0, 1338.0, 36.0], shoonya_0sNOGA7AOU3IJF, 5657012]
[paragraph, [238.0, 984.0, 1338.0, 36.0], shoonya_0sNOGA7AOU3IJF, 5657012]
[paragraph, [238.0, 1020.0, 1338.0, 36.0], shoonya_0sNOGA7AOU3IJF, 5657012]
[ordered-list, [201.0, 1100.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1136.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1172.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1208.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1244.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1280.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1316.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1352.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1388.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1424.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1460.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1496.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1532.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1568.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1604.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1640.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1676.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1712.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1748.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1784.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1820.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1856.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
[ordered-list, [201.0, 1892.0, 1437.0, 36.0], shoonya_3sUN23F5LPZLCX, 5657012]
