[1031, 622]
[section-title, [259.0, 69.0, 100.0, 30.0], shoonya_1s67Z9PYZ9JRBU, 5709650]
[paragraph, [29.0, 114.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 132.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 150.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 168.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 186.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 204.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 222.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 240.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 258.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 276.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 294.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 312.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 330.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 348.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 366.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 384.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 402.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 420.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 438.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 456.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 474.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 492.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 510.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 528.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[paragraph, [29.0, 546.0, 539.0, 18.0], shoonya_0sU51RQHAZCYTF, 5709650]
[footnote, [49.0, 581.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 599.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 617.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 635.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 653.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 671.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 689.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 707.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 725.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 743.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 761.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 779.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 797.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 815.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 833.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 851.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 869.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 887.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 905.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 923.0, 515.0, 18.0], EaQO6xarBb, 5709650]
[footnote, [49.0, 941.0, 515.0, 18.0], EaQO6xarBb, 5709650]
