[1754, 1241]
[paragraph, [205.0, 145.0, 898.0, 36.0], shoonya_1s341BB4LXDXVH, 6470471]
[paragraph, [205.0, 181.0, 898.0, 36.0], shoonya_1s341BB4LXDXVH, 6470471]
[paragraph, [205.0, 217.0, 898.0, 36.0], shoonya_1s341BB4LXDXVH, 6470471]
[paragraph, [205.0, 253.0, 898.0, 36.0], shoonya_1s341BB4LXDXVH, 6470471]
[paragraph, [205.0, 289.0, 898.0, 36.0], shoonya_1s341BB4LXDXVH, 6470471]
[paragraph, [205.0, 325.0, 898.0, 36.0], shoonya_1s341BB4LXDXVH, 6470471]
[paragraph, [205.0, 361.0, 898.0, 36.0], shoonya_1s341BB4LXDXVH, 6470471]
[paragraph, [205.0, 397.0, 898.0, 36.0], shoonya_1s341BB4LXDXVH, 6470471]
[paragraph, [205.0, 433.0, 898.0, 36.0], shoonya_1s341BB4LXDXVH, 6470471]
[paragraph, [205.0, 469.0, 898.0, 36.0], shoonya_1s341BB4LXDXVH, 6470471]
[paragraph, [205.0, 505.0, 898.0, 36.0], shoonya_1s341BB4LXDXVH, 6470471]
[section-title, [212.0, 605.0, 721.0, 49.5], shoonya_0sP47UM08BIVMC, 6470471]
[paragraph, [215.0, 687.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 723.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 759.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 795.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 831.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 867.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 903.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 939.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 975.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 1011.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 1047.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 1083.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 1119.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 1155.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 1191.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 1227.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 1263.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 1299.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 1335.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 1371.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 1407.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
[paragraph, [215.0, 1443.0, 887.0, 36.0], JEQgxR8a3P, 6470471]
