[3509, 2480]
[paragraph, [346.0, 396.0, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 448.5, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 501.0, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 553.5, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 606.0, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 658.5, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 711.0, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 763.5, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 816.0, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 868.5, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 921.0, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 973.5, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 1026.0, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 1078.5, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 1131.0, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 1183.5, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 1236.0, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 1288.5, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 1341.0, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 1393.5, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 1446.0, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [346.0, 1498.5, 1807.0, 52.5], shoonya_0s847BBPENPSP2, 5724071]
[paragraph, [340.0, 1638.0, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 1690.5, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 1743.0, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 1795.5, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 1848.0, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 1900.5, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 1953.0, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 2005.5, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 2058.0, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 2110.5, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 2163.0, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 2215.5, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 2268.0, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 2320.5, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 2373.0, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 2425.5, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 2478.0, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 2530.5, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 2583.0, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 2635.5, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 2688.0, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 2740.5, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 2793.0, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [340.0, 2845.5, 1814.0, 52.5], P7LR60fyuO, 5724071]
[paragraph, [489.0, 2982.0, 1662.0, 52.5], JMOntAi4h0, 5724071]
